CompanyCode,DocumentNo,FiscalYear,LineItem,Amount,Currency,DocumentDate,Vendor,ReferenceDoc
86877,5137091287,2015,939,739,MWK,2007-06-01,81771,724
34614,8650021972,1989,279,347,UGX,2007-01-08,7720,460
6894,9491722167,1977,5,817,XDR,2006-09-07,99959,176
16184,9649267165,1976,435,168,NGN,2016-02-22,41599,218
97244,3111789217,1992,13,327,HTG,2012-09-06,93753,954
86066,41301536,1998,663,797,FJD,2011-12-05,31118,77
33759,3311510660,1993,790,378,SDG,2008-05-07,89552,146
90489,773431952,2016,578,623,NAD,2016-01-13,80650,671
13208,5468332253,2024,796,788,ARS,2003-05-08,70844,830
65337,9471712645,2008,188,968,FJD,2016-02-15,14839,253
54428,2239505067,2006,855,918,DOP,2007-02-02,2970,81
66875,1011213368,1975,37,82,TZS,2003-04-24,21587,6
27050,7143010710,2024,501,499,KZT,2020-07-14,32687,870
89159,1840254891,2007,498,600,CAD,2011-06-20,36729,560
86475,6442678107,2003,122,979,AZN,2015-08-06,15055,932
56010,6400334142,2008,802,840,GYD,2014-08-26,4627,335
39983,3153764078,1988,601,758,KRW,2022-01-30,75420,226
22284,5355156117,1976,102,990,RSD,2017-12-02,44147,746
27724,3776939254,1982,782,266,KYD,2006-05-19,94894,254
56395,65322914,1982,611,141,MWK,2006-07-02,51026,112
25747,8784763538,2015,711,937,SBD,2016-07-05,57532,649
8202,4657764277,1978,462,812,ETB,2002-07-26,23598,967
82433,9293664398,1973,328,460,AWG,2014-11-18,78762,793
76076,8575761377,2017,444,871,PYG,2013-08-04,62543,757
10948,8190346276,2005,984,40,KZT,2000-03-23,2757,732
44804,810520188,1989,973,881,HKD,2014-06-06,4537,530
11674,699479455,2003,497,205,GTQ,2014-02-04,90832,120
7066,7469538927,1981,709,576,CUC,2009-02-20,39064,848
74760,8536640951,1979,424,325,XPF,2001-12-14,35934,752
38617,7518639615,2022,802,445,AOA,2000-03-04,32788,263
63632,6529936482,1982,619,345,NPR,2008-05-12,51997,310
81541,4058579251,1973,801,955,KRW,2011-03-28,85924,674
49021,9708214353,2005,478,842,JPY,2019-12-12,89315,618
71937,6182469594,1996,817,615,MOP,2000-05-04,8459,318
88878,1542473591,2022,311,350,SEK,2001-01-30,92352,520
50089,7552063364,2004,530,313,BAM,2006-04-07,26227,766
84090,1870523266,1973,591,559,EGP,2007-12-25,72747,321
45349,1230791062,1970,449,128,MXN,2022-09-11,73878,879
85777,340577671,1977,301,604,CUC,2012-11-25,3463,126
71095,1891644451,2010,176,364,CHF,2003-11-10,77268,894
52216,9474282173,1996,819,935,SDG,2000-01-22,80161,126
93112,4366845691,2022,493,767,SCR,2002-08-22,54862,601
95053,3306582549,1976,85,365,AWG,2012-09-06,84044,21
24080,6660115978,2012,723,290,BTN,2017-02-04,29776,424
87780,9113936229,2007,726,221,CZK,2006-03-24,50853,867
61928,6310565349,2000,976,734,KWD,2017-07-12,87262,972
77288,5366166044,1986,200,574,LBP,2020-11-26,61779,476
75064,239288059,1990,609,195,XAF,2013-09-24,5209,989
51809,3973313420,2011,75,468,LSL,2010-01-24,37984,550
81701,2679111064,2022,991,479,MYR,2023-01-26,6245,340
94276,2519032430,2023,59,839,GNF,2024-01-07,32647,426
5710,1236695466,1982,286,442,JEP,2021-10-24,78565,23
43645,8549463369,2013,376,995,TTD,2017-05-11,8628,128
77516,3030406593,1990,132,300,BWP,2023-03-01,15710,321
13662,37132244,2010,259,77,SEK,2003-01-28,66903,304
43067,8727996215,1989,336,790,MVR,2000-04-12,83381,17
48441,8997020783,2011,612,613,XOF,2021-08-16,42458,566
75768,2852306213,2001,144,948,CRC,2021-06-21,52669,134
20693,6323545647,1982,926,657,BMD,2023-11-23,99577,824
38145,2785682277,2010,25,202,TVD,2000-01-11,78447,119
77627,6837223844,2016,788,714,SYP,2017-11-11,52868,20
56155,2490064683,1985,83,324,BTN,2017-06-25,39914,885
29565,7574341164,1975,575,952,SBD,2001-06-02,5234,355
51787,3231909842,1997,898,689,CDF,2008-08-04,46156,713
71587,5215139880,2008,653,765,TJS,2005-05-12,68038,96
74652,9181950416,2003,968,419,BYR,2023-01-17,87269,206
9665,2989538324,1975,824,828,KHR,2004-12-21,43108,291
62964,4425781378,2014,853,457,EGP,2006-08-25,43146,849
38477,7814020609,1976,594,522,GGP,2005-05-31,74539,108
10591,4171025642,1977,964,790,IMP,2008-08-24,80485,72
19207,1593528355,1987,739,874,DZD,2007-08-16,31537,280
69117,8315499652,2004,982,398,SOS,2000-02-19,7802,719
38071,516522862,1985,566,520,ZAR,2007-09-24,73640,69
187,6131739480,2019,456,206,SGD,2004-06-19,19786,828
89926,2058194730,2011,805,525,HKD,2012-11-09,47641,681
59590,1547728239,2024,860,65,CLP,2010-04-10,21320,548
74515,3403990059,2017,362,548,BGN,2016-09-02,26353,684
85103,5858697185,1983,253,494,MUR,2012-12-28,14717,75
64916,6100130027,1990,34,956,EGP,2013-10-10,54637,645
53967,5568428980,2017,132,823,SAR,2002-11-29,43698,621
39407,9786305054,2019,398,308,SBD,2017-03-22,46544,727
5500,5094394251,2014,789,532,HKD,2008-03-02,58460,89
696,8481258053,2020,865,282,BWP,2002-08-01,48602,156
49143,926455711,1972,725,129,MVR,2007-03-12,94683,537
25554,3598258791,2015,239,446,TMT,2020-07-29,2191,170
68728,2119682319,1984,451,650,CVE,2003-05-04,73305,437
38060,786642260,2017,31,434,BAM,2021-07-29,63562,950
55987,910741347,1996,257,133,MYR,2005-04-26,94094,921
81726,3330463316,2006,917,557,NOK,2014-12-18,94379,89
30055,3298747840,1981,201,985,XPF,2018-10-28,94543,618
11930,2095967815,2004,660,163,CHF,2001-10-10,80634,953
42444,9859163099,2019,685,780,EUR,2020-04-07,87603,716
10416,8977777863,2020,858,409,ANG,2016-02-04,42827,415
45718,8421743651,1996,41,646,KRW,2000-05-24,27846,413
9333,487088831,2004,831,999,PYG,2009-11-30,98398,349
80053,6554167229,2010,871,634,BRL,2012-03-12,49077,948
14405,1285364382,1989,887,973,MXN,2022-08-06,95586,196
81781,4893278260,2007,678,798,THB,2010-03-17,26822,100
98704,7737953919,1998,87,378,GHS,2020-02-14,7483,935
26279,3099989489,1970,605,639,IRR,2017-04-05,11984,471
80998,6449221996,1993,318,144,OMR,2007-01-14,45615,906
13397,2483134374,1998,840,480,KES,2013-06-24,83102,714
13581,9417032096,1975,290,402,NZD,2020-10-25,78500,974
94366,8469583583,1983,481,936,SAR,2014-06-01,99559,42
36816,6743217637,1984,662,419,LRD,2006-01-28,20359,637
94112,3334079345,2013,718,207,VND,2017-07-18,57107,55
69781,4621151253,1981,269,659,SOS,2016-01-26,72974,371
45958,4556271590,2005,805,878,IMP,2011-09-26,76667,113
6103,6604288368,2009,312,237,PLN,2023-10-18,86585,317
25381,1087516451,1977,730,614,LKR,2014-12-26,97501,315
82566,3234685871,2017,319,531,KZT,2007-02-24,37578,384
18477,4572826707,2014,272,749,QAR,2003-11-15,45201,141
10064,4119321689,1979,93,995,XAF,2012-12-06,37107,519
58331,8861417160,1984,762,938,LAK,2011-01-30,47909,933
37457,4000505379,2023,453,96,ANG,2023-09-15,97598,303
33517,5343309948,2015,128,232,PEN,2018-07-14,12140,683
19564,5055459077,2020,37,259,DJF,2007-09-04,35130,732
89167,899217711,2018,849,685,MZN,2014-10-01,99423,138
98870,9887012538,2012,275,818,ALL,2004-11-20,35587,441
91051,3887019217,1972,294,696,LSL,2013-09-01,39275,682
72986,3966345482,1995,95,94,NPR,2010-12-28,46790,641
18512,7049331960,1971,651,427,GTQ,2016-07-29,51983,428
93010,1766675827,1997,477,754,KPW,2023-02-27,44947,322
26940,6460993464,2017,68,829,AWG,2012-01-18,56625,231
76534,7905578154,2018,547,68,NZD,2005-03-10,54944,69
38577,399262901,1974,607,637,BRL,2017-07-06,49495,6
38443,3101184600,1986,326,28,MAD,2003-08-18,39836,863
72802,7526177715,1997,721,592,PLN,2022-01-03,84105,871
43553,653369889,1973,580,504,DJF,2015-07-08,82313,528
66647,5377802730,2014,875,788,GGP,2003-12-08,13258,474
32712,8751139357,2005,930,831,GIP,2022-04-11,69017,96
50818,8580228951,2015,589,191,PGK,2005-10-26,84917,78
20244,9829062264,1988,339,305,LYD,2022-06-16,3717,829
12115,3861526727,2018,740,573,CUP,2005-12-15,23863,201
38116,3092828422,2007,227,973,TND,2016-05-11,6221,291
65155,8184413951,2023,559,32,CDF,2024-03-13,3463,782
85157,6107025497,1972,885,493,MOP,2018-09-10,34195,287
62851,5889563111,2018,760,63,UAH,2012-01-22,12499,312
10022,2373244262,1980,555,20,KWD,2017-04-18,3893,821
74760,2516453264,1989,812,338,CHF,2009-04-04,52084,725
31633,8697859305,1991,790,135,JOD,2005-04-06,5970,460
50272,1986965919,1971,876,574,IQD,2010-01-27,91373,637
69654,5001109260,2006,871,213,VEF,2000-08-03,9738,78
18779,8955044394,1997,749,243,UGX,2013-06-13,97181,19
7468,6052816692,1985,879,297,BRL,2021-02-22,4629,35
36606,8079981675,1980,840,568,AOA,2018-06-27,69133,521
34181,9083655856,1980,650,910,KES,2005-08-19,65362,448
31763,4233029924,2013,390,111,KWD,2012-12-24,12366,530
83952,591881680,2012,792,206,KHR,2016-04-26,14271,964
49347,9521555766,1990,497,832,NZD,2013-06-05,90730,214
86502,5433758105,1977,272,787,HKD,2016-02-11,70521,883
66809,2988837169,1978,319,313,AED,2022-10-02,66221,537
38512,9710013392,1985,351,482,STD,2009-06-26,79107,738
8880,9603572050,1977,739,63,RWF,2015-09-01,93894,7
22839,4434942992,1998,640,132,DZD,2019-12-30,39988,660
15362,4107553192,2013,72,986,UYU,2018-02-20,45094,838
630,4075834110,1981,686,190,TRY,2011-04-07,31040,620
79351,38028197,2014,337,666,VUV,2010-09-23,36131,554
3438,4418240151,1995,97,830,SLL,2013-03-06,50737,567
8113,6193301169,2002,753,511,ZMW,2001-05-28,78660,7
49090,6670525967,2009,902,110,HUF,2012-09-15,8039,425
19179,7613249381,1988,377,461,LRD,2003-06-02,43402,788
96632,9851883928,1977,233,954,JPY,2003-05-19,55757,445
44672,6123829606,1997,654,760,GMD,2002-07-15,35635,8
63483,1321873468,1972,684,317,LAK,2009-01-23,8632,955
29107,8458678261,2017,194,610,BIF,2012-04-06,94025,329
89329,5915077158,1990,566,806,HKD,2016-04-22,73426,292
52054,8248410902,1995,991,656,BIF,2020-12-13,25246,178
83560,1659511436,2006,688,441,AOA,2016-06-12,77346,591
68191,7590287379,2015,596,977,MUR,2000-07-21,7576,108
53871,9520383409,2009,929,677,BWP,2004-07-15,99388,50
57597,3124729281,2015,854,813,AUD,2000-11-16,23556,659
37790,3292630340,2020,733,731,TMT,2015-05-29,61057,463
24795,5953422407,1972,581,814,MVR,2022-08-30,76446,56
97669,5316207766,1978,578,449,NPR,2004-03-23,87681,489
57578,154391965,1990,793,210,LKR,2006-07-28,76461,164
67686,8391241798,2000,256,138,LKR,2019-07-02,69570,619
21966,6928752213,1999,333,140,PHP,2007-11-30,9106,511
31222,1258751207,2004,268,995,CVE,2007-03-30,51942,190
54455,5444809233,2012,499,29,KRW,2022-12-16,46825,923
72022,6546734934,2021,390,868,UAH,2015-12-07,71356,89
95545,2189289156,2019,805,693,CZK,2010-12-29,32336,773
99620,1212721090,2007,591,975,OMR,2017-12-17,86951,60
92461,7814463768,2018,763,824,GGP,2011-12-25,60034,867
74111,1072521115,1991,708,858,PKR,2022-03-05,36223,982
2327,4806592082,2000,249,720,EUR,2023-02-26,13187,322
6290,5592789419,2012,893,318,CNY,2006-11-23,6153,838
73826,3261706309,1987,4,18,XCD,2008-04-05,71307,719
93271,4764785192,2008,803,108,TOP,2018-08-11,26918,438
20323,9200111894,1972,741,751,ALL,2003-11-17,1211,693
25656,2734369682,1984,668,592,TTD,2016-12-21,89891,607
82494,8905220558,1993,67,917,EGP,2018-11-19,21107,538
87298,1778408995,2022,953,579,ETB,2013-02-10,9069,805
99816,221501343,2019,635,626,MKD,2014-12-13,64855,221
86529,7911574151,1996,637,152,MRO,2023-12-30,65372,215
64770,7035903269,1981,129,417,GNF,2013-08-13,58397,834
90029,9699413711,1991,775,826,KPW,2022-03-27,27720,885
67462,8222467231,2007,77,252,USD,2019-01-15,53103,337
91768,435696867,1981,96,520,SRD,2020-02-29,24898,938
55202,3716617237,1980,678,34,HRK,2003-08-10,85172,151
72561,3486804082,2007,569,948,BND,2006-02-04,38761,298
12242,4384030069,1993,860,420,BMD,2020-02-09,31899,616
9067,8763919653,2024,161,99,HUF,2003-06-03,10897,741
2520,1234986374,1973,506,285,THB,2009-11-30,39764,931
40486,961694730,2008,638,9,UYU,2012-02-01,19257,287
80861,624869226,2007,214,476,RSD,2011-09-28,18801,596
42530,4313976211,2000,727,980,SHP,2006-04-08,4522,304
4899,343580777,1987,799,548,TZS,2007-10-01,38566,508
48149,6658943151,1974,220,168,PGK,2014-01-14,72877,125
61473,673277380,1972,492,985,EGP,2023-01-08,22318,411
32295,169651577,2008,381,736,JOD,2017-04-17,72189,252
28847,1473619701,1989,199,907,PYG,2006-05-28,72337,779
91793,8252569687,2003,351,772,BYR,2000-03-08,52804,880
72482,2193896121,1979,711,619,BIF,2001-01-06,40195,892
55564,399170702,2020,588,241,SHP,2001-06-07,98530,821
20510,5889119900,2017,84,945,BMD,2014-05-16,62415,821
18572,5877520668,2012,411,867,NZD,2011-08-17,23665,50
92157,7545244823,2024,832,442,GIP,2020-08-06,73946,255
81675,4435356516,2003,588,437,FKP,2006-02-14,90887,255
68715,4072122949,1972,357,689,CUP,2014-03-13,64013,38
89086,6723500702,1978,443,12,AED,2009-02-23,88859,62
95932,846431079,2008,755,278,IQD,2020-02-08,97086,323
29330,4986820383,1984,45,335,SOS,2022-03-19,96504,455
71370,6716733647,1991,315,950,TTD,2004-07-08,72802,235
47203,4010910667,2009,103,640,SZL,2009-03-24,69149,871
98507,6986325336,1988,200,315,YER,2012-02-28,91545,983
55017,9300627682,1992,391,23,LSL,2006-05-23,63592,136
27898,4349107394,2003,194,147,IRR,2016-08-22,70349,496
68675,471989221,2007,914,367,TZS,2008-12-08,84776,239
39289,4104032813,2017,103,136,HUF,2001-05-27,13419,841
83556,800845679,1977,813,316,KES,2014-05-21,78388,207
63138,230211491,1979,295,20,TMT,2021-08-21,84921,775
63527,2841864752,1988,188,226,TZS,2012-02-07,68173,595
51477,9442484710,2023,269,536,XOF,2004-08-16,42539,680
10487,3765914951,2015,61,809,MRO,2001-08-21,37181,393
84024,8071495422,1975,983,58,RON,2004-12-15,30227,771
38767,2754119226,1970,936,640,SAR,2012-02-13,70462,929
63685,9938105514,1979,450,835,MNT,2014-11-13,61244,204
9634,3309542426,1985,316,316,ANG,2012-01-16,55412,507
22329,5925873753,1981,679,822,KGS,2002-05-17,53002,586
31659,7118171819,1970,889,110,GBP,2000-05-12,81353,521
20437,7807975713,1971,643,464,AED,2012-11-10,38810,528
77213,1068572440,2004,716,449,ILS,2023-09-07,70442,679
13691,1059487360,2023,374,504,SLL,2017-09-18,32795,658
56946,6082832870,1981,688,392,NIS,2007-02-02,80168,746
29803,7558858905,1978,685,617,CNY,2010-02-28,35325,525
48347,7104420191,1992,450,407,CLP,2005-07-07,39242,915
32589,2278178724,1990,255,408,MVR,2013-12-01,64333,340
8871,8396866269,2004,923,258,XAF,2005-05-26,96269,596
29392,4055590676,1976,941,863,BSD,2012-07-10,19572,130
75851,4558936141,2009,888,900,BOB,2012-01-02,67079,363
68423,7914279218,1995,533,976,ANG,2008-08-08,95826,596
62202,6909272508,1984,544,901,SEK,2001-10-16,38831,156
12552,1476714566,1981,671,937,TOP,2016-10-11,13737,76
32224,8914706065,1995,249,241,JMD,2015-10-20,10996,434
60797,6583068875,1986,940,183,SOS,2020-10-11,81968,979
91212,2572260114,1999,997,416,ETB,2009-05-12,42976,889
22386,1892662831,2002,343,908,HRK,2023-11-26,32586,940
3255,5761266855,2022,309,83,SAR,2001-02-22,50581,81
50235,9484346435,1981,551,454,MDL,2021-04-15,24970,829
72378,5621097733,2023,520,931,BWP,2002-08-29,99632,962
97120,8699229047,2023,6,418,TTD,2023-12-07,7176,872
4254,1524019195,1984,417,598,QAR,2005-03-23,85865,162
77722,1575471078,1977,244,356,BND,2006-08-12,2872,492
90729,8124148631,2019,846,553,KGS,2022-12-31,7549,397
19270,7367709865,2001,393,869,SAR,2009-02-22,78025,11
86776,2993724333,2021,105,13,BYR,2023-06-13,14489,77
57638,662385067,2017,667,261,BSD,2021-11-15,59060,559
5944,4522456058,1999,609,870,XPF,2020-05-08,64026,867
37264,5579392057,1980,207,627,PYG,2012-05-21,21522,716
79298,5062058510,2015,824,430,MWK,2012-07-03,9476,186
82040,3791877797,1973,413,125,COP,2022-12-21,20541,736
15950,6517936151,1973,675,281,BHD,2016-09-30,91113,751
44394,9926102563,1999,622,544,NIO,2016-10-16,10176,686
81787,2151695456,1985,866,988,IRR,2008-07-27,91618,290
55686,3235738479,2013,419,692,BRL,2009-11-20,40637,513
26815,862779367,2005,985,755,NIO,2006-02-19,60617,87
56179,5578030133,1974,40,532,CUC,2020-04-01,5858,996
32861,1968959800,2011,253,913,PKR,2013-04-22,16939,738
97244,8993186892,1994,947,768,SDG,2012-07-28,13120,146
19175,6346489852,1993,280,401,SGD,2020-03-25,45799,570
33845,407780423,2020,518,586,RWF,2009-03-29,95697,90
47223,1145222226,1983,470,740,ARS,2013-08-30,57226,199
1190,5734919077,2011,192,808,LSL,2013-10-06,28279,455
522,5799436387,1996,99,805,JEP,2008-09-26,98537,376
71238,9338505529,1993,70,546,NAD,2019-12-04,7660,611
51792,6812547749,1980,256,737,SYP,2003-10-12,25257,854
65829,4867314213,1992,513,859,LRD,2012-01-06,21756,440
25919,6360056559,2015,446,525,OMR,2021-03-05,72733,885
19564,5211076104,2020,439,776,BMD,2012-03-20,58287,234
37360,2313723898,1999,254,485,WST,2008-11-12,15618,96
20816,7100230910,2016,620,841,ISK,2009-08-06,45937,274
36816,3905675388,2009,438,86,IRR,2006-10-22,586,500
36993,2901632747,1997,822,93,THB,2014-10-23,22160,309
79745,2634222931,2021,148,799,USD,2021-03-31,30221,300
78900,1307998844,2022,923,729,UYU,2007-04-09,37345,365
16473,4991539167,1972,555,293,GMD,2013-02-08,39090,784
36657,3979370639,2023,545,485,HTG,2024-01-12,55920,650
96751,3288226411,2007,301,840,AWG,2007-01-28,99550,967
4033,2373212814,2011,421,457,HUF,2013-09-04,67655,307
42778,8601648014,1976,343,708,FJD,2006-08-27,27261,960
67870,5647380062,2015,867,50,KES,2002-09-19,49749,141
50534,5253922370,1987,119,714,PLN,2018-05-12,84475,241
15712,8437984526,2010,115,75,SAR,2003-12-02,28197,429
81521,4233717501,1986,739,12,BTN,2019-03-31,7490,356
12540,3088135055,2012,736,205,RWF,2013-12-13,75049,457
51803,6767286620,2018,820,361,STD,2023-06-26,75377,526
14022,7103576181,1984,622,791,BRL,2017-04-08,14030,633
64352,4046341486,2013,258,484,XDR,2002-01-18,21571,21
69623,4466182488,1984,294,884,NZD,2002-04-29,54595,469
31546,2966987160,1977,314,15,BDT,2008-09-09,10564,702
86996,5825270052,2017,466,642,MVR,2007-06-02,17942,366
79160,2191452683,2005,492,110,TOP,2015-11-23,39868,282
51842,1244875678,2013,498,190,KWD,2002-05-13,12080,395
33275,8719245453,1985,112,790,PLN,2018-04-20,95697,565
61555,9057829069,2014,910,734,ARS,2004-11-10,73787,26
96870,7483583504,1982,456,871,GNF,2012-01-17,11278,651
57455,7399173957,2008,501,63,QAR,2020-04-22,666,343
3986,9281095884,1998,886,385,ZMW,2018-06-07,39473,653
47979,9013572149,1995,562,861,PEN,2015-09-15,48950,795
96140,9989247751,1982,40,498,KGS,2020-01-04,85870,109
27554,4081999288,2011,980,541,STD,2006-11-09,91147,822
92409,1588123652,2018,790,114,XCD,2014-02-06,64026,205
98967,95471354,1997,361,213,SBD,2022-01-14,98787,703
31307,5656514586,1989,73,185,DZD,2007-06-12,80072,882
75067,1257895397,1998,461,286,UYU,2024-03-15,60487,1
37170,2436078094,2022,196,417,PHP,2020-01-31,52138,965
85331,5850973802,2000,750,626,GBP,2002-01-04,63192,925
75063,3344793686,1981,420,233,CUC,2015-04-21,42561,527
92377,9438863308,2003,527,102,YER,2011-10-20,67350,847
1357,8425347060,2018,815,930,GGP,2009-01-11,24410,560
51199,4437358409,1972,813,330,VND,2000-11-16,23545,868
25204,2106311188,1995,249,149,MRO,2003-07-06,21118,248
75304,1028009673,1987,775,453,KMF,2003-12-10,54842,370
82917,9040920633,1990,359,312,BRL,2019-04-11,79736,541
1301,5439000859,1987,706,870,KYD,2016-10-23,70387,229
55646,5891709655,2004,531,193,IRR,2023-05-14,50626,248
92671,984236395,1993,909,872,KES,2015-07-14,67346,131
215,3437658367,2012,348,210,CLP,2013-01-23,65622,39
38949,5112161203,1974,484,639,USD,2016-02-02,19755,795
62045,836536337,1983,829,481,SCR,2009-03-15,50355,557
29514,5277616035,1976,878,600,CDF,2023-05-29,13870,271
91069,3541205693,1974,774,873,GTQ,2001-06-14,10262,354
51144,5527524901,1971,573,83,CHF,2008-01-07,68539,535
45494,241316126,2008,799,863,KPW,2009-02-28,26547,359
4033,2565160872,1998,355,439,UGX,2018-06-03,43347,296
37485,8275714605,1982,289,986,BSD,2011-02-22,78742,193
97062,1791830477,1979,809,112,HUF,2013-01-26,88049,744
11117,3006672166,1985,534,123,SBD,2003-11-22,56282,772
57898,9793554256,2001,334,39,AOA,2007-04-08,90466,553
49895,3996099922,2004,519,140,QAR,2021-04-05,38348,135
64625,8723999709,2003,719,634,BYR,2000-09-16,82271,445
60931,4938626091,1978,174,299,TND,2007-10-07,78163,287
34911,807561,1971,299,823,XDR,2012-04-24,75722,335
96258,863811406,1994,398,891,GEL,2024-02-18,5908,326
3196,1069094465,1972,444,845,ETB,2022-04-16,95664,291
60072,9340393664,1997,565,637,SEK,2018-04-25,85924,860
86022,5304319545,2007,252,170,KYD,2018-12-11,39276,341
5846,2320663451,2006,799,348,MDL,2001-07-18,20126,76
99810,8773956105,2005,363,947,BOB,2010-05-05,38742,901
49464,7041228174,1987,746,802,CHF,2009-05-21,81312,834
59351,288618601,2002,839,218,LYD,2007-07-07,87378,801
47081,1271863578,1986,974,349,SHP,2011-01-28,60628,632
96509,475291397,2018,102,471,XPF,2014-03-12,60800,669
4022,9788904424,2013,735,290,AUD,2007-08-01,55157,203
36840,9055748853,2005,322,856,PKR,2002-07-15,26954,173
94633,811629896,2009,753,846,LBP,2009-03-08,76917,192
2605,3826674265,2004,98,337,BGN,2005-09-24,9550,586
13223,5997493015,2003,108,340,THB,2010-10-09,67876,958
80270,9569428866,2008,615,909,NAD,2023-05-15,58495,665
94960,7451707344,2021,366,258,LKR,2002-10-03,86992,754
46079,5618964406,1977,315,5,HKD,2011-02-04,63451,237
38902,8438917024,2024,762,868,PGK,2014-01-03,44339,445
94226,2240983960,2013,428,447,SGD,2016-10-19,41904,288
75174,5021488808,2014,856,437,BBD,2021-09-22,49304,700
57712,9542663879,1992,185,322,MOP,2020-02-23,27311,138
31928,9092354850,2015,610,947,BAM,2005-04-27,12046,75
97474,1111257462,2023,42,930,GNF,2013-03-06,66451,198
47260,5820006384,1985,937,778,XCD,2004-11-29,76499,662
64923,3816020960,2002,779,819,TJS,2003-12-21,9551,873
31222,1320397334,2012,536,182,IQD,2006-07-13,24752,618
55028,5516508697,2016,360,418,MZN,2009-11-04,3856,969
6797,2616826027,1979,430,242,THB,2000-11-01,91496,927
632,294753906,1994,294,944,IDR,2010-10-18,20140,875
95966,3225786073,2009,590,473,CUP,2019-12-06,90265,758
98335,1053015025,1972,12,145,CUC,2001-06-12,4993,406
52646,8672137328,1972,825,577,UGX,2005-11-01,69619,597
26902,7620840950,1986,586,40,UGX,2001-09-14,41134,895
70767,9066142053,2016,541,223,TJS,2013-09-22,27000,655
70978,6149931094,2012,173,562,BYR,2018-07-26,88934,442
80425,9123552855,2003,5,356,KYD,2022-09-18,65348,879
88871,7498398024,2023,239,879,SGD,2000-12-21,30932,674
97425,8162647190,2013,132,564,ANG,2000-08-04,75417,881
36544,5260205073,1980,937,447,CZK,2011-11-02,89287,661
62344,9803307353,1984,70,632,WST,2023-10-21,24193,404
82109,845786468,1977,758,950,BIF,2005-09-20,73393,617
63300,1271787920,2024,243,691,TJS,2005-08-25,88529,886
99380,3195087767,1984,736,983,SAR,2022-12-15,98871,361
66733,4508468384,2021,996,368,UGX,2001-10-28,58718,939
76399,7467251899,2019,325,776,ZAR,2000-12-04,21194,951
36681,7290158487,2024,831,107,MKD,2022-11-01,36623,716
99730,9845328322,1992,617,771,VUV,2012-12-19,246,625
91212,7100665735,2002,831,360,HNL,2009-02-21,48486,879
30346,9291603159,2018,473,349,KYD,2006-04-02,15021,9
54765,4696233484,1977,551,667,EGP,2006-09-17,97706,985
75335,7087556270,1995,537,747,MMK,2010-09-16,57180,839
4011,4192920271,2002,981,398,GEL,2013-01-14,73296,558
83032,1791415474,2019,708,497,GIP,2000-05-08,60868,642
73192,5880331152,2023,601,245,SPL,2019-10-08,39714,19
6387,5640371815,2007,624,934,GEL,2001-01-28,73152,527
45881,3221721743,2021,620,852,LTL,2017-07-27,78963,6
33807,7663400705,1988,611,30,MKD,2018-05-25,79506,142
84039,6176515676,2016,243,960,XOF,2014-11-05,49435,998
93829,3221637776,1987,261,369,AUD,2014-09-03,48605,806
47137,5869999428,1986,65,909,INR,2002-07-10,81341,447
75427,9922347948,1999,809,85,SGD,2005-08-29,1706,134
6007,8002333603,1994,780,664,TMT,2004-02-23,2173,176
1416,9131568381,2019,943,448,BND,2004-12-29,23963,358
45425,483228432,2001,104,667,AUD,2014-03-31,17351,454
7368,3624489984,1994,186,435,UGX,2008-10-11,61596,607
22012,676165490,2001,675,644,FJD,2003-12-30,32862,112
73114,7917417980,1995,911,213,KRW,2010-05-10,1613,455
72443,2758410858,2014,351,912,PLN,2011-12-31,70445,935
35969,711833128,2000,516,225,USD,2008-11-03,66505,428
7274,9285192319,1985,66,604,BSD,2004-05-02,13848,312
75687,7378865689,2015,503,895,PGK,2009-09-17,69769,141
95954,8065174135,2000,715,340,AED,2012-10-12,14090,243
87237,5925856158,1984,16,73,SYP,2004-05-03,75270,197
1492,1455329066,1988,586,964,CUC,2011-01-07,24794,855
79563,7783954402,1970,307,322,CAD,2007-03-14,55600,397
81833,7270685041,1970,409,997,ISK,2020-06-30,5224,484
85883,197448698,1995,357,171,NOK,2009-03-02,9436,555
70906,7248559997,1984,421,133,EUR,2006-04-29,35956,550
1105,3681693227,2021,261,840,FKP,2000-01-07,51183,544
18299,5364388610,1972,537,409,XPF,2010-05-31,68499,594
44987,1195849931,2009,761,492,CNY,2005-03-21,96634,249
126,2745666655,2007,205,729,SZL,2006-10-24,77583,141
19869,1288411672,2007,974,971,DZD,2021-01-27,44089,946
8,9970503668,1975,121,389,CRC,2009-12-09,40205,64
65656,6161898163,2010,559,890,EGP,2022-09-18,18041,418
79013,9605781935,1984,857,674,NGN,2022-03-31,86718,770
22057,4383485182,2022,520,881,COP,2018-09-28,1444,814
49840,5657823449,2006,214,369,GYD,2006-01-01,2663,712
47772,3265039707,1988,800,123,AZN,2010-01-13,4475,65
90017,7916600574,1973,125,954,NOK,2001-01-11,38361,335
51668,8143105051,2001,282,173,IQD,2016-11-02,63192,67
13452,3104989035,1981,993,467,BOB,2001-10-06,17422,591
77807,4256428800,1971,122,483,NPR,2002-10-12,10065,168
66767,2038343663,2007,296,469,SZL,2002-02-26,59440,487
8759,4652968778,2024,725,218,XPF,2021-07-06,54692,117
30524,645450210,2010,707,797,MNT,2007-07-30,8596,185
70245,622760890,2019,924,698,HRK,2003-06-22,62648,274
