CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,Vendor,ClearingDoc,ClearingDate,AllocationNo
38910,8811704106,2013,304,4zW6,43oQ,5537,3099zqdPc2,2018-07-13,7747ysdpg4
38910,8811704106,2013,329,4NO7,16xq,2994,1105jJiyG0,2002-11-07,5590YuRIN3
32510,2979298912,1992,432,3XQ7,29xf,29319,4599HrHdS9,1980-12-08,8139whMgF2
46844,1003623392,1987,537,8qJ5,08tq,95266,7363KUanp6,2013-03-27,7643UkvfS6
83774,8676430768,2001,571,6iU5,30Xn,63551,0544jhwQQ8,2021-04-22,6678ldBoG6
83774,8676430768,2001,40,2yR5,02QW,55888,6681pYXgA5,2016-12-12,7938zzgGf8
83774,8676430768,2001,727,6cg9,16Mk,3676,2748XrGQo6,2016-03-11,1631EMsVi5
80695,2342194157,1972,399,9Ku4,79Sv,80237,2952KfzBX3,1973-11-24,2207ooxJF1
80695,2342194157,1972,560,7AN0,81xa,10326,8433YigFD4,2008-09-05,8684gmwpJ6
62594,5677134779,2014,528,4KI5,65uy,87398,0577TBtlU2,1981-06-02,9660JGBUo9
62594,5677134779,2014,705,6jP4,94ss,67731,2407CdtQV2,2020-12-11,4748NZnkc5
60165,5594421369,2012,638,7NE1,23Mx,22975,8891ZUAyp4,1976-12-26,6793DKLPA8
60165,5594421369,2012,431,8Wa7,18El,54390,0596olsdY4,2023-04-27,7891NFHPg4
13983,1089495311,2003,891,6oz3,83CN,20373,9416dsZWD7,2021-01-18,6664lMTXl1
48343,6999712989,2016,159,7XA0,50KS,15831,2628BPNvb5,1973-04-14,0489WyQmk3
72899,4406788891,2009,222,7rP0,49vp,75230,2109MrVkq4,1984-06-24,5963iVBBS2
72899,4406788891,2009,356,3JF9,70VG,47821,7520ZeYWG4,2001-06-30,6825HrXYB1
32999,6161474412,1971,969,3im0,74al,22691,6006aaeYI3,2007-05-06,3098IuEZp2
32999,6161474412,1971,278,0Tu8,95yO,7154,3227jWZuE4,1971-04-19,9940bTcSS4
10367,8182483698,1989,94,7ZZ6,29cN,91196,9379ThKoH7,2016-01-12,4434uPtej4
10367,8182483698,1989,948,7Ym8,34HC,62797,0392loOco2,1997-01-30,1171qNgND6
10367,8182483698,1989,655,3cz7,20jB,69879,0513nmoCb7,1996-12-08,2532aAIzv8
88929,4425196565,1976,891,2CA5,05WP,32574,4028hxfpw2,2008-07-22,0162rSfpQ5
88929,4425196565,1976,947,7LV6,03wO,9507,5486kOSdP6,2013-12-23,9895ztXIn6
39568,9430986978,1978,490,6cx7,65SZ,48013,7430SnPNw2,1997-02-13,4241ubSxj3
90340,4441034205,1992,3,5aB4,21rC,61926,7048rrXGv3,1980-09-05,7004NxXoz3
90340,4441034205,1992,533,5Ud0,32ad,91227,0263YIeqq7,2011-04-11,8326drSsm6
53429,425470004,2022,799,7xV3,79gp,64313,6809RkyPY5,2009-10-25,2716cnIgE0
53429,425470004,2022,731,9KD4,23JM,76039,4317ERIXs2,1992-11-02,0782BJJzB5
53429,425470004,2022,542,3LX1,37cr,41839,3975lUWTy6,1990-01-19,3819biwwf4
60818,6085782524,2008,253,6AE4,60Gb,55760,6015gCxwS4,1974-01-24,4124LwfjZ6
60818,6085782524,2008,209,8wA6,77cH,57035,0623tjgRy5,1973-11-29,1309MeSon2
60818,6085782524,2008,758,6iK9,24br,4205,3064rVflk0,2002-10-16,5053grPnr2
57119,4012609003,1981,821,7bZ9,20Bs,78322,8528FDwNl5,2015-11-07,7875hzavK4
45933,7303783972,1973,57,9qS1,43DK,27154,3377HAyTQ2,2008-04-11,8485MjIEY6
45933,7303783972,1973,670,2pY2,34yl,25491,7608DhYqi4,1984-05-10,9725eJTIS6
45933,7303783972,1973,853,5PA7,56VU,97863,9292aXwlY6,2006-01-27,2612yagae7
12671,1753512473,2008,647,8vl1,65LA,67352,9824YSiMr2,2003-09-02,8047eOQqm9
48948,6317644588,2024,996,8rP9,27bn,93054,1793TELnK1,2016-08-18,1448ifpUo7
48948,6317644588,2024,867,2ZS1,75jK,1392,0178eruhf8,2020-08-02,0357Nkypu9
48948,6317644588,2024,318,4Eu1,20vP,42482,0683rWYSz8,2008-12-27,8258GJXKA2
44470,8843038735,2011,499,5xL1,31DJ,71676,9113kEKvd4,1983-01-07,0624ZmViZ5
44470,8843038735,2011,470,4aq6,83aH,89496,6901QfPiO7,2018-12-03,4819lSQDs9
44470,8843038735,2011,751,5Yl0,09nX,280,6610ocmxk8,2002-05-12,5642SbMiB2
11134,121206070,2008,534,7NX7,75bl,82511,0412yoUXV3,2016-02-13,6867xPvBu4
11134,121206070,2008,707,1Zp9,52ib,97312,5530BYoSN9,1980-02-22,0779qwZEl0
11134,121206070,2008,232,1ku1,91rh,18908,9275GDdXS1,2008-02-18,6528BCLUa5
21987,2004140739,1999,612,2XJ3,45zH,23685,1048dNitg0,2004-05-17,0295ttWvu5
21987,2004140739,1999,777,6fl2,16qY,56024,1793geROQ6,1997-05-09,3063JfVLn1
43329,7042745720,2013,699,9ba1,37Zy,45386,0425BAymk4,2023-11-17,7689YjRes8
43329,7042745720,2013,562,5EX4,82Of,28507,7311bqSlB6,2005-08-10,0801xgTpL4
22152,4697203966,1971,302,7kT9,34Ka,22894,3393VZIUn2,2019-08-04,0766JamZj5
56983,3183508016,1981,840,1Sq8,91OA,55763,1796yZhSn5,2017-01-13,7420AcoEU9
56983,3183508016,1981,151,2RG4,26xt,28037,7881kicBE8,2010-07-25,4056BiTqL1
56983,3183508016,1981,238,2WY3,43qj,36999,0577hcAQD3,1986-07-19,7626QIKPS3
12287,529963333,1995,524,0YW7,52Yh,69895,9849LlFUz8,1990-05-27,3526wRIEy2
12287,529963333,1995,563,3NP7,02Fn,73363,9644xLOvg2,1972-06-20,0852SxtcE1
15784,1926162692,2006,694,1Bi3,49jD,52917,6916EtujC6,2002-01-30,7063ILiKK8
36020,4980113551,2010,650,5bc9,65Xo,19403,9486ZBTBR1,2014-04-13,5734gKZpW3
36020,4980113551,2010,288,4mM8,92SY,66296,5287AhXvj1,2012-12-01,3400oGicc7
36020,4980113551,2010,962,2ob8,01mX,37704,0435UMlzV0,2010-10-02,4557KABVB4
92788,7575968237,1987,148,0EC3,92Hb,25524,8414YYpnI2,1977-09-09,5094ONggD7
92788,7575968237,1987,687,9lV7,33fa,2629,7176IvGgN9,1983-05-02,3336BvIQQ8
92788,7575968237,1987,579,4UJ7,07Od,24797,1448uPbwJ4,2010-06-28,7289ldcFS8
22768,9639726743,1988,732,3MQ5,75bM,24794,1355cwfaE6,1985-02-07,6951PvdJb5
22768,9639726743,1988,407,0Co3,05DB,8278,2142dNGpq6,1981-03-29,0333miYaA3
22768,9639726743,1988,132,1hr8,25uC,83738,7361wJZiz4,1997-04-23,3941Uqumm6
1056,347980342,2022,791,4FT0,49uZ,75373,4402fXrtM1,1981-11-28,0428RiinB8
71916,7151507400,1980,382,4sL1,64pS,11202,3118woMgL5,1996-02-06,9147oNJBS9
71916,7151507400,1980,523,1ur8,51Pf,80828,9620ENJSb4,1999-05-09,5561pIoGV7
56759,3294727359,1980,437,8xS2,61xw,46508,2610ZDdcJ9,2005-02-15,8155vIMJl1
60364,1548016236,2013,984,5dR3,99tU,94379,1056kRxgy6,1980-02-16,7107ztdkn8
60364,1548016236,2013,963,4WD0,94dn,92811,1466tdfHc4,2005-07-27,7434RwHqT1
60364,1548016236,2013,917,1Gx9,94yc,15726,4893OeJFU0,2014-02-27,6679GnhFi4
696,3783394637,2018,66,3Ly4,37RL,84837,9779onkJF5,2016-07-23,8916myhtA1
50679,5509021511,1980,551,7qj2,06ig,52195,0818jIuwQ7,1996-09-24,5337MwdUH9
50679,5509021511,1980,372,0or8,48kr,24728,0841bXQaB2,1975-02-18,4888SCBDf6
52213,1008261124,1981,153,7Zq9,10UA,747,8121vhEDr1,2006-12-31,0233Tqztm6
64946,832463084,2016,21,0sa9,75yD,64446,1042QlObf2,1986-10-30,9975TkThr9
64946,832463084,2016,770,4qN5,83Yl,88608,8544zIAUT9,1982-04-13,7724bdUMJ0
33840,7255775850,1992,128,3bs4,91xz,68986,3210uqSCK8,2011-07-09,5197mEKdH4
48457,9626028067,1973,764,8Zv2,19hJ,7554,9087bdpGC3,1979-07-29,3299JezUO2
82849,1326117255,2021,852,4Bc0,23wt,60438,7560uIWdz2,1988-01-26,6158jTgyu5
88090,5699731883,1998,746,1Zm7,48HM,26627,8794xlgbl6,1974-08-22,4247luxLP1
88090,5699731883,1998,249,1cr7,95bE,86511,3981CpErG8,1977-11-12,9809ScQKz3
88090,5699731883,1998,247,0OD9,43Ez,30932,8922UtmEn3,1978-01-21,5992zJVSQ3
26855,1727882381,2022,259,1DX7,20in,78643,3159iklOF9,1993-08-26,5036ktPPQ1
98774,607875591,1981,670,7Lm7,62UE,40319,7611VUufj1,1984-12-18,5976agKRP1
88579,7500641896,1972,88,4BS7,49jh,32801,9588bmHli4,2023-08-29,2923ysgmb6
86974,1797976840,2009,280,5PD4,90Kz,59751,5149cxIQY6,1983-09-05,8443UmZXD5
55593,6475335747,2016,328,3UE5,55dW,12872,0518rmKgk7,1992-09-05,2051RgqFv3
9947,3257459129,1994,203,4DP2,71NH,84581,8371TOjlM4,1971-04-16,7589gEyCk9
9947,3257459129,1994,337,0tm0,72Aq,20547,9329hKxIB1,1979-06-12,2823Egdec8
87914,1218088093,2013,361,7AW5,78gh,47289,6836RuUJv4,2023-07-07,6305sCBVG8
87914,1218088093,2013,399,5Wn0,97Ee,40944,4609NyTUx4,2004-05-22,0536aPzfE7
3986,143153469,2005,846,1va7,01SF,68480,4681dkkuE8,1985-11-29,5058bedwM5
16313,7599650844,2004,565,5sd9,36Xq,36997,6710aysSu7,1985-01-08,0007DDaWB8
16313,7599650844,2004,760,5SV4,74UI,74637,8803SAOCS8,2004-01-26,2265UVmuV8
16313,7599650844,2004,519,6zg2,15TS,98919,9675fCBrC2,1997-06-04,4983xNJuU4
71977,3292602968,1981,987,7rW8,46Nd,98130,4425cryJe0,2016-12-14,1852hLSUd5
42550,9837827828,1987,576,4dX8,02RH,45201,4819AgUJe0,1998-03-25,8108Lupby9
24947,4894043656,2004,797,7pa2,42Sv,9666,4116kClrN9,1994-07-19,7274xhjRR0
24947,4894043656,2004,122,2Ek8,28LK,93103,6826LfCeN6,2008-05-31,0042ajEKm5
24947,4894043656,2004,285,0Cc4,41eH,28553,1309iLQzE5,1995-08-21,6838tRmMR4
75481,5172698811,2022,656,4FG2,23bG,46903,6594yaAUG7,1979-02-08,4815TnUhA9
75481,5172698811,2022,999,7kz7,09Kv,66827,1979uiTdE3,1981-01-22,1514MKvKD7
77540,289360982,1977,437,2ps0,37Kr,87262,2867IlLCT6,1980-08-18,8587xbxEH8
77540,289360982,1977,561,4TX8,38DJ,44502,7085mpieO8,2010-03-19,8787aAlBo2
77540,289360982,1977,408,9hb0,06PX,92917,6307UkBnR8,1981-07-02,9754jFWHZ0
88771,7652818750,2006,779,0xS0,90Js,40728,9533tsFpK3,2020-10-22,0138SseIA7
45161,5195231181,1985,572,0ba6,33Gf,46912,2392idBgD6,2005-01-21,0264cOgTw0
45161,5195231181,1985,983,1Wi3,08Vm,2309,1040NsiqX0,1974-08-11,5101eSbzy8
45161,5195231181,1985,755,6Ym5,55jH,87517,0968ZIpJU3,2020-07-24,8565rfBrJ9
2656,2008290971,2006,574,8nj0,82fh,24263,3074wOaUO7,1984-05-10,7526wilIL9
33998,283302439,1989,965,0iC4,85WD,3646,5543dXdGT2,2010-02-14,4690SnMFP3
33998,283302439,1989,958,4sZ1,06SH,74160,0221iwXvk1,2006-07-20,6850FGwqg9
54411,2625307660,2021,769,5IU3,57Cs,27455,3636xQoht9,2010-08-02,7002qVzFW8
54411,2625307660,2021,949,9lB0,12TA,6209,7580OxQOW6,2007-05-17,5535xoPwV0
54411,2625307660,2021,189,2dg0,11Zy,35006,1390auDAm0,1971-02-27,2271qVviT1
96646,3013056703,1996,465,9gc4,55qd,73425,3560eUcIM1,1975-08-15,5392EqiPs5
96646,3013056703,1996,869,3Au1,68LU,76176,2046KgToT6,1975-02-20,8665Bvudz1
96646,3013056703,1996,276,8Xj2,62yQ,36059,0514nUyVp4,2003-03-16,0888LJqtA8
13208,3108299360,2024,959,0sm4,67bB,41642,9515RCIrV4,2010-02-17,5252FFZdE0
40556,1772624316,2003,107,2Op0,59Ak,68331,0226BvAym5,1988-06-18,9721YvfKd3
20182,3367748830,2012,150,5oZ4,90Bs,38382,7579oXSfI8,2002-08-19,5321GKuZP2
20182,3367748830,2012,745,1AC6,83EH,27379,6630naAvr0,1987-06-10,7110uzzgf9
20182,3367748830,2012,388,7qv5,99FR,36089,1318JtILy8,1973-01-18,6150IbhcE5
95519,5149230006,2017,491,0UY7,34BT,17175,1528sMjdU6,1988-12-18,7510QkPym6
95519,5149230006,2017,532,1OW3,47TE,72398,9445NpXTD9,1974-12-31,1742EElsj7
95519,5149230006,2017,868,5yf2,44Qg,21825,2111diQXz8,2015-07-15,5755OUZFY4
71238,3365888739,2009,784,7UE8,30nB,50498,7868MpVnY2,2011-03-21,0671KVXUp1
71238,3365888739,2009,619,0Wu3,63lT,64563,8475twURC4,1984-06-03,3997OAnJv9
26940,3051571844,1979,159,1aA0,56Re,51456,6335WmMcb8,1978-02-26,0169UwHTa7
26940,3051571844,1979,333,1KM8,87yg,18281,0576XbTvT0,1992-05-02,4529UaUWl5
23066,6615729600,2008,558,3EE7,83uM,15099,8671CBcol8,1980-10-28,8360WQQWM9
23066,6615729600,2008,171,5CR8,11fi,50837,3200jdhRB9,2002-05-17,5005uyMqJ8
17342,2042025538,2011,668,8yv6,15El,18040,6773LMJQC2,2009-03-29,8349RlvNR0
17342,2042025538,2011,561,0Jh5,83gt,75037,2168mfNPb9,2001-03-20,2182ZqVGh4
93005,6999893035,2013,497,5fV1,80Se,76675,4986DPxDX1,2022-10-29,1584CTrze4
93005,6999893035,2013,452,4lo0,12Md,85054,1275Qmcoy7,2018-06-03,5909IkisG8
93005,6999893035,2013,725,2qR0,86cV,71937,6659JIbld3,2005-04-14,5826OuEkE1
97419,9542286145,2000,446,4ox6,38em,61652,7510NTwfI3,1984-06-05,7724pvtar4
93566,5978092418,2022,300,1WP8,90AU,82710,8597symqC7,2018-06-07,1905mDQXA7
93566,5978092418,2022,168,4li5,06Tm,96270,2489jXKdI1,1990-11-03,7576hQPwX2
26396,4244986702,2009,686,4Kp2,31Kv,70373,9724Qtukd3,1971-10-07,0657sULjB4
26396,4244986702,2009,82,3nR5,20SE,47554,9533hAOvO0,1979-05-26,8028eUlOv4
45457,5332658299,1986,119,9cb0,82iZ,70062,3368hYJoi1,2023-03-23,1157YEmlU4
45457,5332658299,1986,383,1tD4,94Vt,17917,0473aCWdG8,1975-12-26,1147ZGpoy9
18216,8373743143,1971,595,2EQ8,22JO,27777,8114cSLdS1,1978-10-21,8902feIqr1
42449,3642660229,1973,401,2CT5,91yX,4175,8722LMTzC2,1980-12-23,8459VYvwy8
42449,3642660229,1973,536,7HX8,76VA,82736,4725bKguZ3,1978-04-06,8277livPa2
42449,3642660229,1973,799,4rT3,38bM,36623,2353PgpYf5,2000-06-01,5481srrVp1
22839,1594245082,2006,911,9Pe5,39EE,5638,2591iDdBO7,1999-06-19,2870NYNIn9
72199,5591408695,1971,563,8XI0,07IL,57254,1059XHdqo0,2006-12-30,3442pRGPR7
72199,5591408695,1971,727,1FU0,03iZ,71632,4911KRKuu9,1978-06-03,9693pcuEc7
72199,5591408695,1971,101,8AN0,97eR,34606,5277ynRAj7,1978-11-11,5953hgENw0
50307,6577068741,1992,592,7El8,00AB,97629,0909EJRiK9,2005-08-10,1783Aqnfc0
73432,8677505148,2015,320,7yh7,85xd,97565,8085HxyzS0,2019-09-23,7890ghOsN1
73432,8677505148,2015,851,4Tm9,54YZ,11638,8538KHWTH0,2017-12-26,0965QPJHr8
73432,8677505148,2015,13,2Dq8,18tv,63747,4413KtXpZ2,2013-08-23,8105vAhpj0
35712,8776308087,2015,77,4PJ1,63hX,41240,9127HGyCb8,1986-04-07,6837iBRZY9
75012,6769618383,1998,769,5Fo3,14uP,54200,2643uNNsS0,2014-11-24,5465IFUot6
38861,3986800974,2002,500,0ut1,17Aw,83051,5892ZVylB6,2004-02-12,0714HWWMk5
81170,1202694986,1985,413,6iA5,74Du,54461,3551pzWXj9,1992-10-01,1228fotgX4
81170,1202694986,1985,995,2Um2,49jf,96837,4208pOfQp2,1983-06-03,5079xtloU5
35494,8999259045,2021,260,2YW4,36md,17869,6392asomJ1,1993-11-21,9099wlhjS3
35494,8999259045,2021,85,2BK9,12zP,43757,2179GuOpr6,1986-02-10,9193huAMi4
35494,8999259045,2021,814,8dN5,82pH,90300,9055xJMUu7,2006-04-17,9285TVMwZ9
93040,7398230012,1997,288,9Ir8,11zq,82836,4986ReFdz7,2018-12-14,2743hJkbp2
93040,7398230012,1997,574,8zF8,28cH,76480,8953cYvRF7,1973-09-29,2153SdLNF6
8942,1002866077,2017,566,9HP7,88rA,74049,4736aWOkH8,1989-04-03,8668ZOLhR1
8942,1002866077,2017,481,8is4,51kk,68592,5788tWOJs4,2023-10-25,1666DIzJl6
89554,3738420317,2008,361,5di9,17sV,99353,0496QqPYz6,1981-12-13,4251QFQxm6
89554,3738420317,2008,6,4Sp1,57Zr,98530,7952VMnAP7,2000-10-29,3003Xnhte0
89554,3738420317,2008,690,5Zz2,13lO,49880,7597aMeUs6,1986-01-20,4851gTgia5
71064,8637496310,1985,279,1cM1,75nG,70829,4824wyyNb7,1974-08-04,3200QYwxT6
66711,8029677596,1986,572,6LJ6,36Mn,27974,7414Xnukj6,1996-03-25,0464tGLnr7
25272,6267833635,1970,871,2sb0,01EM,66589,8884mrbcP9,2012-12-28,7691KxVAf5
1513,4453082806,2003,453,0nq7,64WX,36778,7239QJmCV9,1978-02-18,3466DwmBi5
1513,4453082806,2003,330,2IA8,13BG,11800,2228shrNt6,1971-09-12,6974ZtmpS4
1513,4453082806,2003,205,1kU2,03Sm,96725,8580drMSI3,1974-09-10,4302qKmXu7
82307,4567652583,2017,100,9zf2,55tn,98404,9984lmukV7,1991-02-27,5323PYPZa4
14616,7155070985,1990,354,3yB0,41PE,8692,0908dIokm0,1979-05-12,4375mnDGN7
14616,7155070985,1990,395,4pV9,54gS,7186,2498BBuTE7,1985-03-25,3947fidoN3
14616,7155070985,1990,403,9In0,08pb,23099,0147hdEdB9,2009-10-23,3691RwcGH5
11564,7586233112,1983,633,9HY5,41Rj,97034,6795nvEIM8,2017-12-29,9057YELPn6
11564,7586233112,1983,156,0lZ4,42jV,23107,9449jeqwA8,1986-05-21,9609nfZAY3
24405,7444550880,2009,270,7zd9,59uA,89529,6093aeyGx1,1985-04-09,4660JERSD4
64596,7546552303,2015,444,8Tl1,96LR,17266,9706RxhPW4,2014-07-11,0717IZhlV2
64596,7546552303,2015,305,5wa4,97QJ,11483,8304zTNVg7,2009-06-24,3593xizTn1
64596,7546552303,2015,207,6rh0,57iD,29874,7116RTwRF0,1979-08-30,7174ReOUy6
56931,6611058461,2019,478,0OR2,39Dn,29261,3518SMVdO4,1972-12-27,7225ziMvB7
71844,4828637249,1987,558,6Jo9,99FJ,22567,7914FpBkZ9,1992-11-05,8722cRQFk2
71844,4828637249,1987,518,4ej5,99jW,84776,3646xCFJv4,1980-08-19,6234YPgNB5
71844,4828637249,1987,706,6dS1,57jF,16771,4136SPCqV0,2008-02-20,3974Fzoth0
14365,6996325042,1989,829,3TZ6,25PE,49620,4181PyqGI5,1975-09-03,8412AWYnc6
14365,6996325042,1989,972,2oh5,34yp,92646,1702nDNae4,1992-12-12,5494uoGlr9
22481,4738215081,1972,191,6FU0,73aD,34217,6860NVlOq5,2017-03-12,5956GMjFc9
22481,4738215081,1972,837,5fE3,49sF,78475,2319eXsuy4,2002-09-27,3158TSoNj4
22481,4738215081,1972,978,5Xv0,55kI,29771,3220pvFka4,1977-11-14,3061SzcaN2
59649,384946132,1989,802,1Ms0,29WY,63551,7498vXNpU5,1991-04-15,7105YZYUc0
45844,2931545820,2010,971,6wJ0,17dr,27837,3596AZCeO9,1991-10-22,4430msZNA7
47260,5502257728,1997,747,2uK1,00Qu,5730,9229HoSjO5,2004-03-14,8101zapmv3
80314,4186416916,2005,107,6gC2,88fl,72316,2405kIYag3,2002-04-08,7994iURdX1
80314,4186416916,2005,916,3Jg9,55lc,8284,0455mjUZg4,2023-05-30,7640PAesF3
80851,9460795215,1999,749,9en4,70EN,45448,5622sJKRc2,2001-12-01,1208xliUA0
80851,9460795215,1999,320,8SP7,89ah,44247,5348VDJMC8,1999-04-08,0775PFYxv5
10860,5584829137,2001,89,2Bx4,44Bj,5471,0078otegW7,1980-05-18,6000mkuiL8
4106,5406508483,2006,759,7Lz1,34Pu,31653,2893mHfpt4,2005-04-26,3301FXSzy9
20470,1815938871,2010,10,0uT2,05Ix,27229,4636EmdrP6,1999-06-28,4499WBNnT6
20470,1815938871,2010,404,9Zj0,50bW,73941,8248cDeDO0,2010-01-08,6957QVhoh0
20470,1815938871,2010,721,8Uh8,92hF,1447,4053uqejZ4,2021-05-23,8550HCoSK1
55564,5296769535,1974,109,3wO3,56Pe,9193,1159JqnUB1,1970-10-22,6871ZLQKm5
55564,5296769535,1974,255,5yw4,93xc,44499,1619yOJvY8,2022-01-02,1698NRUNq8
19966,6336387516,1991,602,0hu8,36CN,38361,4745LicyA2,2002-06-02,4525pwynZ4
19966,6336387516,1991,567,5ty3,15jp,9373,0005unjGf6,1981-04-24,9671jyGZI6
19966,6336387516,1991,611,8nV4,15NG,56272,6920AcKsA7,1985-07-08,6154EXrNm6
70576,8010932043,1990,604,5Bu6,48Dh,38559,9330hBorO0,1998-06-29,6984fFlFM8
70576,8010932043,1990,90,3Hr1,22Ur,97155,7764FPppy0,1990-06-23,6927rUSSL9
20003,5507415588,2022,978,6Qx2,12ww,45167,6172zkeWz8,1983-07-25,3780IQJdl3
20003,5507415588,2022,587,5Ny7,65nS,78825,9497YExce7,2002-01-30,7014FCcLw8
20003,5507415588,2022,765,9lm9,19iA,86469,1172NivvY6,2018-08-16,3627crCXP2
55951,9494441874,1979,32,3PR0,72Wz,39714,3408vdYGt3,1986-11-12,1615tOPHb0
69329,7129976360,2010,169,0AU1,79JB,88036,7344iRpmj1,1971-09-29,4505LKBfK3
92687,5542074987,2022,408,7Ff6,01bc,70880,8600YeuGN0,2020-07-04,2259joqEr4
92687,5542074987,2022,484,7JQ9,82Qe,2888,2406YDEVK6,1974-08-25,4253vxBzk9
37313,3066913827,1976,685,7lQ2,29TR,85120,3908TIrpo1,2002-05-01,7860TGfEr5
37313,3066913827,1976,719,4xA1,84yf,74539,1134UpDTb8,2013-01-31,2454fSMfn3
33600,4540616714,1994,970,0WV0,33do,84859,6056RHMKS9,2023-09-08,5384ywmuw5
33600,4540616714,1994,43,5ZK0,18vg,99138,5524CAWir1,1984-06-27,8011BeqLe7
33600,4540616714,1994,172,7IJ1,38gg,2334,1610htFMb2,1992-02-07,1587ejNgi2
39750,8179483634,1975,417,5Xf2,59os,50099,6395LiTuK2,2019-02-12,8680wLRWV9
88124,3853503430,1986,74,9RA7,74mN,87738,1106fZoGo7,2005-09-17,9016KIHBF3
88124,3853503430,1986,983,0RZ4,62Gz,27809,8252ylxhK2,1998-04-03,0862YBlXF9
47685,5350087683,1992,335,3jc2,04Qy,86955,2196rQHVn0,2002-05-04,7756nQvpo5
47685,5350087683,1992,944,0Rn5,07Wv,96634,2047YaTgT2,1973-09-25,0945vxkgG5
47685,5350087683,1992,230,4KK5,43Sb,37413,6472TFZeO1,2009-03-14,3418kkJlo1
53463,4057064602,1986,7,0vK5,87JY,55523,2813ttJNm1,1974-10-04,1012aIJiK8
53322,8252366778,2008,109,6Or4,75xJ,63900,8372ikVYH3,2006-10-21,5278BZoyn7
53322,8252366778,2008,415,8FU9,50dD,25886,2607QOsJS5,1973-11-29,3689tIcsc8
53322,8252366778,2008,205,6uE0,67Su,23974,8955zQKBW2,1970-06-18,3288zSxzd7
71120,2301163213,1985,52,2FO6,52Px,48582,1156GRsrm1,1982-09-14,3780hGbBw5
71120,2301163213,1985,378,1KL7,73hU,76568,0679GlzAF7,1996-11-13,8458dmemP6
96864,977658890,1988,176,1ll6,78wU,67238,7894NMzoN3,1981-12-19,8870QVGjP6
96864,977658890,1988,665,2lm8,42ry,35877,4284lCOCg9,2020-10-31,6117mHUOn8
96864,977658890,1988,170,4eb0,96MF,46823,9077gjOGK4,1974-09-04,8823yCALx0
25381,6614303695,1973,979,0Zq8,49RI,59659,8500fVRJh1,2021-08-12,0409YQPSz3
25381,6614303695,1973,462,9BK7,98Mx,367,7099scUGU1,1997-04-22,6878voysm8
88639,2388832267,2021,246,9Ac3,04xa,57180,6594IvRyK3,1996-08-07,9016pxgYT3
56611,7212620092,2005,614,4Yo7,82AM,37223,4698dRmhI2,2001-12-03,6696NAvuR3
14433,8127099334,1972,904,2zL2,87Jc,1427,9702WyrpN3,1992-07-12,4464KFZJC9
77230,6418503252,2007,88,3pT3,91vy,54211,7189LJRpR9,1973-06-13,5962WYSMi4
77230,6418503252,2007,332,7jI5,04nj,36171,3200nCktZ3,1991-11-21,6532SRAEe7
77230,6418503252,2007,671,0dY7,83cA,76543,8709cqzCW5,1985-05-29,0022cXXVT4
18512,3043347869,2000,977,7Ah2,70dM,27254,5005tFGlu6,1979-01-24,6662kVmXm3
18512,3043347869,2000,286,9VJ3,98Io,46727,7432AKrcc6,1994-06-10,0945dXziH4
9266,9069757559,1985,110,1mi1,43iG,52876,6603Qjtnh9,2003-11-30,2924UpHzO6
37637,2165652037,1976,534,3Nt6,14qC,88026,6462rvQMV4,2019-06-04,7695HcCAz7
8381,2308606704,1992,489,9su1,49nD,23744,2520myZQS3,2023-11-09,1348EixRe1
8381,2308606704,1992,196,5Tv5,10BS,92272,7604KluYw5,1979-07-19,6582Ffcvs5
8381,2308606704,1992,662,8kL6,50ig,70787,9587ullWM2,1970-07-17,0769vpCaP2
84522,2799932984,1996,753,6Xi1,49aO,90480,2874XdsCq7,2001-01-31,9872eiOKE9
84522,2799932984,1996,172,9bw6,58oW,25683,2986SwsxD3,1995-09-09,3270dUnYZ1
84522,2799932984,1996,204,4lW5,88XH,28271,0685PHhhx5,1980-05-12,2715cqhWu8
24942,1652171046,1977,360,1Lg8,49qV,46422,5804XvBoW2,1984-07-05,1428VijGJ9
24942,1652171046,1977,410,6lD4,39xd,85387,6877MbvVx9,2014-05-23,2473wFKqZ2
76177,271844963,1987,551,2SQ9,11KD,17812,1951HDAix9,1970-03-28,5552fjlTE6
73426,3274472261,2003,569,1dY0,28NZ,70091,1058Feoqm0,1995-09-25,5861xXfOS3
73426,3274472261,2003,845,0dQ6,23LB,1663,7081InEZy7,1971-11-07,2357gTNFq6
73426,3274472261,2003,233,1Pj4,72Lu,2634,0459ukjgz5,2016-01-12,3169IBOFD9
55401,4615238833,1971,255,8Ns8,26nA,48259,8522MmjQF4,1980-03-15,6621oSUEJ5
55401,4615238833,1971,915,7gw8,02tv,92452,1443dMwCp3,1975-01-22,4954brLeO4
55401,4615238833,1971,19,8gA3,45MS,6955,0090wzNRB4,1985-07-07,8112ZkWiX8
51928,6445319866,1990,723,7Cn8,98Qj,51255,8854CRGTm7,2001-12-06,9773SliOl8
1925,6095198520,2018,531,6YZ8,98Oj,9182,7932qSShl5,2005-03-27,9985wmAhw6
1925,6095198520,2018,703,4EB6,25bT,52721,9975TXTIZ6,2001-10-13,6954xPbwh6
76583,5306313250,1990,824,7iI8,61JM,42215,7761YrsId0,2002-10-11,5525xxvXX1
53344,4285518015,2024,364,3mw6,24Nt,78503,2063ieoaK0,2021-09-06,5764xvZCz7
