CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,CustomerNo,ClearingDoc,ClearingDate,AllocationNo
30414,3521112164,1979,51,3aC9,65ZX,65028,7944GJIIu0,1981-06-07,1679ogxWo5
16123,2478484082,2017,642,7gx5,32Jl,21287,6721zbHev2,2004-10-19,3815LPBJB4
16123,2478484082,2017,39,5aO3,84IO,82755,0871AcQcl7,1980-07-26,5168DULYs8
23591,8911059287,2001,348,4cA8,60hH,10876,4010dNsZt5,2001-06-29,3654GBQmi1
23591,8911059287,2001,205,3Yc0,65sm,21892,1472eybNx8,1974-10-10,6142BiIsV6
17889,4879058057,2023,86,1RI5,57Ew,84100,9582XPvuy9,1989-01-17,9392beuxt5
17889,4879058057,2023,784,8ck4,46JT,48366,6295SFBGv4,1992-02-22,9826cwnFO5
7602,9714422680,2001,311,6tk3,09bL,63097,7599nhakA6,1977-07-04,7844kTrmC0
7602,9714422680,2001,262,3Yy9,67bp,83423,4964tyKMf0,2010-09-04,6733lcSdc6
7602,9714422680,2001,345,0mo2,09Ns,65801,3143JCeBZ4,2018-06-20,5830SMCib0
32055,8176056181,1998,532,9PB3,34ph,71514,2500xUEUg9,1971-06-05,1670OLkGA4
32055,8176056181,1998,749,5ub9,20to,82482,4849DvQnf6,2024-03-05,3155CaGsj0
28286,280735955,2014,694,4jD6,01VM,8173,7131vHZPF9,1999-05-29,8140nOLfT1
30157,157892978,1990,203,8Ve2,72LU,65400,0541zqSnm8,1985-05-16,8781AZiGU1
30157,157892978,1990,90,8Uw1,84aU,8339,2031eQaXT0,2002-02-20,9771EQorI9
30157,157892978,1990,237,1bU0,70Cb,20801,4013GnOyG4,2018-09-21,8048mFFQj3
68183,4169906556,2009,370,6Ae9,17qZ,79224,7144ACbLH0,1985-04-08,7240Arkfr8
68183,4169906556,2009,602,3aL4,87sC,40168,0187AiIAa8,2020-08-01,8518zuPyI5
86129,4886412426,2005,17,6LJ2,86wH,68364,4396VFkaB4,1996-05-07,5407VQrXe2
86129,4886412426,2005,847,8mB4,48SF,45588,1422mMLvz3,1970-08-20,9927artIf3
86129,4886412426,2005,513,7QZ5,84RH,64197,5462JrIWz1,1979-12-07,9441SoYVI6
99620,1523345917,1996,413,2UD8,77Ls,220,4211ckaIR9,1995-05-02,7839BpdCo9
99620,1523345917,1996,2,1gX8,06tK,21125,6699FCJOS1,2007-04-06,8993uvmqj4
99620,1523345917,1996,496,2zW4,50tQ,26434,7463CHTqJ1,1984-05-28,2668DmxJm8
58449,11951553,2011,764,7cI4,86OM,24742,5363uDEkD7,2018-09-20,0436qntcO4
64490,7909818305,2006,32,9Vs1,88uU,36608,7540lMvXJ5,1995-02-07,5436wAFkb2
64490,7909818305,2006,630,2tL1,50vK,3773,2427tOpRX9,1979-07-22,4160nNQVe4
1861,8188273927,1976,642,9Vg9,83UO,71764,5151OaTtO0,1972-11-12,9663vnfXn3
91699,7484557835,2002,708,3EF7,00mf,57984,0216xmock5,1982-01-18,6677eKtaW9
29075,2624611713,1978,397,1yx4,83ou,29544,5591USjQT8,1998-10-31,4573kZZWV4
29075,2624611713,1978,143,5pM7,82Tf,23834,8337cmGCh7,1983-07-08,5130mTece2
29075,2624611713,1978,763,2Id0,45oD,26592,7926SOkMq7,2023-04-17,7903VmsZE7
77801,5646474281,1997,438,0NR3,74tJ,93347,5657pMQos3,1999-01-25,4567xBPkl6
68972,9676980286,2006,869,9HJ0,29fX,34317,6039yqSsh5,1987-12-16,9188ToXtp7
68972,9676980286,2006,782,9uF5,55cn,24797,4618ZFmTb0,1998-10-19,0347WbkTG5
68972,9676980286,2006,479,0xF7,56Iu,46227,3924VmsDW7,1985-11-21,3379LLIZj9
11499,3240182663,2019,347,7uL8,04hr,67263,0671ZosvF3,1997-03-08,8154ZQPlE6
6234,8150227140,1992,698,0iD1,75em,90014,0527dNxxx5,1974-11-03,1736LaSEr4
34181,9668529157,2017,904,2xe4,93yy,38588,2052GeFki5,1976-02-07,0008LqXAw5
34181,9668529157,2017,968,0se4,86LP,83582,8266gRCtu8,2004-11-10,2149fjHJW2
67833,2786352138,1999,442,9uM3,12hn,46696,7119TLSgA0,2010-03-16,5606bDnNT7
67833,2786352138,1999,454,7Qf4,01Lw,23037,7402yhCyj7,1985-05-30,2045nkfVk0
67833,2786352138,1999,65,3GY9,89mr,23355,9588Frbmt9,1982-12-24,5191mnpSP7
69155,6206057581,1987,118,6Ig8,22cT,8569,5140JUrDf0,1994-03-14,6166zPzzE7
69155,6206057581,1987,239,7zr9,70zX,53149,8484KKmYN1,1996-03-07,5688KPepA9
69155,6206057581,1987,546,3XR9,35Xr,14896,8001VbLBS4,2000-11-24,0289ShrNl4
91213,5312966447,1987,920,0ck2,62eR,69105,2137HmOEA8,1998-02-28,6600hRdiC1
91213,5312966447,1987,119,8uF1,20WV,24029,6188ZLjwl0,1971-02-02,7364SeUQQ0
91213,5312966447,1987,757,7tu1,20RS,14140,4107SXpJU2,1970-10-23,2436YfifO5
40132,6225932083,1981,455,0yX7,55iX,53223,3012RJzti1,2003-06-28,7992adPtJ0
40132,6225932083,1981,182,8pl2,99SK,77203,9813HuGbV9,1988-07-01,2757uvTyc0
82751,8986373616,2019,441,1WN6,12ib,1089,4463ZUUFq2,2011-07-09,4894ZwNTY6
82751,8986373616,2019,537,0Dp5,63uk,75794,5974hkduA7,2022-04-29,4162jlMzO6
82751,8986373616,2019,132,2FI6,91Lm,27321,0759KICBO6,2020-10-02,8893BvMXI1
8942,6060040583,1982,354,9da3,03zM,86982,4743LatfN4,1999-02-12,6650JIiGK7
8942,6060040583,1982,402,0YJ9,91Oo,10555,1677ftLRf7,2015-01-08,8147KWYml7
8942,6060040583,1982,222,6Rs3,02OY,54291,0008gvxlb1,1998-08-22,7868Erxmj1
81726,5623381982,2020,88,5YP1,11LH,37604,9622krXVD4,1995-07-07,4641VSLWG4
73921,423472325,2021,972,7pM7,66Xp,61398,5292mzQvU4,1986-03-16,3478iOcOP5
73921,423472325,2021,868,7np4,43pr,56379,5384VIwNp3,1990-06-02,3247uMcZt7
73921,423472325,2021,757,4jW0,80ib,47786,3040RtgAx3,1985-03-18,4049mdhFk9
79635,1332947222,1973,772,2Pt8,13TC,43933,6867UnGdC4,1994-08-07,3174QcclQ9
79635,1332947222,1973,99,1mT0,03uU,41471,6329FkkwT7,1974-09-24,7250pAmxD9
76376,9274613712,1995,782,1NC8,37cR,2881,3099wLdzQ8,2012-01-17,6957TOKaX5
34639,9789766227,2007,931,3nk2,23uq,97525,4601rmAGO1,2016-08-16,1875PacGc5
87237,7444333786,1971,659,3so6,76Nn,33582,9755slPWW8,1987-01-14,9831QFutG3
55028,1547240338,2004,237,0ra8,14gO,45849,9077DBMnR2,1991-10-17,2189iepTn5
26206,6333366328,2008,443,5zE3,60vn,17698,5336ZUttE1,1996-05-01,5442mDaRb5
47663,4326989645,1983,364,3Nf0,20Ew,38962,2885KUZyz2,1989-01-17,4378wKwrl1
47663,4326989645,1983,29,9BD2,76VA,87730,6032SukyI7,2017-06-20,8391jRGjg2
47663,4326989645,1983,906,6Lv4,52so,78854,8286XBnMu0,1998-05-12,6719nwyaw0
5639,6098884204,2016,171,1cZ8,34OL,11955,0183HcMVp2,2004-10-06,2514akPyu3
5639,6098884204,2016,599,3ee6,59Cv,67907,8364ZzoAs7,2006-06-10,6060jzNdC6
5639,6098884204,2016,415,5ww2,08cZ,81011,4360PAMZO6,1992-08-17,9322LpHSC4
6150,7166153454,2008,957,1Ob0,34Lz,42230,2500uwIhc7,2016-01-25,8159Izztd0
6150,7166153454,2008,521,1MA5,18rn,22140,1013iHTxa8,2022-07-05,6459XTjGI4
6150,7166153454,2008,616,6lB3,94RA,45154,7186uqxSa1,1990-05-10,0392hKMXS1
17445,1859310471,1971,258,6Yo9,10AW,5966,2249isdUK8,1997-07-13,3816lvrhk2
17445,1859310471,1971,551,0Mo9,81Gc,38275,6435Pvxal2,2021-01-08,4345bZcTP8
17445,1859310471,1971,271,7fo1,76FA,81199,0504xWDol9,1981-05-17,2551Pbkfu3
88856,5183786352,1982,203,5Ym7,56Kr,72561,0845FdqvR0,1986-07-07,1202ENCUc5
88856,5183786352,1982,945,7nO4,80KF,55983,4010fwOKg7,1982-11-10,3838eFXMF4
69304,1316116860,1994,707,8Eg7,38cc,23691,1278dcCde9,1980-03-03,8253BlHnT4
69304,1316116860,1994,180,2qK6,68Iw,6446,3277wLIjQ6,2012-04-22,3268aMGOj2
69304,1316116860,1994,189,5uI4,54FO,34457,4733mbwSz8,2007-02-10,5421FlKXR7
6678,2686320769,2018,979,8Ml4,22He,92074,0083KOPIv7,2010-03-24,2287xpMHj5
6678,2686320769,2018,184,4Nq8,13ch,24223,9658yfsNe9,1978-10-31,4576ZRMNb2
6678,2686320769,2018,148,2am6,75DL,21822,5598AcMRt8,1972-11-21,6724oFLzb8
22894,1213675209,2016,222,0gi3,37nc,95850,7292vEAPc2,1975-02-27,1332NILwc6
22894,1213675209,2016,462,2hM9,09iN,67593,1706HRLQb9,1986-07-11,8126mqwNA7
3385,4945116939,1992,988,6wq7,98MF,15931,7930gqrgx8,1996-10-28,5577yAjfv0
3385,4945116939,1992,260,2zC4,49xv,47507,5501VKaIH8,2006-08-16,1318tEpkK3
3385,4945116939,1992,384,9lZ9,71gx,38660,5956hAVxM3,1988-09-24,2065xCHfN0
98390,3167426046,2004,609,8ll3,53Sw,76473,4785KnqBU4,2012-03-30,1858HxNli4
98390,3167426046,2004,154,7iN8,26Er,36747,2276kLoqX2,1973-06-07,7771kvWJX7
98390,3167426046,2004,12,3sM8,54Si,21208,0791fwZAG4,1982-08-12,5294uCDfZ0
88047,2573119554,2009,571,9mJ0,70oL,28555,7758WKYNt8,1980-03-31,7414pcFHx0
88047,2573119554,2009,972,6YM1,36XT,61702,0436OxeJb8,2012-03-26,9681QzljP0
35137,2033792540,1975,343,0de6,76kW,7678,7541evjsp4,1989-10-11,9689rLEEA5
35137,2033792540,1975,566,0hB0,99tY,40622,5792kcKcx5,2006-04-26,1460eWAYS2
35137,2033792540,1975,909,9bZ3,31ve,67363,2278ufusx8,1984-06-13,7207VkxSf8
76076,1061072179,1970,526,3Fn8,48uT,65670,6863vHIHs6,1994-05-23,6423mZgOD2
76076,1061072179,1970,482,4IP7,08VT,33565,4714KlmiD1,2002-10-16,1539uHwbR3
76076,1061072179,1970,57,5ht1,17Oj,95496,6686kGMqw4,1988-07-15,8695ohMWy4
7446,552441067,1972,997,8wU0,86bc,83030,9881IqKUv5,2015-04-21,8101XnnoP8
7446,552441067,1972,850,4RZ9,10kS,40286,8793Xkhxs3,1977-01-11,0324NczZN7
26627,4327307222,2019,399,7UL1,91SA,22869,7441WmGvN3,1995-10-09,9495GxQnn0
10938,3361101139,2005,366,0gJ7,96cN,401,3949lGiNV3,2000-10-08,9874CsAsV2
10938,3361101139,2005,279,8wr2,80zo,1968,6053hzKlJ4,1976-07-20,9414QNWuJ7
10938,3361101139,2005,146,0wh8,22SO,10169,1649GShrS7,2001-10-04,5988mFcAI5
39550,8782227457,1972,603,7Om4,21dB,94127,1217fKHNx2,2010-12-16,0294SutwN7
34563,5514862898,1993,29,5pe9,43gj,97499,4730rYOrh2,1998-12-30,6520gokDy9
36547,1948637331,2020,667,7mN6,31BF,63456,5765YKiEi5,1987-08-06,0294qGzlj5
68206,9029884317,1991,311,6uz8,57sR,77842,6071TLyPJ9,1979-12-22,4993NbJtJ9
70073,8506682329,2016,1,4OB8,33jR,58907,7151iomRp8,2020-11-01,3657PPTcn5
70073,8506682329,2016,618,6rC4,67an,47585,7022aNMLJ9,1971-07-27,2012AaXvq1
70073,8506682329,2016,916,4AD7,45RX,51083,2678CObuA3,2022-12-03,1843QgSEE7
60381,3737019672,1972,472,6ok2,52EV,71115,8398MTOSp4,2006-09-23,7645wLwXI6
60381,3737019672,1972,820,0pD5,48bq,95021,9996eSIkF8,1978-04-04,8700uPGEi1
93247,3134710304,2021,382,0vz6,83Nl,25170,6288NOobt6,2004-08-01,2308BCSSl5
16238,9715762174,1970,845,7EF2,64JA,24501,0450mqDlh5,2012-03-25,8469DcYdn1
60442,3429790406,2024,62,8ep5,03MD,16480,1239VAtoP1,1998-09-04,2613VmhZy3
60442,3429790406,2024,3,0RI3,55dd,31815,4276vheTD1,2002-03-26,2909KOfvz3
60442,3429790406,2024,247,8IY4,51YO,14631,0196jsOaC0,1983-12-12,0899ZgIAH5
18405,9574648654,2005,195,9sb4,38OB,88265,7406PvgFZ0,2003-08-27,3597joqcW6
48405,7360323771,2010,141,1oW1,02ZA,56035,5906LmDxp3,1988-07-06,5472YvjRc7
48405,7360323771,2010,306,5YD1,77nD,24823,6116cSqUs1,2020-03-15,6066nVxDw0
32271,4831033892,1983,616,7Cl9,63LZ,39353,2793hKLSa2,2019-12-17,4729NUuij8
32271,4831033892,1983,369,1BX0,23Fx,66633,8429AXfov5,1975-04-06,9928lrano5
32271,4831033892,1983,208,6Ze9,08qE,57377,8339QAJwC2,2001-07-18,2340YYcIC6
63395,7869250289,2014,553,4vy8,52Na,75166,1109XGwtP3,2004-04-14,9095Uqdrz1
17571,2873630249,2002,673,0tw7,56TX,54630,8289yKLks4,1979-01-31,9908GlzWQ2
17571,2873630249,2002,175,2tI7,56hI,24247,4924qxdpp8,2020-10-31,0609suiap5
17571,2873630249,2002,51,1kr9,53OU,11994,4448GRxlW6,1970-01-15,0961zadGA8
29803,911308014,1996,56,3lx6,72tr,41977,2447ozUUI9,2000-03-09,3832dnzpP5
14380,3402159424,1991,349,2UG8,05el,31046,0379bhwkr2,1999-03-08,8915ekdle5
14380,3402159424,1991,721,2EB1,35AC,10626,9783HCpAp9,2020-03-12,3800rGuKN5
82985,1978997668,1980,98,2av5,54XM,11744,3516IXJRl0,1970-06-08,9324UleXF5
82985,1978997668,1980,680,4dF2,61CS,51263,5921POotM3,2009-06-11,8251LkgfM3
6141,1507002660,1984,22,9zM6,57Oo,40662,2981nwmRC6,1976-05-08,6439Hceab1
51322,6587033711,2008,921,4TA8,42sV,78416,6667Mxcxd4,1985-11-09,1230csass0
51322,6587033711,2008,557,3Aj9,73YZ,55874,3180XlrpQ7,2008-05-09,9835OBGNf0
51322,6587033711,2008,471,6Yn5,54Of,12841,8144ajIuz4,2017-10-14,3219Jylsd9
38073,6856152726,1972,140,3gh3,78fZ,45538,9552TOStz4,1985-10-11,0843SyUbR7
82038,4508606568,2022,39,2SQ0,14vO,71927,0179uZpSR0,1972-06-12,4928QAkVR6
82038,4508606568,2022,682,9Sx3,34IS,58394,8328nxIJR0,2012-05-15,0921Pwrxe9
23697,2336102057,2012,965,3aN2,05Vu,5790,8863uXPPN8,1985-07-15,4107LsKlL3
90729,305002038,1979,548,2vD4,49Dq,11980,2266fzXYA5,2000-03-08,1246UHiwy6
70445,1088481735,1989,484,7mo5,89pI,64023,8136JQLLR0,2018-07-03,5009nDqXw4
70445,1088481735,1989,917,6HW6,44mE,12964,0983YZVsv6,2011-07-05,8877aBkRW8
80160,5747749931,2012,291,4sm5,41ez,69534,9334GJKmA0,2014-06-14,0946urzxn5
98657,6582898155,1995,660,5Hj1,44pY,36779,4671LlyNz1,1985-09-23,5536lbvgo3
98657,6582898155,1995,23,1ik0,81LY,94233,3035MlqoV5,2009-02-19,8750fpWbA3
98657,6582898155,1995,629,1eX6,44gZ,38042,3255vduqb4,2020-09-08,2477jDirq9
37045,1903542897,1989,165,2pK5,33jB,73497,9917euTzy6,1977-02-15,2269lRipT5
37444,3946121882,2022,95,3XO1,23on,75568,0957baZBR2,2013-09-15,2771mRoGV9
37444,3946121882,2022,871,8gk5,77Bq,80842,1783tkGif8,2012-09-04,4279tRVTQ9
34088,4769543123,2002,332,1EK6,06iU,95496,0959EJGGC9,2011-01-09,0660GfJAe1
34088,4769543123,2002,631,6rB4,60yH,64458,5802HtlbW7,2008-11-19,0514KONyE1
34088,4769543123,2002,648,0aF4,57hL,74591,0514vfDtM7,1999-11-15,2790nytUM6
93421,2256547294,2019,444,9Nr7,61al,23846,9583GgcBg7,1985-06-18,0138gIJka3
93421,2256547294,2019,974,5DE7,93xb,91703,1555DHVnE3,1992-10-18,6433OhmDX5
93421,2256547294,2019,232,0Rf5,38vo,52445,2827krwuw5,2007-12-12,4723ILtNW6
79387,6436013263,1996,236,4ok2,42qa,14324,8203iLECu4,1972-12-09,5712xgELK7
79387,6436013263,1996,385,2KV5,22WI,95784,9891NqJRo3,1974-01-01,1120cfBNt0
79387,6436013263,1996,332,0OV5,70vR,77974,7815yPAlN2,2005-09-22,9058oBgPK0
77230,6361804358,1995,691,1qu7,99pV,6317,4672rQhSQ7,1988-10-04,9397QOQYQ7
77230,6361804358,1995,351,8ar9,26tz,7249,8316TkblQ5,1990-12-09,7563fqkqp6
77230,6361804358,1995,152,0Nn5,41vi,28982,4151XDBgz5,2001-02-04,4008XHJDu4
50752,3002810970,2015,811,9AB8,34vH,4556,2985bAqqB0,1973-01-17,6084vmEls2
50752,3002810970,2015,261,5VY1,69RJ,74688,8811HhBVT2,2001-08-05,4489hUcFG7
11573,3225082757,1970,416,8zG1,63le,76361,3718ZJROz8,1978-01-06,0543VpPlM8
11573,3225082757,1970,128,6pp6,38Tl,35238,5453ntZWl1,2015-04-25,2636zicAG3
11573,3225082757,1970,710,9BU6,21hS,10507,6308FUsEG3,2008-12-19,8777YNxiD5
86699,1341124819,1988,917,3eX2,11lC,45858,9307HfOEn8,2002-10-11,3511ziIZn9
86699,1341124819,1988,176,7gz0,33eE,8577,2620THqdL8,2021-07-30,2271qDPzu1
86699,1341124819,1988,811,2Hn1,65YP,66501,8640TIrua2,2012-07-20,1977qVqfJ5
79132,1701724305,1981,863,1UK1,66DB,54582,5458hXEcj9,2016-02-20,6653ZTgJK8
59478,3426698439,1999,416,8hR3,73tH,95496,5056MdDEf0,1981-08-17,9435NuDnI0
59478,3426698439,1999,366,7SK1,12dJ,12407,6093hJwAp4,1998-04-21,4342xyDOd3
59478,3426698439,1999,938,3iH7,65Mq,47843,1928rqjNN8,1974-09-27,4536bbyTF5
88966,789568210,2020,232,5fx5,02ms,10626,8070hwICd9,2015-02-04,9292cXabX3
95659,2055687830,1971,429,8lD1,26eI,49788,7216KNHUv0,2018-05-10,9659ozikW1
9266,2836441164,1997,197,1GN5,14ma,68707,7182vsxTH3,1972-02-06,5601raRIv3
44857,8664653059,2011,707,9zp5,82oS,90960,3881DucWs0,1971-09-28,3232DpKaG4
57178,2584957114,1987,615,0ug6,33cK,3121,7816lAVKK6,1980-08-06,4003uwhLD7
18216,669012178,1997,605,6ht5,09Lr,2881,8840VAQfH2,2023-07-10,3256sWAlB9
18216,669012178,1997,88,8az9,82gE,70042,3204bATFG9,2017-08-10,5403BNCQM0
18216,669012178,1997,663,8UF8,73PW,23149,0974NuORa1,1976-10-30,6140BLwqy6
79188,9205610654,1998,502,3GJ1,36Ao,45628,4671gNfOy6,1970-08-02,6468mGSCZ8
20395,6743233232,2010,19,8Ew7,33Ox,32656,5407CVzio0,1991-09-02,1800gUUvN7
66784,9286073506,2007,962,1gd1,11Tc,56271,0611dycXR4,1979-05-28,4262wwMee6
66784,9286073506,2007,377,6Fi4,82zN,18577,8964fNBmr5,1978-06-12,7935xBidC1
66784,9286073506,2007,954,0RM2,47pr,68689,0062WQxia8,2016-04-20,4894hpNNO7
37054,8815397181,1987,672,4Kd9,28wk,51175,4327diOkr9,1995-11-29,1188AQNem5
29332,9847709686,2024,57,9eP0,39pP,65928,5829BXIQc3,1970-02-10,9073uPTbK0
29332,9847709686,2024,481,5tC2,89Hc,62659,0995OrBMd9,2018-11-09,1269pEhSd0
29332,9847709686,2024,209,0Rt9,88VH,44131,3431qnRiM3,2018-05-05,1693aEJTH8
47553,8821949600,2000,695,1Cg2,81tb,99254,2707qUPam5,1990-04-14,5228nGtjK9
47553,8821949600,2000,474,9LV8,36aT,92074,4761bcdOt3,1983-05-23,9153FhRqi4
41787,5585827922,2021,799,6fX2,27NB,13436,9763xJVCY8,1996-09-01,0560bomdw2
41787,5585827922,2021,388,1DD4,07Bn,58425,2055FXeOq6,2006-02-03,8731MTCkU3
80935,8933292673,2011,633,0MJ9,29ua,52264,9370BueUK8,2014-09-30,8052ktWwk4
80935,8933292673,2011,160,3gq4,72ME,22178,0762xICmB3,1985-05-28,3136gXpUw4
80935,8933292673,2011,507,9gA8,62Lr,97309,0746TxLWJ5,2002-11-24,8017bWXuK4
12637,6188939682,2017,30,9vX5,36xa,88309,7626PnWLX5,1983-09-16,9750HqEBI7
12637,6188939682,2017,597,9MY1,20VL,53898,0710ahZdg1,1995-06-05,1133uLMJF9
12637,6188939682,2017,269,4kb0,72tJ,97956,6245IlFdV1,2012-11-19,8599ARcHZ6
97678,120904171,1974,918,5BM7,51hz,80818,0795WuvBG6,2007-07-08,9183pwJKn8
71519,5613546543,2018,560,1Dn6,45dX,2291,9391SghUg0,1987-04-20,3912apqAU0
71519,5613546543,2018,38,5Hs2,46IE,86366,0809LZODS1,1971-03-19,4781oCviE0
88446,2711794564,2010,20,2Td6,49sk,84259,3587SqIsH8,1997-04-28,1169jMsSm0
4370,7147664326,2014,487,8oj0,45Dp,58650,4201SljDz8,1975-08-20,4861aGGns0
46983,3401739407,2004,381,0FF0,46Ny,41342,2620SrmrI4,1981-11-09,3976CkBbU1
46983,3401739407,2004,417,0tx2,68bU,18944,4874cdlQT0,2023-05-16,2813juCbV3
46983,3401739407,2004,551,0xl5,66kz,75242,5799AyrXA7,2000-03-25,0466VoQss1
93615,5713963177,1988,418,8Xx6,45hl,62728,5358iwXEd6,1996-04-01,0498BzXAe2
4271,7188837017,2020,922,5gn3,63Qk,69861,0549tlFyu2,2020-07-27,5094bOGLT4
52521,4307735077,2021,522,9BW3,98rY,55537,6108obLju5,2006-01-02,5393ybLfl8
52521,4307735077,2021,533,8sY4,94UU,56456,5691pagXM0,2019-10-30,1098DSCIa1
52521,4307735077,2021,764,2rY3,63tq,22180,5779BkkTA7,1996-01-10,5755SeIWh0
59757,9687602918,2016,26,0AY9,40Pv,45775,4652aIGPl7,2019-03-06,3596UJZRr0
86380,8862685906,1982,543,7gM0,24ig,37639,2847EMxNR6,2004-09-28,8669HVHsC4
76511,364434131,2021,683,4hM4,17Xu,21631,0065jjycY4,1993-12-14,0594xTOca9
76511,364434131,2021,982,3Ao7,14fE,98154,1790tuAAO3,1974-09-20,8103QzbKp4
76511,364434131,2021,562,0Sc7,84Dm,73715,6003XJLdR7,1980-09-10,3659DwBtw9
39476,5939703635,2016,833,2KS0,57RG,26155,3631xLWXP1,1983-09-11,1986AYNLF9
11470,3002815829,1997,770,5KF9,91ga,4048,3749GUPFc4,1977-01-01,3655dgiRV9
97938,86766528,2013,5,3IZ8,25yq,87077,8403Ztvdb0,2006-12-03,5479nUbTD1
25662,9817169703,1970,879,4JS4,02Kq,72628,8414zZSso5,2015-08-18,8276shYQb2
78029,962886268,2005,54,4rN2,36va,78685,1099kTeAv4,2023-12-25,3541GUkbj2
34042,9320397250,2012,942,1Dm8,59Fi,46581,0181XSFuK7,2006-09-30,2365NjNaf4
34042,9320397250,2012,319,7dO6,34nn,91656,7390FCvyZ9,2012-10-20,0128tIeQr4
34042,9320397250,2012,167,9EB4,18yJ,27447,9148KwFGW3,2001-02-08,3720Hfeiv9
65534,2058476027,1998,223,1cD5,90mk,40076,0179hLPtm2,1991-01-04,8995GFrUr2
28180,3379218899,1973,141,6IQ6,08ZR,75869,9349EAkyz9,2004-06-25,8219gsJgm5
28180,3379218899,1973,580,2XZ9,28GC,51940,1283kKZhe2,2015-03-20,4477IPFCB5
8724,7250849981,1972,370,3MZ3,22rm,98697,4661wNUvk3,2011-03-05,1449MzALd2
8724,7250849981,1972,219,4Zj3,00Ck,91543,6954zbhnC9,2001-10-13,6674yeGfF3
8724,7250849981,1972,671,5TB6,56jX,88415,6218nJVVj3,1986-07-26,4139nNfdR5
91699,316916429,1985,938,8Ls7,35Wi,54108,0770ccTvV0,1976-07-19,9178XKCys0
91699,316916429,1985,104,2xq7,10hL,50665,1642HEVzp5,1995-07-05,8172cfRbZ3
91699,316916429,1985,810,0QE1,97rm,90745,8339jKsfN0,2021-05-24,9515meShm4
6503,4879808530,2018,222,4JL1,38Xe,29677,0013SCoRY3,2008-09-10,8249rweNX6
6503,4879808530,2018,553,5RP5,47XM,95368,8974aBzbT5,1985-05-30,3134BkpAS3
50076,5581227183,2003,374,1UU0,15Se,93488,7468mWVeo1,2003-03-12,0911sshIe0
50076,5581227183,2003,160,0UN1,94hx,59448,6406tvUOP6,1993-07-09,0930EEHIs1
83827,3518551727,2018,639,3Ew3,56nO,37664,2964CqROF8,1982-09-08,1429wUpgA6
83827,3518551727,2018,484,8FA7,88ze,87234,7103qfJIu0,1993-01-04,9245KBFgm0
83827,3518551727,2018,581,1gg6,45wI,14193,1939XgboX2,1996-11-13,3552OCKej2
36618,4244419109,2017,335,1VI4,53Gx,51746,4354aPjkM2,1984-08-11,8820SBUlp9
34940,3960828110,2011,956,8Ga8,92ET,26492,0564kXThW3,1975-12-13,0877kZSkH0
34940,3960828110,2011,641,3jo7,04gZ,54682,4935qRoRK0,2000-09-26,5925DLvaS6
45065,1330701432,2016,306,4vx0,95fM,41159,4163goubp0,2011-02-23,1845TTmOU4
35678,9530302262,1981,572,1va8,21Xr,98346,2030SJvlE8,2009-08-09,2347UuRkW4
72852,6301469077,1985,495,5bA2,75aQ,96769,1608QVgdo6,1977-11-10,7028EKSef8
72852,6301469077,1985,435,3Uj5,04bj,73767,3195ZqsBY8,1997-03-15,2407fjMTG2
72852,6301469077,1985,840,7Xz8,58Em,30522,6615CfXzM4,1987-07-13,3804mDCAq8
52476,6258370966,2023,918,6Yp6,15mX,97729,3873jSwqN1,1973-01-20,6574fqsgM6
66669,2115817099,2005,326,3XW7,49Je,8953,5224aQWXZ1,1987-03-22,4333xzhCe4
66669,2115817099,2005,840,3ER0,68uj,49170,7811YLVAd7,1991-04-06,4934gpYET8
66669,2115817099,2005,390,6jR6,03ss,99886,0043kCfYh0,2023-12-09,4981DiucI9
43406,2453012999,2001,773,2zK0,24dm,61437,6945PvmGx3,1991-10-02,7853iUSvQ2
43406,2453012999,2001,779,9Df6,61ed,35441,7271SPGIB2,1979-03-14,5665uZMlA5
25117,7574333217,2006,873,9Iw4,67Yj,28613,2609qWFzy0,1970-09-11,4849avMRb9
25117,7574333217,2006,174,6lr7,46xQ,96295,3765ZiQYf4,1994-10-17,2055jxGSt9
59554,8718879228,1974,402,5LE1,10oj,66293,6585uHVRM2,2023-08-25,1731kuQBj6
59554,8718879228,1974,813,7ny2,76yx,90689,5916hzBXl7,1975-07-10,7043rLvFE2
59554,8718879228,1974,720,1Av6,56KV,49896,9676vdutE3,1980-11-27,3016ZsxAg8
44445,2133524266,2021,138,8ly0,92Lw,36175,0132iFVii7,2016-10-08,1216boShm3
44445,2133524266,2021,417,9Mq0,32Na,57948,5601CtNBD5,1988-10-08,2673wgwzA4
44522,2297400092,2008,764,4Vl3,44OA,1262,4975gJEAZ2,1979-07-21,7335zIPue5
38641,5460357956,2022,995,5Jn9,28eD,13595,3561SQQvp7,1982-03-08,2388TiDTK3
38641,5460357956,2022,310,5MY0,45ZX,12599,9779pWegZ4,2003-05-11,0366GDiaa1
38641,5460357956,2022,901,5id4,40Qm,76131,6315zAfbm5,1973-11-28,2617ZVJsY3
83536,5624895070,2004,126,5LU8,80Xh,98780,1037XghWT4,1990-11-15,7157rNdnU6
83536,5624895070,2004,515,1VJ1,71Mr,80068,6899OuIac3,2010-03-24,5739ENkTF9
10201,7409962389,2020,882,9ne5,53Et,43596,3513NkYtF9,1970-11-08,3101Voglx1
