CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,Vendor,ClearingDoc,ClearingDate,AllocationNo
24277,4647360005,2006,267,0TS2,06Ep,12990,8555rPDtU0,1991-06-20,1277JqnUL8
24277,4647360005,2006,638,2Nl7,30jY,43919,2631wzdFZ5,2000-09-02,7092LGmCV7
80425,4029290002,1975,861,6eF5,71dW,67517,4827lNMNV6,1997-04-08,3082LOTuS7
9896,3605942920,1976,854,3WD9,80FW,94752,9663ejsOH9,2011-01-21,2992SVOuH6
9896,3605942920,1976,75,2xk0,87mp,8341,4479eaqtv4,1976-01-21,5205bcQxi1
9896,3605942920,1976,306,3VJ7,12IW,47759,5972Bmpud4,1985-02-20,4169hToxE1
64256,4583639344,2002,915,6wK0,82lq,48085,5085CCTXd2,2004-09-20,1222wckMl8
16428,7514836199,1973,32,1fj2,84TV,96511,6423LsuJt3,1981-09-14,3289pgArb4
16428,7514836199,1973,864,3xx3,98rF,26878,1178OhiyH7,2021-11-15,1336OIIRx8
30203,7455355975,1984,508,6ro3,77dW,34876,0278ZtpPh9,2018-06-27,2838HySsH4
30203,7455355975,1984,480,6yY5,89yO,70882,8750oZjqh8,2002-11-16,7998MbSQc8
67359,3688719149,1987,948,8sG8,41lr,76543,2676iaYXv3,2007-01-26,5682NFTiD2
48616,3998007210,2021,606,0NB2,96SQ,57811,9365bLgwr6,1972-08-15,7308kXPHM4
48616,3998007210,2021,676,5Ds9,72da,77161,8512OPljb4,1973-08-15,0564CEeNT3
90533,8687183760,1983,1,1PJ2,62ec,60612,2540hWsQR4,2023-10-10,9127rDgWX8
23697,9986999608,2023,734,2vf2,77vF,67298,1676bhELv7,2008-10-23,4831KPPPP4
23697,9986999608,2023,561,9Og8,00XW,61734,8854ZRrTO6,2022-03-05,4461vwnxo6
23697,9986999608,2023,314,1yx0,39EO,62551,9237zUqRF5,1980-04-24,6990olPAB3
43140,5728469728,1997,175,1Ho3,46ln,76954,2524WHUjZ2,2015-09-20,6676QGRoF5
43140,5728469728,1997,989,8BV3,88YR,50609,1075HyeBC5,1991-04-18,4380ZOzNf7
43140,5728469728,1997,994,9Lu9,12CT,54347,7558xIVfm8,2014-12-01,0921YdeDG3
75961,3225428970,2017,337,0yL4,39pv,38234,6016HxVSX8,1970-07-15,8818bBQkK5
75961,3225428970,2017,235,8xc4,88wr,21161,5056OrBAx1,1995-01-14,0025pAsyW6
34792,5896403792,2014,893,6AA0,71JJ,88975,2744CQEzP5,1995-11-12,4366cPXjU8
34792,5896403792,2014,900,0AH1,25ZA,91098,3018ByFfJ7,2000-11-01,9772slBQK4
16601,2057421475,1976,826,9UL1,80pI,96919,4931TCrAj1,1981-10-10,2463DnycN3
16601,2057421475,1976,501,9ON8,61mh,72983,3390scHbN2,1986-07-16,0497RQKIE0
1930,6742658400,1974,654,5Io8,71bI,37524,6498SqFrs1,2022-06-08,0083BoBsQ6
1930,6742658400,1974,257,7tP4,37Ab,50890,8494aDuqH5,1980-08-16,2078uVlnp8
1930,6742658400,1974,12,8VD4,70vD,53145,6579jPoiX8,2005-08-04,0007admQG9
8305,4901247514,1970,640,0ik4,60Fu,71986,1864xnBuL6,1996-02-14,9136xzwvx9
8305,4901247514,1970,816,3hE8,78ru,54312,7132UMvmo2,1979-12-12,4906uhiXz3
63315,1444133586,1975,151,3ek4,52QR,92787,1656TtPgq6,1989-06-27,8433taUbK8
63315,1444133586,1975,31,4KS8,73fT,95165,2833JOcvH1,2007-06-01,8764MnekC0
1382,7821873042,2014,561,9Ip7,79bV,26389,3377vYKKl9,1988-06-17,9712sDlpI1
1382,7821873042,2014,899,5aK7,83lM,14090,3870OXAPi4,2005-04-26,8986kjtOz9
96408,8221762491,1989,468,1NO9,96FI,28781,9004HMMua5,2021-03-19,7241wkksQ4
23762,2052951174,2017,434,7fT0,06TB,60799,3144VsiBS8,2004-08-01,4305FVSxr2
42102,8860886023,2005,254,4gC2,08Jn,64843,7658WxmIa0,1982-06-27,7644aXGDV7
42102,8860886023,2005,62,4ln6,95Hf,77936,6045wCYmC0,1979-08-06,9391OCXnn6
8837,508973248,1975,14,7Vr5,89Pq,67458,2350PBnBR2,1985-12-26,4005uoUZE2
8837,508973248,1975,85,9Vi2,77My,41103,3327wusRo4,2008-07-30,5895GcEep9
8837,508973248,1975,483,7lr6,05mO,92164,7961dtVsp2,2018-04-30,6160WwvRU8
67399,8329264206,2002,544,8PZ4,39DN,49332,2121fZRQu5,2002-11-01,6426BchgJ4
67399,8329264206,2002,246,1ZQ0,15xQ,67723,3680ESlwS5,2013-03-04,5930FtJfq5
28924,5585600327,2009,313,9Vp7,38wP,98434,5855qCdRn1,1997-11-25,1135WCsfC7
28924,5585600327,2009,400,5RK8,34Gx,20456,1625zkrBK1,2007-03-06,1261pIxak0
60123,2551082091,1996,528,6Fo3,14dk,64937,1303vKose8,1971-04-22,7846BMIZw9
96192,5606598089,1975,733,6Uv9,69TF,7583,0349KkXkv5,1994-05-27,5053rgDmq8
96192,5606598089,1975,965,6XN7,34yO,28098,4227RoJGu4,2009-03-23,7751gaxYx6
46544,1287605482,2018,353,6AN5,39CK,63153,9661lpfbb9,2013-11-01,7939LmSqK8
46544,1287605482,2018,90,8SG1,11QA,53673,7504LpjzG2,2000-05-22,2618EAzWj8
46544,1287605482,2018,507,7qQ1,00DB,83034,4042WKktx0,2008-12-28,0018uzEef1
83380,5773658448,2004,260,2Te7,11sL,24137,0317GETYC5,1988-12-12,7921meUsb2
47219,8667706647,1973,559,8VF0,04Rj,21798,4576yvjoq5,1979-03-30,1744gxhUh8
68453,8343192395,1986,224,2my6,82Ho,81063,6083xdxhA5,2006-01-13,2886FMBXK5
68453,8343192395,1986,830,3Uk0,00xK,8781,4715MsyQG8,1992-04-14,9949sZyJe7
68453,8343192395,1986,828,1Xv3,43pe,53868,3776Nojiy3,2006-06-23,4337nWqWu5
55609,4708085945,1994,470,9Jy4,70dp,77010,4502cYRqu8,2007-08-09,5375OUbjb6
34181,8411896113,1970,399,2ND4,80eG,16300,8080Yxode5,2013-04-01,1220WWjpl8
42518,6121003451,1993,78,4LM7,86LJ,11483,5300BBUNN0,2018-01-16,7555mVLcG3
42518,6121003451,1993,163,2OX5,86gq,22317,2741NPBEQ7,2017-06-23,1854cSQnV5
42518,6121003451,1993,726,9XF4,82De,77007,9017lLvMg8,1989-04-20,9795Hgpfr3
28575,5361245366,2005,887,5td9,13cl,27639,7729pEwMq3,1991-05-31,7479QFnNk5
33600,1488158800,2006,265,1Gx7,15ia,15149,4164WtYqM6,1991-11-16,2484HMpJJ1
11564,3652342368,2017,402,9vf8,30ne,52706,7466lsUHn2,1981-12-10,4234QjPkc0
11564,3652342368,2017,501,4wA7,25Il,82411,1169paVIQ9,1997-12-23,8700VbNoe6
73538,9096897942,1987,894,8GZ3,20Dh,40403,9779dfrUg9,1990-02-16,1849ZjwSL2
93069,6973300201,1982,280,4qJ3,26LB,79506,5563OnCkG2,1984-07-14,5074Swwel5
93069,6973300201,1982,666,7JZ7,05lK,32485,4291nfBms3,1978-02-12,1835gAzKF8
93069,6973300201,1982,651,8ug9,60US,84912,3443SWiyw6,2003-06-24,6118dlFJs2
82602,2539725301,1985,691,9Li2,78gN,93114,1553CUSXG0,1971-01-14,6274lbLPr1
77835,6890826333,1992,949,2aT2,63hp,96509,4143iEWJS0,1999-04-02,2488pXXKr0
77835,6890826333,1992,601,7uI3,85uS,68661,5084oEsrK4,2019-06-15,2942TdcWM8
77835,6890826333,1992,870,2lE7,73Ge,77592,3466mrTMj3,2020-12-18,3168WChnC1
90851,2086644875,2016,354,8bZ1,99CF,19754,4915qVCOZ7,1994-10-14,0107oaBcU3
90851,2086644875,2016,627,0vv7,41Wh,38214,7455ewyJk5,2016-11-27,0027ikAzs3
70673,1500748073,2004,936,1gM5,20wx,67946,1324AXpYc6,2019-03-05,5089zaevn7
70673,1500748073,2004,956,7yh3,76Gd,73296,5411WPzjG8,2000-01-17,6234hqLQG3
70673,1500748073,2004,772,2to4,09rd,22541,1746AdoQO4,1999-01-02,4327kcWLf4
59823,4530202396,2019,156,8oM3,29yZ,98922,2643hAWzS1,1970-12-24,3531kMhyz9
24768,391509655,2011,686,6LI8,73ch,78190,8173rcjmv6,2011-12-20,3763WRwjA5
27418,8685308428,2006,675,9Yh4,58uX,27975,2160JKSlz4,1992-09-13,3254mDdAX2
27418,8685308428,2006,524,6PE7,60qZ,51960,6300geSoU2,2000-09-15,5449oAHww9
27418,8685308428,2006,274,1cf1,52Ln,38779,4746iHOgS4,2019-09-04,1707qpSys7
47002,3114377456,2017,175,8Xh0,41aW,10881,8856crIqK7,2010-10-22,2342elPUg9
47002,3114377456,2017,452,0vV6,57lf,39415,1197CQioH3,1984-08-19,0816dAkbD2
47002,3114377456,2017,561,8vp7,58Vt,18539,5569xOhfw0,1989-04-11,9076evjpt8
68838,8429003470,1998,325,5uo2,94Jb,459,5294xzjfi5,1984-02-17,2416xveeH1
67197,5282329667,2017,615,9br5,97XH,45066,5145CUEQn9,2017-06-24,4724NOuSR2
24254,8202548946,1981,105,1Fa5,54DU,7528,0827IoMwm1,1986-05-09,7002ziqIS9
24254,8202548946,1981,413,2IZ2,48ne,29994,5950wWaDg3,1980-12-28,5439YuTsV8
56517,1049741382,1983,356,8dw4,92XJ,37751,5696cNAct5,2000-12-24,2481nsnMk2
56517,1049741382,1983,862,1Lt6,22Tj,95651,3794aTRDA5,2002-01-26,4940BkEvR5
78001,8057892634,1998,305,5aT8,49xt,67142,7359zsVtM2,2023-04-18,7783vPzbR4
78001,8057892634,1998,64,7dP4,09mN,17913,5414ouwzO6,2006-07-15,1332geRDS0
78001,8057892634,1998,347,8PB8,82QE,27236,8351fiQUI4,1982-11-24,7682smkQI0
21355,2356607007,2015,934,6Po8,52Ly,87243,8063LoPNc8,2009-05-03,2599ybqAi8
21355,2356607007,2015,67,5Aq3,53zB,75739,2825FteDh1,2007-05-28,6564ZfBYr2
21355,2356607007,2015,833,9uX6,89PI,35052,9022jwtYE9,2017-05-25,2326LUFRr1
74867,361993084,2024,344,9NB9,06yW,86626,9739EaPtp0,1975-04-11,7129TxKiO3
91017,4721014034,1982,714,7RM4,42MM,44499,0091NaBUE2,1982-11-09,5589otKHa4
99248,9298972549,1978,831,5Ps5,70vV,23316,3860lENnL2,1970-05-20,7265FYeja3
85010,5627222591,2015,340,0aJ1,27xR,21645,2397IzqaL7,1970-10-11,4468rGNFp1
85010,5627222591,2015,926,4Uw3,85fy,49966,3266GBAck2,2012-10-02,6403prztl0
47170,3148436601,2006,252,5DP2,33hD,16491,1099HXyUK6,1999-08-28,0180ImcyC9
47170,3148436601,2006,899,1Hw0,55NG,36729,5839miFWc9,1992-12-25,9608GeJZz0
47170,3148436601,2006,601,4ob8,89bv,68331,6726OnpnN8,1987-02-11,6983GeGnp1
22148,4294016133,1997,605,6iV1,80Bf,34456,2926KHeRJ7,1987-07-23,0959Xdjad7
68838,6478269475,1990,323,3NP7,88vw,86773,0768hdVco3,2013-07-20,8424YyqLc5
33629,7372501716,1985,59,8bv1,05mn,81565,3801Vdyxe7,1976-09-11,0296ycIIt5
2146,9169231627,2021,864,4XB9,72wf,98679,9345xPGeJ8,1992-07-29,9206gYUYh6
2146,9169231627,2021,325,3dM1,86Kz,55428,2563STVro8,1972-07-18,5879slgQt7
2146,9169231627,2021,729,7Do2,62xQ,77268,6285QWfHP6,1990-01-12,9228nNjSm2
56880,4705939938,1992,154,3rY6,85zw,8868,1841MBFxd2,1985-11-03,7130mcxlX3
56880,4705939938,1992,640,1Mr1,23Lv,14329,7682xZkqp1,1984-08-02,3734dLuPr3
21052,7528586448,2020,997,9Hf1,70FL,35832,1490JgbtA3,1979-05-19,5859GTjDy5
21052,7528586448,2020,228,2bU7,69EC,47354,1539PiVaa4,1977-01-25,8903vHGmO1
21052,7528586448,2020,907,0uc1,72sj,24747,9659szYwd6,2014-06-21,0913VnYHt4
92193,555875038,2011,704,7wn7,21RQ,37787,9916MRYeQ6,2013-12-28,5743kULvL2
92193,555875038,2011,256,5vv5,11st,23031,3303HUVNR4,1975-09-07,8921FdJJY6
1728,2503869504,2018,612,8Ob3,44wC,13798,4913Crllf6,2013-08-18,0793zXVjE9
1728,2503869504,2018,602,4Rn5,36Sb,72312,8517kJQkh1,1996-01-27,8622dWpbP7
1728,2503869504,2018,558,9xE0,85iM,96027,1211QtuXT6,1971-04-27,1386SbORD4
7416,579786145,2015,74,6FT9,38Vd,21240,6170BXJob2,2011-11-14,9901luFcT6
7416,579786145,2015,533,1lo8,92to,81943,1997xJjGz7,1993-06-27,5711aBBGX2
62430,4453349835,2019,815,5Dx4,37ar,51641,9729YNteH2,1971-12-14,8000rjnzW7
45541,4947714395,2007,554,3La0,54MP,21771,0702hnhls7,1996-11-05,9584xExuo5
89778,3149796783,1992,764,9mr2,28bD,69489,3021QVbdH9,2015-04-09,2803yrnQZ5
89778,3149796783,1992,283,3mh0,93pw,6991,1806hTDXL8,2003-04-30,7233uBeDk2
89778,3149796783,1992,257,1pz2,84TE,3684,1882ZnHzU2,2006-04-03,1952ROWuL5
75299,5300817816,1994,829,4HB1,17Rj,72935,8346ztwzf9,2004-02-16,7290MLCEI7
7740,5309248356,2010,119,7RR3,63xh,58131,2325gzgIB5,1977-04-12,9663RMDcq6
13587,3422855282,1989,299,2GF4,00QC,73891,7836wpaDq9,1976-05-01,2979QWyhR9
13587,3422855282,1989,302,1gZ5,83Xf,2865,4645aSkEQ1,2016-09-15,0637CybLs7
97217,2295658593,1970,884,1IJ5,59Ir,97980,9618ehgqf3,2011-12-30,3536zLvrV8
97217,2295658593,1970,395,1vJ5,85Zu,88036,6903lYxBw8,2016-03-06,1778uEGsS4
26206,1016498188,1997,413,8IZ0,83bq,93237,0148ZPRNE0,2017-02-23,1026Cqzpf2
26206,1016498188,1997,359,4Vn5,52kZ,70979,9944cbiUi8,2000-08-31,3535nIhjn0
47592,9994890223,2018,943,0dU0,23zw,24262,8558WdPpM0,1991-01-09,0740Zagap5
47592,9994890223,2018,914,7GI7,37RJ,86626,1719qkHEP8,2006-09-07,9244bKSRV0
83808,5603457574,1972,724,5pI8,12Ju,75070,7230PFqHe8,1976-09-05,0316OstKd7
83808,5603457574,1972,42,1es2,17rw,67044,3639LLEwl4,2012-07-31,5643lzlvh8
83808,5603457574,1972,683,2Dj0,07dm,9176,9872DUnWa1,2017-12-21,4680xPOGG0
65435,9866214790,2021,494,8sF3,38Cp,87928,3281ItJPk3,2021-07-21,9114nMtsl0
65435,9866214790,2021,788,4oB8,65ND,14932,9962aseeT3,2000-04-12,2885jLBYD6
65435,9866214790,2021,812,7kW9,49lq,3384,7712Zhnva2,1992-08-01,0931oQzBU7
59553,3106998861,2010,812,5Mf1,42gi,585,5230vfkVZ9,2004-03-03,2093lecvR0
59553,3106998861,2010,749,1Jf4,92Gl,71937,3822aHyEf8,1995-05-09,5209xKqtn5
59553,3106998861,2010,129,1Ox8,46fP,88033,9117ULyeV9,1985-02-07,9894BKiRe4
95636,8936440762,2015,758,7EB0,70uf,88189,5190AAwrF7,2017-12-16,1580vdSct3
25391,654748964,1972,418,5Gq6,31qi,19095,4116DOqKm2,1980-09-29,6558zCfRN0
66717,1133201754,2010,350,1jI7,53rr,16193,8409AmUZh8,1975-06-23,7594LjaPj1
66717,1133201754,2010,669,8Fa5,92Vv,91671,0095YfKNa0,2008-03-14,9697AqARb6
79975,1354933827,2015,437,2nx2,45ul,47866,1588eiudS4,1989-09-02,8266wPWLs3
61862,686128123,1989,241,6FP8,95tf,74275,1866gapPR7,2013-03-29,5833psMrw1
61862,686128123,1989,251,2xA8,07Uv,81214,5876SSnLs2,2021-07-29,3555wvfPx2
90003,1725140001,2012,24,3mI7,05ue,66626,9189iljCq2,1985-12-29,9666WBzAs7
90003,1725140001,2012,855,7Kz7,22PG,68166,1220HWazG7,1978-07-29,2044jCejv9
21773,2259035608,1984,161,7bN3,48sW,75272,8860CqhgP3,1982-11-14,7913KNYPJ0
52554,7918058044,1989,161,5ig9,49DU,85607,8667jLxrC3,1995-04-12,1448fjVcS1
52554,7918058044,1989,726,1Fm3,25FI,8868,5474aTCXp1,2002-07-13,8475HUzfB5
25185,4568255952,2003,324,3Zw0,69PG,99903,8820RfSje9,1993-12-25,5717Iuvof1
25185,4568255952,2003,636,0Lt9,75uS,81793,9565dWXBJ6,2012-08-28,5334IZePK0
47791,423309939,2000,485,0tJ5,28LB,63409,8355jxsKB8,2007-04-22,6433cUGzy5
47791,423309939,2000,440,0Qn6,43XQ,55604,1681qTcIm8,1976-01-14,1049ESgnX6
40471,437762648,2023,50,7ws5,57nO,31248,2796bMJVm2,1973-12-11,2166vSsEM0
40471,437762648,2023,822,4sa0,97wr,52917,1271OcVjf7,1981-03-06,1797SlWot3
8871,5296348886,2023,352,4kt1,45Gl,49939,7294YIlOv4,1987-09-04,2928chrkj0
8871,5296348886,2023,605,7ln9,97MX,94397,9671kEnTc8,1981-09-01,5978xZMSo2
8871,5296348886,2023,169,5TN5,70lL,44665,5074dYlen0,1975-03-14,8992hbrdO0
11266,1523637862,2020,360,8sZ8,94Xz,84990,6354jXqsk1,2006-09-30,6766TQwdW4
66936,338230335,2019,449,0eR6,28Jy,15194,7532djgQm3,2022-10-23,3471sPCYp4
66936,338230335,2019,689,2uI1,17IL,81793,6518JhOaa0,2013-11-09,9413QipQS2
4028,9532192759,1984,402,2XZ8,12qo,46040,6971EWWEW6,1980-06-15,6196HnlCP1
4028,9532192759,1984,217,9xL5,88MH,6966,9175yBFTj7,1995-09-02,0210YvdpT9
4028,9532192759,1984,706,8fj8,44uc,58439,8288KINJp6,2009-01-19,1820oSvgI5
5076,3771035038,1997,102,9aF5,41Hp,83317,0955EXJZz7,1980-06-15,9356RdDMp5
5076,3771035038,1997,69,8Rr3,72MJ,72556,0423sOYjN5,1978-05-20,0684IsvYF0
5076,3771035038,1997,978,1xV7,92lc,43510,7851vIHXZ4,1977-01-17,7506OzlPU0
57209,7918669459,2003,452,9ps5,59FW,94451,4611sRNgl0,1985-01-04,4817tcVhA7
2739,6765626122,2003,944,2QK2,91WY,42911,7036FDxGC3,2007-09-18,9951oEXVi4
2739,6765626122,2003,218,5Bp8,18UQ,32184,5962lyfqS9,1976-10-22,4722fOKfi0
50690,1762151139,2018,579,0Kq6,20cJ,21935,2037HLBpE9,1985-01-25,2034nlfFg7
69791,9827637829,2019,302,5ua2,31xN,24863,8567kytzx6,2011-12-24,9402sIqIe9
69791,9827637829,2019,969,3RE4,81Nl,71100,0381aBEur7,1970-05-15,6324jdbRp0
20927,720792357,2017,111,1ru4,39FF,60857,5254zPxnf4,2003-07-15,8166cvIQV0
29094,7470891560,2007,344,5pT5,60mR,31739,6760Vwdli2,2021-08-19,0786cUArQ7
29094,7470891560,2007,36,0hH9,59rR,93237,2003wBnea8,1983-05-02,6757EFQTc8
93692,4786637072,1982,618,5Uw8,64hF,90453,7785wEOVj8,2004-10-10,4306URXjV0
93692,4786637072,1982,579,6pB6,23ZV,65307,0988hxTLK4,2004-09-16,5733fUnJv0
81689,5235671046,2000,613,3Yp1,96Sv,9862,3270lDlhY3,1999-06-05,9931fyYeu2
81689,5235671046,2000,483,0vr9,46JB,3066,7147ZCDQp6,2012-10-02,6976NaNZx3
99988,7477370849,2010,321,4nk3,97ix,15050,3193WLicG4,1999-12-14,5243AYxuI8
12845,9387043919,2012,503,9EX3,33dO,95462,5104wlGdC7,1985-09-10,4344dOVyS4
66047,8415391391,1986,258,5ei4,93er,30372,1049LqTFz0,2003-06-24,4051MjyFl8
66047,8415391391,1986,313,9NR2,06ZS,53439,5598NRgDF9,1993-05-12,7273hOdpJ7
61573,9274160926,2015,106,1Aj7,75NG,31350,7486FWqPT1,1991-10-16,0021XrLWr5
61573,9274160926,2015,438,8Bb6,67DC,94543,7942MGOAo9,1973-06-18,5473ohRXV1
61573,9274160926,2015,391,2Uq2,78LU,21631,8985eYjRp9,2002-08-14,9412NljUl8
49330,6391202288,1997,525,8ET0,87YS,89971,8626MrVDW2,1972-09-12,2489mqDXW8
49330,6391202288,1997,207,5lU3,26BU,21833,3174rCBtn3,1979-09-14,6282TZrFq9
40614,5323853346,2009,153,0yS8,25Ar,7660,4563wimua3,1987-12-13,0234VcRRN3
40614,5323853346,2009,664,0Qw8,06Jt,78742,5639wmobc3,1970-01-31,6229cMCGr2
40614,5323853346,2009,269,2Dh1,91zR,88340,2867dEwGs7,1995-06-24,9322qTxJz5
95273,9117711427,1988,216,7jj0,36TL,26780,5444XRXgz6,1988-01-16,5717IOzCd5
95273,9117711427,1988,264,7Yf8,73Ir,97251,0611zJQWl7,1979-07-17,0694dsYMM0
14672,6156432879,2000,861,3cL6,61iT,2366,4376JaDbm9,2018-10-07,6728Aryqv8
83032,5326763184,2001,295,9uf4,94aD,24427,2615snbaS4,1985-06-21,8806oqegV1
13786,498344244,2008,653,1kp9,84WX,71839,9284BptTd8,1977-03-05,9525TJyFA6
28064,6529273959,2013,355,2jg1,40Xn,67056,1875PjuUb6,2011-11-10,3696mrrve0
28064,6529273959,2013,519,7CX6,05KP,32194,7469djEBF5,2008-07-24,2894UyAOE8
28064,6529273959,2013,428,4Aq7,23OX,20674,7967vfdKU0,1983-04-09,6283FlDVY0
2025,3855220960,2022,116,8JW7,27dH,23271,2656tVhOQ6,2013-10-29,1237zGolo9
44226,9842142296,1980,586,5pS9,66RR,96067,4384oQSdY0,2023-11-19,4511VHAjx4
31183,2474932218,1981,924,4wm3,44Hh,86584,8851AtuWS5,2020-11-25,5739dWcGY8
31183,2474932218,1981,650,6HW2,98OW,48503,2246jHsow8,1999-12-25,2347UfegL1
31183,2474932218,1981,129,5Bf4,99gm,50317,0236jMIDP4,1997-01-19,8424vwmDb9
54352,4303769883,2019,374,6Wo5,47Um,37480,9620yWDSx8,1994-08-19,9076dRKwd4
54352,4303769883,2019,698,6Xp7,82DD,41531,6787FdHCn9,1993-08-26,1508SiWgd1
68180,5580872445,2019,347,2Us8,56TX,83039,7209PEwSR0,1994-06-13,2486DRqVG5
95922,6556085485,2006,511,4hO2,94Py,43613,5258qETMv4,1997-08-08,9979OuAwH0
16428,2097873789,1972,383,7Yr1,58ro,87745,2408DhxXe5,2003-08-23,7233wOGHO8
99110,8886735918,1972,709,5Dj3,68Sz,29077,7288Vxbuf7,2019-03-17,9667MSTyi7
99110,8886735918,1972,50,5zd7,21IN,69272,0485uzJQZ6,1991-03-11,6493UQhwD6
22219,7265636625,1981,221,4il9,04uU,41669,7920zxKRj8,1996-05-01,0572XiTyl1
64545,6908693518,2007,59,6bt4,45wY,20612,6421IxSCf4,1984-09-01,4545ykrFF0
54461,4701512030,2023,419,4Ik7,37md,40823,9457yImDX7,1993-12-30,6658XJJnd1
54461,4701512030,2023,43,0zO9,61Ug,64796,0824mqWYH8,1971-06-15,6459UCnle7
54461,4701512030,2023,214,4gv8,59NJ,94773,0922GzycA1,2017-03-28,5651zadKV8
75058,8756490305,2012,319,6Gq3,29Eh,76776,2516lDZwo6,1973-05-21,7626nDUpY3
75058,8756490305,2012,753,8Hc7,72Fo,84879,2694uIaVy2,1981-10-19,3940ugvDY9
51051,4487359868,2023,310,3tY7,27uI,35820,8670BLHPk5,1991-06-27,6474wNBMC3
88416,2220552721,1993,724,4cn8,97JJ,77702,0235iQJjI6,1997-05-03,0373VlkAN6
88416,2220552721,1993,122,3we7,46EC,40791,9288HxaSu3,2015-07-19,7843hFSxW0
85541,77220090,1985,913,4dy4,22Ck,57057,2806exbrL1,1977-07-15,5038nRTOn7
85541,77220090,1985,599,6Ci6,62gl,26284,3759toHqJ0,1972-03-19,1722xgQdt5
85541,77220090,1985,139,5yZ6,01mb,89387,8768SiyWR9,2017-04-23,4623TyjLK1
8272,2545913494,1981,55,9kk9,59bK,19154,0872TJkjQ7,1996-06-13,8775kWnyN5
8272,2545913494,1981,823,4Tg9,16SM,17897,6878rAmDz5,1978-02-23,2990ozYpt9
8272,2545913494,1981,648,4SN3,25FY,98253,4562nbnIT9,1985-05-20,0170zbIxs7
27472,8151943858,1997,666,1Uv8,76VR,44520,9575SHcXd7,2015-01-21,8339TSQhO1
27472,8151943858,1997,104,7DE7,90Ob,86345,4613CMxti7,1992-01-21,5946wLVAV0
71783,3242184780,2018,202,9Po5,46dm,36022,0343zYdYr2,1999-03-01,4610ipdqm5
71783,3242184780,2018,286,2UL8,11gr,87307,6613bgWQk1,1978-11-20,1647vvNYH5
3930,1592942490,1998,210,9hu7,52Qk,48604,6880iEbXs4,1990-12-02,4873JJEbD2
3930,1592942490,1998,87,9gI4,37uh,7230,7708nnCzM1,1976-10-09,2722PfkIO0
3930,1592942490,1998,243,3sS4,04WP,80687,9023tBzYE0,1985-04-11,2600BlFck6
72054,4027349605,2014,910,4jg0,52pK,92436,2479pxZLm5,2011-09-10,3163AcZfe5
72054,4027349605,2014,145,5vb0,91tJ,87287,7084rBwuc9,2007-04-24,1299WaAPw0
4531,3580397892,2010,530,4rY3,45hY,58718,2779gEuww2,1981-05-03,6951tZhDx7
32228,4510899866,1983,156,0bv8,11II,54970,2168Mkpvo0,1989-10-30,0383YdeBD3
32228,4510899866,1983,482,1nS8,23KB,83478,6266ayIYc4,2008-06-22,3651YLMrf1
15954,7098990148,2001,235,6ya0,76fR,33965,9115navwF1,1977-04-08,9383IeTbI0
15954,7098990148,2001,746,5AL3,53Ir,26129,4764zBqRx0,1983-09-03,4533uoysS6
85577,7160033548,2005,61,4eZ0,55cM,25371,6906AeHaA2,1977-07-12,2400AEnMr4
85577,7160033548,2005,363,1tz9,74fx,25689,3023zXbDu0,2010-05-18,6735RBunO9
85577,7160033548,2005,583,7IX0,09TQ,35706,8165qoYvh9,2007-07-27,4646JaXCM3
57323,8324860053,2003,239,0mn3,41Df,8284,8994snuEg2,2020-09-01,2151CPRKW2
83778,6892808497,1985,466,3Pz7,95cH,87328,2139uwaGU4,1988-04-22,9481utKEH2
75510,9847557066,2008,11,2EW0,75Uf,42332,7674DsnbX9,2002-05-30,4004Pjdll6
75510,9847557066,2008,323,6OX2,59nR,40670,9610KkvTE8,2016-02-29,6419imxBL0
75510,9847557066,2008,718,2gY2,72zX,95006,3512RwfDQ5,1990-12-13,3488XIdGJ4
95242,9891104112,2005,407,5AO5,14hM,83314,3161uaLxD6,2008-05-20,4828DzoAa3
95242,9891104112,2005,597,0GS4,28Cg,65180,0133mYKES6,1981-04-12,3128JXeFF2
50289,5582553886,2014,621,1bJ5,51cj,65372,4342MDYoD6,2004-12-04,1820INPEv2
40400,203788358,1999,936,2iR4,30aa,11355,7220dMKru3,2007-10-11,1028UgGrs0
40400,203788358,1999,252,1xG1,12Mr,3841,0566MvhTN2,2009-10-13,1579KIikH0
56071,5453324903,2005,243,6FC6,08sV,31181,4922AdXtf3,2015-10-05,8594dLOAE8
44844,31131050,1991,815,4Ju4,25hc,75206,1337ITGIp3,1993-10-28,2350KcZVM3
39746,1842814171,1997,41,0bc4,27ln,42908,8531nyerA1,1978-04-11,1363jwmmK6
1402,3405447162,2023,155,8YI6,92rB,41077,7998XSBcf3,1977-08-20,6538siMkM1
67179,5850243958,1973,633,1EL5,41GW,53241,2402fTPbZ9,1979-01-19,7526JtbkQ2
67179,5850243958,1973,958,0My4,69Mk,62676,2892SSHIO8,1974-11-17,0758eqRFl6
67179,5850243958,1973,12,6Pm0,98Zv,17515,8237USgaR5,1988-04-06,5180AkAMI3
47759,1734854358,1973,545,8nu7,89cA,44117,6936MINDm4,1992-06-01,2755qltSu6
47759,1734854358,1973,494,6XC6,10xb,3061,7670EdiQF4,1999-05-25,0270CbqQW0
