CompanyCode,DocumentNo,FiscalYear,LineItem
32106,462015999,1989,190
32106,462015999,1989,792
82927,3657563449,2020,426
15220,6637387312,2016,218
15220,6637387312,2016,180
90108,4524357066,1982,458
90108,4524357066,1982,992
82868,41128732,1970,480
82868,41128732,1970,738
82868,41128732,1970,71
55149,6555929818,2021,605
55149,6555929818,2021,845
55149,6555929818,2021,625
42725,7521160187,1995,145
42725,7521160187,1995,74
31905,1539059078,1988,839
31905,1539059078,1988,365
9398,5476523066,1990,411
81731,6258767362,2011,770
81731,6258767362,2011,994
91585,5219190894,1970,799
91585,5219190894,1970,558
91585,5219190894,1970,568
7102,6887238821,2015,377
7102,6887238821,2015,252
46199,4840860541,1970,576
46199,4840860541,1970,942
21067,2875465406,1976,933
21067,2875465406,1976,522
61391,6842073629,2005,938
61391,6842073629,2005,645
61391,6842073629,2005,380
32841,282823786,1985,577
14699,2642610966,1995,971
14699,2642610966,1995,50
14699,2642610966,1995,761
80587,9155630032,1971,695
80587,9155630032,1971,633
99224,300248472,2019,704
99224,300248472,2019,746
70220,6312989307,1983,664
2007,4330417371,1992,624
2007,4330417371,1992,727
2007,4330417371,1992,634
31928,5807362757,1994,195
31928,5807362757,1994,522
31928,5807362757,1994,425
50779,8212575471,2005,598
50779,8212575471,2005,566
82017,1207836695,2011,244
13867,661187026,1988,702
2343,4762452366,1978,258
32589,5133289805,2004,839
32589,5133289805,2004,759
72927,5873303371,2001,776
72927,5873303371,2001,625
16504,8004044619,1991,553
16504,8004044619,1991,149
16504,8004044619,1991,517
15119,8770821498,1999,276
72556,4242707775,1995,451
72556,4242707775,1995,327
72556,4242707775,1995,685
17645,5562234432,2023,297
17645,5562234432,2023,28
17645,5562234432,2023,458
90796,7803621419,1977,783
90796,7803621419,1977,318
90796,7803621419,1977,422
87352,5704028981,2003,268
87352,5704028981,2003,720
87352,5704028981,2003,131
14129,962144769,1993,940
3393,6060573041,2013,767
3393,6060573041,2013,629
33511,3857969618,2014,380
33511,3857969618,2014,86
33511,3857969618,2014,974
55344,4008319234,1970,737
55344,4008319234,1970,324
89600,3810056949,1994,26
49773,7106698771,2019,139
37178,4144331952,1972,423
18839,2835334502,1974,917
40472,4523043496,2012,322
40472,4523043496,2012,752
27842,7699541916,1990,675
27842,7699541916,1990,241
40678,8142117049,1978,680
40678,8142117049,1978,485
40678,8142117049,1978,425
38684,4733913449,2004,411
22853,6055937298,1987,63
22853,6055937298,1987,681
22853,6055937298,1987,2
29990,8689804984,2005,107
29990,8689804984,2005,69
69854,2180572798,2008,734
69854,2180572798,2008,117
58328,5312094988,2014,813
35511,5947077298,2010,985
43424,7062366521,2020,467
16715,8130416525,1988,986
16715,8130416525,1988,339
16715,8130416525,1988,768
8700,772575370,1991,920
8700,772575370,1991,58
8700,772575370,1991,227
78093,6555864175,1995,463
78093,6555864175,1995,137
53196,8377012377,1996,135
53196,8377012377,1996,230
53196,8377012377,1996,848
34992,8088226404,2004,889
68715,8292105322,2009,143
68715,8292105322,2009,399
75137,1493993339,2001,532
38064,1799073665,1989,853
38064,1799073665,1989,538
30402,9275682836,2010,459
24983,8521977779,2020,261
24983,8521977779,2020,848
83675,2228813919,2011,322
83675,2228813919,2011,326
83675,2228813919,2011,979
91662,903266743,1981,624
91662,903266743,1981,981
91662,903266743,1981,870
30175,428887256,1973,556
30175,428887256,1973,380
82080,4112817235,2010,516
82080,4112817235,2010,56
82080,4112817235,2010,599
18272,6403262417,1978,772
18272,6403262417,1978,604
18272,6403262417,1978,453
73057,3122871486,2006,10
90887,9199112055,1972,297
90887,9199112055,1972,864
90887,9199112055,1972,290
75489,8615183937,2001,136
75489,8615183937,2001,219
7138,3584902959,1977,559
7138,3584902959,1977,865
7138,3584902959,1977,316
38684,3980308446,1985,649
26940,8440621046,1990,160
26940,8440621046,1990,54
26940,8440621046,1990,249
44274,7268942929,1986,112
44274,7268942929,1986,100
11963,9618819093,1994,369
11963,9618819093,1994,748
11963,9618819093,1994,479
33910,5432260941,1986,131
15262,3203169307,2014,620
15262,3203169307,2014,108
4200,705445896,1970,667
4200,705445896,1970,804
47462,2811478952,1988,816
47462,2811478952,1988,310
47462,2811478952,1988,81
47438,1198108270,1985,225
47438,1198108270,1985,266
47438,1198108270,1985,786
10471,3106890795,2017,101
10471,3106890795,2017,328
30724,5490597767,1974,644
79102,6296913684,1977,133
79102,6296913684,1977,780
79102,6296913684,1977,335
19207,2170252620,2002,504
19207,2170252620,2002,886
19207,2170252620,2002,373
59935,3152346026,1990,491
47912,4249230824,2011,495
87328,6390469727,1996,493
87328,6390469727,1996,344
10893,5795011289,1995,71
10893,5795011289,1995,625
10893,5795011289,1995,349
35712,7300424649,2024,494
35712,7300424649,2024,962
38739,4461839727,1972,430
56262,1529481690,2011,835
56262,1529481690,2011,394
56262,1529481690,2011,256
5914,9709804239,1982,854
5914,9709804239,1982,508
5914,9709804239,1982,461
50998,2182867903,1982,371
50998,2182867903,1982,733
7673,4492066751,2021,855
7673,4492066751,2021,421
57832,7282242564,2005,314
57832,7282242564,2005,152
57832,7282242564,2005,729
81706,6023430280,1988,105
81706,6023430280,1988,99
61304,9296436497,1970,106
61304,9296436497,1970,708
61304,9296436497,1970,968
6126,9977068502,2007,967
6126,9977068502,2007,935
75174,8589725670,1975,559
75174,8589725670,1975,166
75158,8340696695,1989,225
75158,8340696695,1989,127
26512,8329345003,1989,752
26512,8329345003,1989,142
43363,3333274713,2006,819
43363,3333274713,2006,28
43363,3333274713,2006,828
82891,5595219342,2000,969
82891,5595219342,2000,591
16330,2225578376,2000,823
16330,2225578376,2000,672
16330,2225578376,2000,226
92002,9959767208,1975,603
35862,4126729279,2003,726
35862,4126729279,2003,976
30277,7879651579,2000,737
30277,7879651579,2000,184
30277,7879651579,2000,256
5256,9816401522,1991,293
96210,8783115183,1977,408
57345,3314844596,1989,173
57345,3314844596,1989,894
56902,2895238295,1978,982
56902,2895238295,1978,854
56902,2895238295,1978,263
42444,3193814072,2009,194
6650,4025097276,1990,474
62037,8504321018,1974,792
62037,8504321018,1974,30
62037,8504321018,1974,382
47547,478000648,2009,925
20470,7766304311,2002,690
20470,7766304311,2002,224
85994,7504140217,2010,697
85994,7504140217,2010,384
75223,1055057931,1989,205
75223,1055057931,1989,975
75223,1055057931,1989,176
12551,6972857735,2021,384
12551,6972857735,2021,879
12551,6972857735,2021,227
66178,2242692867,2001,938
66178,2242692867,2001,37
66178,2242692867,2001,753
80504,5217152203,1975,871
80504,5217152203,1975,708
80504,5217152203,1975,440
90081,3225014475,2012,788
90081,3225014475,2012,329
90081,3225014475,2012,157
26342,1583656378,2008,25
26342,1583656378,2008,634
92733,1181217764,1983,949
92733,1181217764,1983,965
46370,4721666213,2006,892
46370,4721666213,2006,647
70433,5045652639,2001,791
70433,5045652639,2001,311
50744,5162205823,1972,884
50744,5162205823,1972,182
31525,122886845,2000,298
31525,122886845,2000,613
31525,122886845,2000,809
82292,8965412329,1989,869
99868,5536452398,1971,455
25288,9768028809,1977,377
81116,4395791894,2006,481
73030,2619283655,2006,462
54310,4045537421,2008,133
91768,7263124632,2001,805
56175,2378423078,1972,314
56175,2378423078,1972,851
28871,6489717770,1981,24
28871,6489717770,1981,198
85215,1873468849,1999,642
4578,3728660449,1980,959
4578,3728660449,1980,454
4578,3728660449,1980,951
94181,5976129881,1991,580
94181,5976129881,1991,100
94181,5976129881,1991,577
33792,8355634500,2011,689
35842,2138145677,2000,722
35842,2138145677,2000,242
35842,2138145677,2000,94
42223,757380493,1974,790
42223,757380493,1974,334
42223,757380493,1974,906
38871,7261012971,1994,996
87569,5113177901,1994,502
87569,5113177901,1994,92
87569,5113177901,1994,231
15516,9711801412,1977,174
15516,9711801412,1977,536
15516,9711801412,1977,205
76411,2939709410,1971,688
76411,2939709410,1971,240
76411,2939709410,1971,385
58309,7121149454,2002,409
58309,7121149454,2002,812
58309,7121149454,2002,484
82980,1610473428,2004,61
82980,1610473428,2004,81
52898,1121583706,1987,567
52898,1121583706,1987,106
52898,1121583706,1987,796
57341,891888001,1983,888
57341,891888001,1983,211
36776,176630982,2010,343
36776,176630982,2010,487
2256,8660718395,1993,546
2256,8660718395,1993,507
2256,8660718395,1993,273
10937,7986382251,1991,493
10937,7986382251,1991,220
10937,7986382251,1991,733
14603,3791681591,2006,127
8866,2557079186,2023,131
52878,5859255556,1975,431
52878,5859255556,1975,793
29094,8443525149,2001,387
12093,2347715200,2012,991
12093,2347715200,2012,438
12093,2347715200,2012,413
94010,5378473059,1997,530
94010,5378473059,1997,420
94010,5378473059,1997,293
91583,4639440513,1994,561
91583,4639440513,1994,372
70984,9060148658,2007,951
70984,9060148658,2007,510
70984,9060148658,2007,328
90818,1311083793,2007,747
90818,1311083793,2007,499
50140,6909554786,1972,710
72571,5300947383,2014,14
57076,7291436622,1999,783
57076,7291436622,1999,179
24930,1840750087,2009,915
26196,5260804055,1979,744
26196,5260804055,1979,929
59210,1483845083,1973,624
59210,1483845083,1973,99
59210,1483845083,1973,325
8736,2863560265,1973,374
8736,2863560265,1973,33
88513,330275901,1978,665
36594,4402809705,1973,976
36594,4402809705,1973,867
36594,4402809705,1973,981
15082,7544312506,1975,396
15082,7544312506,1975,874
15082,7544312506,1975,727
36574,412498882,1989,35
36574,412498882,1989,671
36574,412498882,1989,332
61667,8134493482,2024,680
61667,8134493482,2024,535
55286,5632016819,2024,471
55286,5632016819,2024,483
55286,5632016819,2024,681
71156,1948314460,2021,955
35395,7906389402,2011,792
35395,7906389402,2011,355
35395,7906389402,2011,892
195,2222935989,1995,9
26794,2488128346,1998,919
26794,2488128346,1998,561
26794,2488128346,1998,643
98030,477309856,2019,408
27226,5422067060,1977,970
27226,5422067060,1977,494
21924,1021691199,2014,510
21924,1021691199,2014,101
21924,1021691199,2014,557
46105,9384600685,2004,777
13528,3291685930,2018,714
40710,9948498214,1975,311
40710,9948498214,1975,585
40710,9948498214,1975,83
79406,2462061680,2024,812
39342,7405913158,2013,277
39342,7405913158,2013,292
96774,5671177565,2021,314
10006,7663203879,2017,706
90355,1445805845,2011,726
72156,108803620,2021,26
75882,3645235317,1982,917
75882,3645235317,1982,808
49027,3565325754,2016,715
49027,3565325754,2016,754
49027,3565325754,2016,902
112,5327402961,2020,310
112,5327402961,2020,748
112,5327402961,2020,419
47462,7206321350,2005,940
47462,7206321350,2005,804
47462,7206321350,2005,953
23793,5692698970,2017,935
23793,5692698970,2017,490
23793,5692698970,2017,876
35282,8928736636,2019,995
35282,8928736636,2019,90
59769,3946864007,2000,256
59769,3946864007,2000,231
59769,3946864007,2000,967
97188,5017546095,2016,618
24434,9901739195,1991,542
72442,9566737021,2018,235
72442,9566737021,2018,413
72442,9566737021,2018,267
37825,5972323720,1995,671
22481,4290968055,1994,345
22481,4290968055,1994,83
51894,732159836,1984,700
51894,732159836,1984,446
51894,732159836,1984,665
35180,8024365151,1999,748
35180,8024365151,1999,981
47260,9639011114,2024,88
47260,9639011114,2024,476
28742,8376443062,1978,939
9896,2619495345,1989,960
9896,2619495345,1989,711
9896,2619495345,1989,234
21327,5550870079,2000,71
52355,4893205270,2021,385
52355,4893205270,2021,631
52355,4893205270,2021,614
31472,2721736153,1995,761
31472,2721736153,1995,93
94077,2803172150,1972,572
94077,2803172150,1972,155
94077,2803172150,1972,522
39881,8958568913,1970,975
39881,8958568913,1970,550
39881,8958568913,1970,482
50853,3165314315,1971,123
50853,3165314315,1971,501
50853,3165314315,1971,905
64357,3015496269,2005,333
65155,6731651965,2008,873
26982,1577398337,2019,219
26982,1577398337,2019,963
26982,1577398337,2019,303
37080,4656146894,1974,517
68217,581343020,1981,117
68217,581343020,1981,723
68217,581343020,1981,534
41763,9276507039,1992,293
41763,9276507039,1992,985
41763,9276507039,1992,129
33671,4565992414,1975,274
33671,4565992414,1975,682
43785,7259635550,1997,340
35959,1275326043,2024,960
35959,1275326043,2024,651
973,1681653454,1985,761
47011,7263582124,1973,635
47011,7263582124,1973,878
47011,7263582124,1973,106
13560,6618523873,2013,708
13560,6618523873,2013,587
13560,6618523873,2013,600
8972,8790703027,1971,732
6468,3330125159,2021,773
6468,3330125159,2021,874
6468,3330125159,2021,336
39940,8991164203,2019,442
39940,8991164203,2019,92
39940,8991164203,2019,869
4014,1238670976,1986,795
4014,1238670976,1986,701
7235,7972191358,2021,256
7235,7972191358,2021,680
30882,7898704484,2011,994
30882,7898704484,2011,579
13587,6307898335,1985,49
13587,6307898335,1985,195
13587,6307898335,1985,454
61333,5663957859,2020,951
61333,5663957859,2020,744
16148,5532097141,2004,909
16148,5532097141,2004,239
16148,5532097141,2004,674
91792,2771009813,2001,165
91792,2771009813,2001,195
91792,2771009813,2001,194
11510,3168984466,2023,109
11510,3168984466,2023,336
11510,3168984466,2023,630
94081,7049113160,2020,931
94081,7049113160,2020,685
94434,1848142187,2020,287
94434,1848142187,2020,399
94434,1848142187,2020,542
72507,6702557259,1983,562
72507,6702557259,1983,45
5465,4855738542,1988,821
23836,9864344491,1998,334
23836,9864344491,1998,372
23836,9864344491,1998,867
48105,3304813152,1987,718
8879,8393062693,1991,610
8879,8393062693,1991,20
94633,9325571982,2010,443
94633,9325571982,2010,92
94633,9325571982,2010,687
19985,1201934774,1997,814
19985,1201934774,1997,6
19985,1201934774,1997,847
34267,659673667,2019,146
34267,659673667,2019,745
75061,4126935716,1982,791
75061,4126935716,1982,81
75061,4126935716,1982,23
49436,251722293,2023,439
49436,251722293,2023,326
49436,251722293,2023,596
83626,8744434392,2015,994
42520,5177731330,1975,100
3251,677699631,1970,795
3251,677699631,1970,592
3251,677699631,1970,702
46714,4467945789,1970,274
46714,4467945789,1970,317
86215,6491127794,2012,681
126,6459956553,1970,662
54772,6434050822,1973,34
33376,8188087621,1992,29
33376,8188087621,1992,907
62804,8336108667,2017,883
12086,4459521117,1974,970
12086,4459521117,1974,96
12086,4459521117,1974,208
64139,4418580444,1973,715
64139,4418580444,1973,769
64139,4418580444,1973,156
16120,3245224761,2010,51
16120,3245224761,2010,264
16120,3245224761,2010,424
62940,3117446780,1999,119
46389,3062875267,1970,934
46389,3062875267,1970,316
78429,1634714114,1987,624
78429,1634714114,1987,900
98757,3672976537,1986,869
75896,7214923422,2019,951
75896,7214923422,2019,412
29831,4909507400,1992,156
29831,4909507400,1992,253
29831,4909507400,1992,934
52717,171689867,1971,358
79664,4304557327,2023,277
91488,2001807096,1989,462
91488,2001807096,1989,998
91488,2001807096,1989,428
15294,4114991689,2001,125
15294,4114991689,2001,195
15294,4114991689,2001,30
62602,6016093397,2016,492
62602,6016093397,2016,361
62602,6016093397,2016,668
5541,8383663512,1985,647
5541,8383663512,1985,360
5541,8383663512,1985,556
31307,2646684170,1970,862
31307,2646684170,1970,578
31307,2646684170,1970,606
91662,3007997794,1991,208
91662,3007997794,1991,405
91662,3007997794,1991,555
48714,6784308436,2001,517
48714,6784308436,2001,922
79013,781066646,2021,287
72921,7990535255,1992,807
72921,7990535255,1992,982
54965,1451879151,2000,350
54965,1451879151,2000,875
26781,5830356091,2013,860
26781,5830356091,2013,587
26781,5830356091,2013,941
32794,9709373490,2023,159
13688,1204969517,1976,814
13688,1204969517,1976,911
13688,1204969517,1976,127
85135,1492687032,2016,570
85135,1492687032,2016,800
29965,75794167,1997,34
29965,75794167,1997,946
35137,3644537484,2014,826
83858,7147333649,2007,225
15053,4460916377,1985,288
15053,4460916377,1985,515
74481,1246069652,1979,436
13942,9911550426,1975,899
13942,9911550426,1975,923
13942,9911550426,1975,771
38045,957681309,1980,34
84921,8408357583,2004,888
84921,8408357583,2004,399
84921,8408357583,2004,137
32219,481105091,2016,654
11734,8364201154,2018,268
11734,8364201154,2018,415
11734,8364201154,2018,407
79954,7652053968,1995,182
12551,6817644523,2002,103
62799,7717351918,1999,682
62799,7717351918,1999,992
91458,4437948065,1992,945
91458,4437948065,1992,453
87000,8025249816,1983,883
20918,6951080939,1999,938
20918,6951080939,1999,866
20638,6765804658,1984,256
20638,6765804658,1984,281
20638,6765804658,1984,949
63457,1874362554,1990,378
63457,1874362554,1990,369
1674,7534231383,2000,564
1674,7534231383,2000,980
56902,1033237507,1979,483
56902,1033237507,1979,282
70874,5630940014,1979,15
70874,5630940014,1979,493
95183,8680783822,2008,736
28947,4720855689,2004,400
28947,4720855689,2004,123
3908,2679725462,2011,83
3908,2679725462,2011,46
3908,2679725462,2011,251
16646,5139547239,1999,130
16646,5139547239,1999,823
16646,5139547239,1999,455
12745,6915037982,2022,834
12745,6915037982,2022,140
75061,8829269563,1997,238
75061,8829269563,1997,650
55940,9547308387,1998,301
55940,9547308387,1998,630
7674,261916631,1983,46
99810,8469546588,1995,772
74666,6406718086,2013,987
89054,4375086560,2021,665
89054,4375086560,2021,54
89054,4375086560,2021,879
75890,2972858006,1985,138
75890,2972858006,1985,210
99906,4084853555,2016,658
99906,4084853555,2016,470
99906,4084853555,2016,55
17673,8262142908,1992,139
17673,8262142908,1992,28
17673,8262142908,1992,157
32066,7240902140,2017,401
32066,7240902140,2017,844
38306,2031918186,2009,263
88623,4252298459,2022,510
88623,4252298459,2022,116
88623,4252298459,2022,234
98636,1317231245,2016,695
69281,1184902922,1995,226
69281,1184902922,1995,997
69281,1184902922,1995,836
12135,6968077485,2009,884
12135,6968077485,2009,816
12135,6968077485,2009,708
53317,2057147005,1973,141
53317,2057147005,1973,38
19707,8402459279,2021,259
29636,4359378910,2008,448
97800,596425330,2016,698
14768,1124498612,2014,531
14768,1124498612,2014,311
14768,1124498612,2014,167
29937,3576189689,2020,132
29937,3576189689,2020,653
1674,3901368145,1988,244
1674,3901368145,1988,478
33628,504321429,2014,731
33628,504321429,2014,27
65758,2627362436,2014,417
79483,1565380342,1988,620
79483,1565380342,1988,403
78205,8791216707,1990,404
78205,8791216707,1990,479
78205,8791216707,1990,349
23758,6216193416,2009,11
23758,6216193416,2009,803
57345,6784168642,1982,108
57345,6784168642,1982,660
548,6960281800,2024,20
548,6960281800,2024,394
548,6960281800,2024,984
97830,2461505635,1998,602
82009,2728953815,1996,226
19846,3175409844,1985,52
26163,3384907989,1973,360
26163,3384907989,1973,138
26163,3384907989,1973,856
94946,5335477894,2000,32
94946,5335477894,2000,836
92010,2878771074,1981,571
51539,9749805850,1998,116
7097,7916036986,1970,144
7097,7916036986,1970,162
7097,7916036986,1970,840
13336,89011619,2009,810
13336,89011619,2009,133
13336,89011619,2009,377
50921,3383052258,1984,266
31691,6064994414,1977,621
42614,5526637488,1999,322
6219,1027620350,1992,107
6219,1027620350,1992,383
98994,6989794357,2018,741
98994,6989794357,2018,981
4928,5582850498,2017,742
4928,5582850498,2017,886
4928,5582850498,2017,854
11902,2428711728,1975,11
11902,2428711728,1975,869
11902,2428711728,1975,652
40486,329457501,2000,976
40486,329457501,2000,124
96253,5878873650,2019,813
35347,6116671876,2013,785
35347,6116671876,2013,386
35347,6116671876,2013,906
64389,8389218103,2001,240
64389,8389218103,2001,572
88047,5448434144,1988,800
88047,5448434144,1988,288
72771,1414994406,1983,799
72771,1414994406,1983,765
35124,6463386146,2005,942
7980,5576554882,2014,210
28912,5762125829,1995,743
12822,5089860289,1972,640
12822,5089860289,1972,559
14452,6245525799,1998,859
14452,6245525799,1998,415
14452,6245525799,1998,737
51978,2470739613,1984,166
51978,2470739613,1984,787
51978,2470739613,1984,956
27842,3224381684,2003,56
27842,3224381684,2003,650
27842,3224381684,2003,157
62671,4403259353,1993,290
62671,4403259353,1993,704
62671,4403259353,1993,228
79440,8041213912,1989,488
79440,8041213912,1989,508
88308,3421060561,1972,594
83756,5130306342,2000,574
83756,5130306342,2000,787
83756,5130306342,2000,3
88269,7533175152,2022,381
88269,7533175152,2022,3
88269,7533175152,2022,889
45314,9559465443,1992,7
45314,9559465443,1992,364
45314,9559465443,1992,580
65442,1624392532,1975,467
16345,8751918854,2017,257
16345,8751918854,2017,372
48714,4376608075,2001,929
99810,6379028301,2013,889
73419,6037216162,1991,718
73419,6037216162,1991,932
19424,9171243726,2002,644
19424,9171243726,2002,33
19424,9171243726,2002,947
32050,8881201988,2020,368
32050,8881201988,2020,50
32050,8881201988,2020,127
34745,801342560,1991,73
95844,5797025793,2023,782
81493,1635017665,1991,275
24057,3306971536,2013,898
24057,3306971536,2013,903
24057,3306971536,2013,820
36691,7158085683,2002,716
36691,7158085683,2002,209
36691,7158085683,2002,568
33840,9590309336,1989,998
33840,9590309336,1989,672
33840,9590309336,1989,2
72955,9760398613,1975,460
37996,8576318987,1973,490
37996,8576318987,1973,627
37996,8576318987,1973,833
86497,7942896260,2014,695
86497,7942896260,2014,932
30291,6607151549,2001,623
30291,6607151549,2001,714
49774,1076290735,1981,638
49774,1076290735,1981,619
49774,1076290735,1981,391
68989,1067840702,2012,426
60264,8345155574,1988,54
60264,8345155574,1988,813
23334,5300076778,2010,989
23334,5300076778,2010,464
24832,3865026047,1977,419
79059,4236001093,2024,240
79059,4236001093,2024,950
58451,114601297,1976,445
47115,1487866102,1999,770
10618,2393850329,2022,619
51397,3523069818,1973,141
51397,3523069818,1973,210
51397,3523069818,1973,111
35477,6975664897,1982,180
35477,6975664897,1982,863
98825,1982033366,2023,961
98825,1982033366,2023,904
90722,1036979980,2009,169
90722,1036979980,2009,4
90722,1036979980,2009,700
52105,2667802514,1980,589
52105,2667802514,1980,480
18477,9025025851,1999,695
18477,9025025851,1999,520
30157,5221334491,1993,354
30157,5221334491,1993,933
30157,5221334491,1993,452
12759,9209879931,1983,499
12759,9209879931,1983,765
12759,9209879931,1983,446
78244,9271816251,2002,247
78244,9271816251,2002,244
82084,2289699097,2003,173
82084,2289699097,2003,628
69735,5196920359,1981,104
14699,2220253382,1996,41
14699,2220253382,1996,958
14699,2220253382,1996,773
51240,963479888,2017,134
47650,8063435073,2017,63
37641,9218602246,2024,378
75326,4781383387,1975,251
66820,558798046,2023,902
89964,9975380840,1998,41
89964,9975380840,1998,91
89964,9975380840,1998,937
16796,9094595122,2019,229
16796,9094595122,2019,637
62624,180477162,1973,480
62624,180477162,1973,580
50585,6376103341,1978,210
50585,6376103341,1978,600
73099,8535007373,1987,541
76469,7900251180,2017,105
76469,7900251180,2017,476
25606,2926493289,2015,850
2280,2023861554,1983,533
2280,2023861554,1983,434
49860,8915615268,1975,63
49860,8915615268,1975,962
49860,8915615268,1975,887
67864,9902502178,1996,949
67864,9902502178,1996,245
62202,6893654467,2000,386
62202,6893654467,2000,870
62202,6893654467,2000,974
50089,1394729093,2017,238
50089,1394729093,2017,138
48578,8248902755,1979,166
81376,429109794,1994,705
81376,429109794,1994,54
81376,429109794,1994,927
87973,2923088973,2001,469
4941,396088341,1986,466
4941,396088341,1986,234
12996,4729800724,2023,633
12996,4729800724,2023,433
69404,643789746,1998,202
86529,408377189,1981,967
86529,408377189,1981,679
86529,408377189,1981,465
9278,8525900858,1974,272
9278,8525900858,1974,66
90129,5171818697,1975,987
79975,9250048563,2016,601
53003,4961950894,2014,651
53003,4961950894,2014,313
85577,8386724773,2012,443
85577,8386724773,2012,477
72986,1467230294,1988,883
72986,1467230294,1988,593
72986,1467230294,1988,584
47844,9498363983,2005,761
48866,6664424850,1972,247
48866,6664424850,1972,15
34890,9729106756,2000,335
34890,9729106756,2000,883
61134,6984061653,2011,560
61134,6984061653,2011,178
61134,6984061653,2011,786
92193,5190157025,1972,220
46714,5512217498,1981,762
3983,96388096,2010,62
56584,9145506388,1972,897
56584,9145506388,1972,817
56584,9145506388,1972,271
58976,6023995265,2007,718
22484,2720841202,1993,680
56815,742458180,1998,261
46508,1519855869,1996,825
44094,8332141153,2024,160
44094,8332141153,2024,85
44094,8332141153,2024,178
21778,9939902903,1975,28
21778,9939902903,1975,76
35711,7910799655,2004,113
35711,7910799655,2004,371
35711,7910799655,2004,656
94470,7393382573,1990,777
94470,7393382573,1990,44
83743,3284837366,1975,908
83743,3284837366,1975,293
83743,3284837366,1975,995
27486,6963401970,2000,725
27486,6963401970,2000,829
27486,6963401970,2000,943
40101,8720234537,2008,580
40101,8720234537,2008,300
27458,2651365780,2021,579
27458,2651365780,2021,316
70086,2902448648,2000,214
3456,1325834989,1987,768
77516,301761686,2020,550
77516,301761686,2020,893
77516,301761686,2020,950
3425,4580603541,1981,33
3425,4580603541,1981,107
63881,2402353225,1985,91
63881,2402353225,1985,804
78125,2808261322,1970,43
78125,2808261322,1970,56
69469,4151710517,2013,57
69469,4151710517,2013,646
5435,2698955336,2024,873
5435,2698955336,2024,2
5435,2698955336,2024,504
52674,8480399333,2009,861
52674,8480399333,2009,743
88639,6519740423,1989,420
88639,6519740423,1989,895
88639,6519740423,1989,447
98754,8114535690,1987,109
48105,8348270848,2012,312
48105,8348270848,2012,475
48105,8348270848,2012,711
95772,8793329203,2009,893
95772,8793329203,2009,237
95772,8793329203,2009,952
33193,3955126489,2022,260
27976,5013993426,1981,129
27976,5013993426,1981,406
27976,5013993426,1981,59
39265,4047437402,1997,213
39265,4047437402,1997,303
42370,636813334,1998,845
12242,3327799235,1991,543
12242,3327799235,1991,358
12242,3327799235,1991,299
39905,3044979419,2017,492
39905,3044979419,2017,222
39905,3044979419,2017,323
75326,5164233434,2022,220
60809,4628940053,1992,664
60809,4628940053,1992,238
60809,4628940053,1992,475
39365,1741864568,1977,413
39365,1741864568,1977,296
39365,1741864568,1977,830
55846,4088253128,1983,469
55846,4088253128,1983,968
87488,8008222820,1992,114
62521,536031196,1974,268
15158,5870342573,2020,231
15158,5870342573,2020,171
15158,5870342573,2020,519
77180,8433260423,2012,60
77180,8433260423,2012,681
77180,8433260423,2012,257
18115,8364086298,2023,425
18115,8364086298,2023,730
18115,8364086298,2023,289
50776,9891987609,1988,923
50776,9891987609,1988,968
50776,9891987609,1988,858
87323,2918657524,1978,200
87323,2918657524,1978,240
87323,2918657524,1978,744
87464,9354377545,1987,116
62964,8842544292,2020,66
62964,8842544292,2020,206
62964,8842544292,2020,755
57069,3855598974,1997,908
92904,4464167829,2005,171
92904,4464167829,2005,175
92904,4464167829,2005,414
14141,61417471,1994,509
14141,61417471,1994,15
67794,9702234054,2015,784
67794,9702234054,2015,242
49308,6392609498,2023,982
59751,9892452843,2011,515
6572,6634998880,1998,544
6572,6634998880,1998,830
89489,4322124516,2001,21
8407,2887386429,2002,218
75533,2301992234,1998,309
75533,2301992234,1998,106
75533,2301992234,1998,412
99380,3632751898,2015,640
99380,3632751898,2015,191
36906,4014218169,2022,385
36906,4014218169,2022,629
12589,2020023467,2011,563
67661,5892970599,1972,797
4130,6814201637,2024,54
4130,6814201637,2024,271
4130,6814201637,2024,273
36338,8714063430,1993,280
7677,5823928610,1980,693
7677,5823928610,1980,512
7677,5823928610,1980,718
14733,362825466,2019,530
14733,362825466,2019,982
14733,362825466,2019,784
82719,6392236501,1979,535
86727,7309038486,2017,590
86727,7309038486,2017,953
21435,4738931603,1994,720
14125,3632360360,1978,459
14125,3632360360,1978,542
45624,1932736848,1998,748
12030,4069832641,1987,588
48178,6975402895,1994,68
48178,6975402895,1994,326
9314,4919352554,2022,690
9314,4919352554,2022,359
9314,4919352554,2022,573
54566,4611388838,2014,998
54566,4611388838,2014,320
78720,5023169490,2015,856
78720,5023169490,2015,328
78720,5023169490,2015,310
39309,8061784498,1987,34
61473,4485961632,1985,101
98757,4665962997,2004,538
71566,4208929124,2019,691
71566,4208929124,2019,149
71566,4208929124,2019,375
15898,8424865189,1976,819
15898,8424865189,1976,43
15898,8424865189,1976,705
67608,7371077308,2002,819
67608,7371077308,2002,779
67608,7371077308,2002,763
14041,9479135449,2022,19
14041,9479135449,2022,346
27667,9863892931,2007,171
59508,7915896588,2020,625
59508,7915896588,2020,95
59508,7915896588,2020,302
66669,9109475215,1997,757
66669,9109475215,1997,747
71987,2610752942,1976,136
71987,2610752942,1976,25
