CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,CustomerNo,ClearingDoc,ClearingDate,AllocationNo
58987,4736589037,2007,447,2Ww7,97cg,99228,7801xcxzY5,2007-12-06,9773okAfN8
58987,4736589037,2007,946,2Oy0,81jK,67425,9861slZHy8,1995-08-25,1867tDabX1
15757,4909847610,1981,92,3cq3,71Ho,88771,3000zJpfm1,1981-05-05,0774qqaHC4
15757,4909847610,1981,3,7QM3,14dE,70853,7790ilBTi7,2018-05-04,8323skEvz1
92743,5321997075,1971,688,2yy1,27gW,16128,2169zddYV4,2020-05-25,2546dLOoK4
92743,5321997075,1971,795,3HT2,93bs,36347,8752gvzCl6,2018-03-31,8072FOZOK6
92743,5321997075,1971,345,1pc5,63CQ,53632,0151qhUtN7,2007-11-17,9977pKkTg0
20084,5154892369,2022,356,8NW1,92MW,56711,2712ozQqW0,1993-11-28,9825qRTew7
20084,5154892369,2022,110,8OQ1,04mM,78320,4702EAnzp6,1973-12-05,2567OIyLU3
20084,5154892369,2022,884,3iu2,51pk,60148,2945fuBut8,1975-07-23,6439eazDI4
83398,3596212205,1981,19,3NA6,62RA,31058,7191jRzIu8,2020-09-03,4965dtpfM7
20479,4427439857,2012,71,2dR6,31JI,52433,0437urRBP5,1985-05-30,8366bUEuT3
54403,204323302,1974,298,3us7,51vC,97435,5686IChxY1,1988-04-12,1197ijhPN1
54403,204323302,1974,633,5BP0,75Ct,58258,8848kEvhr5,1987-01-30,8403wQCxY0
54403,204323302,1974,310,1Uq1,76ng,75376,9423bGfxx1,1986-06-19,1005SpAUq2
63168,9189494324,2007,391,6MV1,31Ub,31999,0833kepnU8,1986-08-05,7069kRejG2
63168,9189494324,2007,614,9Cc6,51Xs,82182,6449iQZfP0,1977-01-23,3252OdLkS3
28192,1614386993,2017,201,1Pd1,47dM,70247,0805RSFum1,1973-01-11,0690FFvIb2
28192,1614386993,2017,750,3TF0,06yj,98480,6930nqlda5,1977-12-14,2000cKLoQ9
23662,4245910084,1994,768,1NP2,85nz,53387,3550RKcHR8,2012-10-23,1113CtKvV6
99514,9272819148,2002,142,7IY0,96Ma,14832,6730BXdHo4,2006-10-03,4790nhFEq7
63395,3024762832,1994,51,2hi2,11Jb,92266,9271NzQxY2,1990-05-01,2221gqmbG6
51703,2758186347,1986,457,0st5,49OS,99723,2646gNvSd8,1995-04-25,3576uIdHf7
51703,2758186347,1986,450,4aY7,99NB,98571,0836CxWHU2,1987-07-20,9911hjlzr6
25620,9619600236,1990,725,3tj5,25fS,63988,4354eqtzT3,2024-01-06,4106XtLUQ0
69645,2444898575,2012,48,5lg2,61eo,67197,6082nbVuS3,2004-02-17,9432ByvUz5
76037,5808221088,2014,131,7Xj5,50gb,50889,2606IjvYN4,1985-05-02,5208LKqTp7
76037,5808221088,2014,802,2pS6,38Bw,79110,1985jyNEM4,1972-12-12,1726DoTld0
76037,5808221088,2014,338,3GV1,32sg,78844,4831CeVaK5,2017-07-19,8926lhssy4
31420,1254484820,2008,887,4jP5,48Zb,91240,2192zJYjk6,1981-05-16,8478jZdcS5
45728,8634168569,2024,732,1Rn1,81yr,62940,3800WrgDh7,1991-10-07,0077bFeHe7
45728,8634168569,2024,405,0Bs3,24hk,11467,6792zzMAK4,1990-11-23,2455LdtEG7
47917,2450967899,1977,890,5hm3,15RL,15072,4286MfDFH1,2018-01-21,7672jttEu8
47917,2450967899,1977,705,4he0,68yo,86718,1618BnibA2,1985-11-09,8824UzCTV9
47917,2450967899,1977,657,7rR5,61mA,3558,5685FfDrU5,2010-05-02,9537lWmUn0
61679,6441015238,1970,13,8hB9,08JN,7907,8667WtSvf5,2010-10-21,8556PnYnl4
61679,6441015238,1970,690,9Ww0,79zS,48896,4726Ogcsh5,2008-10-30,9616jJAjB4
61679,6441015238,1970,321,6Vf6,18rI,25768,5167BdVjo6,2021-05-02,9593gwkNx9
92682,6217363655,1989,186,6QO3,56sF,16546,3212nNysZ5,2003-04-07,0217rItao8
30414,3521112164,1979,51,8LP2,36lE,44243,8080bxfio6,1991-05-31,7787yDJBa2
16123,2478484082,2017,642,4gp0,89uo,25747,6654WtOIp1,1973-11-18,4616mXKLC7
16123,2478484082,2017,39,0gu4,50Cz,97115,9741zqqEl9,1993-01-04,0285sBHtl8
23591,8911059287,2001,348,1Fu4,36Zl,52385,9816SKjgm7,1989-09-27,2157HVVXy9
23591,8911059287,2001,205,8na4,50UP,19782,7774GTnKs0,2002-12-19,3099leymx9
17889,4879058057,2023,86,1jJ7,18ff,37879,5071TEumK0,1983-11-02,4409OubVH2
17889,4879058057,2023,784,4FC4,52Uq,41548,9825Qxqcf5,1974-02-14,3429jDSKA6
7602,9714422680,2001,311,4VR5,46uC,21892,3414ksDyV5,2020-06-02,9139lUgmB9
7602,9714422680,2001,262,6pE6,55zW,11029,5969XUjak7,2002-09-22,9026jkMXA3
7602,9714422680,2001,345,5OV1,12Vc,5099,9829nviuA7,1993-07-08,6181WJDdb4
32055,8176056181,1998,532,1WK1,28Un,39356,9963UIpsl2,1972-12-13,6403emmJN7
32055,8176056181,1998,749,2Ww3,37VN,78288,3227KqbUP6,1981-10-05,4621EDNqY5
28286,280735955,2014,694,8ze9,63Hc,66190,8160XjztM5,2021-09-20,1747BzrzH0
30157,157892978,1990,203,7rE5,96Hq,39407,7018GGAqk3,1972-02-25,8615cKZbR0
30157,157892978,1990,90,5zX2,49is,95289,9123EjkIn4,2022-11-28,8308DwneG4
30157,157892978,1990,237,6Vo0,56cQ,80348,0504gZijk1,1998-08-20,9555wSnNn5
68183,4169906556,2009,370,6dx7,96WP,35241,2510SXApP1,1985-08-26,7341nrgJx8
68183,4169906556,2009,602,8tb3,94HF,81960,1033nQCHt3,2004-03-27,3982uULCj4
86129,4886412426,2005,17,5ij5,44PS,68820,1054ukiIF1,2015-01-18,2458hNLAt2
86129,4886412426,2005,847,7Yw9,67Me,48809,3242TuEIZ8,1997-04-25,3288ZXSWp1
86129,4886412426,2005,513,3Ji8,15io,65847,5958PMZRC6,1989-04-21,8143jblNa0
99620,1523345917,1996,413,6Nj3,38Af,35113,3206WjUwB1,1973-04-09,6564Kfpzw0
99620,1523345917,1996,2,4py6,80ah,6022,2050CZCRo0,1978-08-14,0254OUSzZ8
99620,1523345917,1996,496,6qA8,77Wg,64520,8346OrIUZ9,1986-12-23,1640VhTza3
58449,11951553,2011,764,1Qr4,68Ya,50377,4395dWXSl6,1986-04-15,4163jOoCa1
64490,7909818305,2006,32,0Qt6,12dY,92722,9900dgunx2,1972-12-13,8377FvhPO9
64490,7909818305,2006,630,4jV6,14YM,96994,1909NFSJm2,2022-09-28,0582ITKLA4
1861,8188273927,1976,642,8zr2,56PW,44426,9697LetSs6,1975-10-10,2830hIoEw1
91699,7484557835,2002,708,3aj1,77jI,60664,0273Jmzri2,1996-01-05,6016SCgBE6
29075,2624611713,1978,397,4CV8,24gj,65305,9947BSLKE5,1998-04-10,1674aYRco3
29075,2624611713,1978,143,1jl5,92wl,239,1087DZybo1,2023-08-05,9286CEMPq8
29075,2624611713,1978,763,1rN9,70Uf,15309,7937mJxXM0,1993-06-19,6495Orfel3
77801,5646474281,1997,438,5jn7,43kR,67015,5332fOYjQ0,1990-07-02,3243uJdZX5
68972,9676980286,2006,869,6Hy4,68bt,90273,0746VmBBW2,2006-10-16,1286wsHsq4
68972,9676980286,2006,782,5Hr7,67sy,51489,9520WlODG5,2012-05-23,1299rUGnL5
68972,9676980286,2006,479,2Or5,02kg,26374,4163dKvpb9,1976-12-16,8874gsRFK1
11499,3240182663,2019,347,9ZQ5,05uD,74101,2229NJohq9,1978-07-26,8357gzGhM1
6234,8150227140,1992,698,0PD0,73pC,32932,5793mphxb8,1990-04-19,6124hcnTG9
34181,9668529157,2017,904,0RV0,81Sw,72035,1248JWHLQ1,1976-06-06,4140fztbp6
34181,9668529157,2017,968,5Ug5,63ko,79444,9036NvKcy6,1984-04-06,5876kqtul8
67833,2786352138,1999,442,9Sk6,51Cg,90498,4799WPqLs6,1998-01-12,1652AorMa9
67833,2786352138,1999,454,4ay9,69CK,57869,1101NOZjU0,1992-07-22,8161ZUuDs5
67833,2786352138,1999,65,0ir6,42Ba,26330,9172TITLW3,1987-04-02,5124GWmic8
69155,6206057581,1987,118,4QI2,65Hs,88777,7071TTAcF2,1993-11-14,9615zDMoS2
69155,6206057581,1987,239,9jj0,10zp,92388,7449jBBoP1,2000-05-11,1318crPOC8
69155,6206057581,1987,546,7jn6,40Cb,81815,9308ALWeO4,2012-08-29,6167oVYYf5
91213,5312966447,1987,920,0Ix5,53nT,17130,2653FRYLL7,1977-03-07,7803xrzEO1
91213,5312966447,1987,119,0He5,74rP,17487,6592BTKIc2,1997-10-10,4001RXInt3
91213,5312966447,1987,757,4Px2,49zQ,6112,3940ulOzd6,1973-04-11,6915EjrJT2
40132,6225932083,1981,455,1pW2,57Zz,40192,9011jzHFJ9,2010-08-05,0157CvwBF5
40132,6225932083,1981,182,2JP3,33dC,24765,2949nTcJK0,1977-12-27,3146GrrRv1
82751,8986373616,2019,441,2kq5,53sB,12060,3594lgGwB9,2006-07-23,6925ZrScE6
82751,8986373616,2019,537,5iY5,48gn,37797,9665jZswK3,2015-06-30,6820omAXw1
82751,8986373616,2019,132,0xE2,70aU,35113,9832BXkVV2,2022-07-22,4684PTuWn4
8942,6060040583,1982,354,4zL7,08CH,87724,8910gvJrD9,1987-05-17,4152bhkRs1
8942,6060040583,1982,402,0Rl3,28Zn,2787,3486blsQw0,2013-06-21,2212ZwtEg0
8942,6060040583,1982,222,6Pz7,79en,99315,0934bufTj2,1987-05-17,8013pjfiN5
81726,5623381982,2020,88,6Fh6,48mA,76860,0107mATYJ6,1989-03-21,9584ApoDk0
73921,423472325,2021,972,9nr2,01qE,44727,8441TJjlz2,2000-03-20,8115uJDOi3
73921,423472325,2021,868,9tS1,87sp,90727,2858ScVKS4,2007-01-24,4972PuNnH5
73921,423472325,2021,757,1MR0,57PP,92995,1394pAOBC4,2009-06-15,3135XKbkH3
79635,1332947222,1973,772,5KL8,20gv,42394,4071HIpRv2,1989-06-29,4094KrMDw6
79635,1332947222,1973,99,4ue7,40Yb,20410,4314OcIpj6,1982-02-03,3995aPexP7
76376,9274613712,1995,782,3ns7,15Yc,83805,7077FilFZ1,1991-03-01,3754Izkfv3
34639,9789766227,2007,931,0au2,30je,55901,8990Gajro2,1978-11-16,9352SMpcB8
87237,7444333786,1971,659,4zS1,34NA,81551,4134kcwwC6,2000-04-11,7817tTKZe2
55028,1547240338,2004,237,4gj8,57bP,46582,3224PdZCI3,1992-11-19,1982wBnnS7
26206,6333366328,2008,443,2pE9,80GM,49946,1657Xqaic8,2005-07-16,1245tTDQV8
47663,4326989645,1983,364,8Zh2,29tH,25241,5911QDLTg4,1992-01-20,1112XHLBY5
47663,4326989645,1983,29,5UQ3,35ME,84035,5388NfOUM7,2018-01-05,0086bexiV2
47663,4326989645,1983,906,9Nn6,86aK,14349,0904wQgks8,1990-05-09,1250oQYau3
5639,6098884204,2016,171,1dH6,68MX,6608,6953IbQeM9,2020-12-10,6747LnySV9
5639,6098884204,2016,599,3yr1,90pI,63054,1891GhvIm1,2010-01-01,8442tsHOW6
5639,6098884204,2016,415,3Gy5,06qX,91245,8216iCdWt6,2000-11-18,1985IBUNN4
6150,7166153454,2008,957,7iy8,66JA,74709,7920TfbEL8,1982-09-28,6506DVWSC5
6150,7166153454,2008,521,4wN7,47Co,91292,0719DvDsL5,2007-05-05,7491FWTRA3
6150,7166153454,2008,616,0nu5,87pW,91226,2737aGzRb1,2010-02-01,8792mqddQ5
17445,1859310471,1971,258,5Ch6,97bl,14084,3192QJGFk2,2001-02-27,2297RmRAM2
17445,1859310471,1971,551,0ui0,54au,11836,5579fYFKi8,1986-09-08,3099WSstB8
17445,1859310471,1971,271,7DZ6,38sW,66710,8380JqATh4,1984-06-29,0258epnYb8
88856,5183786352,1982,203,5yY2,10ex,53832,5943QAIjS1,2017-06-16,5591jcfPZ2
88856,5183786352,1982,945,8mP1,56me,13427,3528HnoQQ8,2007-09-04,2608heQOn9
69304,1316116860,1994,707,2qo4,24Wa,19834,0310dQlFs5,2007-02-14,5939qnjOR8
69304,1316116860,1994,180,8ZJ1,30sz,82669,8454ilLEA0,1992-01-29,5406AJtGl4
69304,1316116860,1994,189,9LC9,22dQ,59819,6127BwjxD6,2015-09-04,4129owCZk1
6678,2686320769,2018,979,9Nv2,90cw,48014,3388lUJrP5,2004-01-02,0252GWgMe6
6678,2686320769,2018,184,0xR5,75qn,57076,0461NkQLD4,1992-05-22,2850PDCYl5
6678,2686320769,2018,148,3Hm5,72du,58157,5351zcbVP9,1985-03-31,6996EuoTF1
22894,1213675209,2016,222,5WV7,58uR,99031,8095OxOUr9,2017-11-16,9191NnDaz7
22894,1213675209,2016,462,4NR2,45mk,5346,8742KSjhx2,1980-12-29,3247KLDUt5
3385,4945116939,1992,988,1qr2,27vu,68473,0082gQvKB7,2021-03-23,5644NmjYh4
3385,4945116939,1992,260,0NS9,76NN,10064,6730pqKgg3,2001-07-21,5626OyiSw0
3385,4945116939,1992,384,5Sf7,80Vy,57024,1864axuZS9,1984-10-15,3349USZuU4
98390,3167426046,2004,609,5sw8,98TF,95051,9371xkxPr4,1977-11-11,3790RDfzX3
98390,3167426046,2004,154,2cQ9,95Sr,94400,8405WJNvk4,2007-12-17,8899qTjGM3
98390,3167426046,2004,12,5Mv0,14Vf,70818,3351YQHcT4,2010-01-16,4576LuuOv3
88047,2573119554,2009,571,3pK2,29CZ,6820,6968KfKsL0,2006-12-21,6545mnUrT0
88047,2573119554,2009,972,9du9,79bi,52339,0096eBjsX3,2002-01-26,5747AgdtG2
35137,2033792540,1975,343,9QU9,90ZM,13006,8288kxSVC0,1985-05-19,0347yOSVF7
35137,2033792540,1975,566,1sD4,90GO,45191,2909Fadxd4,1994-11-05,8117zgmZy4
35137,2033792540,1975,909,1tl4,18SI,46981,6860Tmijl4,1991-03-31,9879oxgqi2
76076,1061072179,1970,526,7Yp5,70zC,97031,6427NhbdU5,1976-09-14,5666GEaUA0
76076,1061072179,1970,482,3UN4,87at,29098,2805RGBun1,2006-01-20,7119oLtwC3
76076,1061072179,1970,57,2Wc3,93Uq,41657,0796eioJJ8,1999-02-10,7186ttxnl4
7446,552441067,1972,997,0oF2,66XB,62361,7147QftyW3,1979-02-24,3929SyGPz3
7446,552441067,1972,850,5sU1,11Zj,7568,5273BdeWd1,2018-09-03,9418ezZSP4
26627,4327307222,2019,399,1HK1,02JT,67698,7955kqWsr9,1994-03-17,7682Oblvt7
10938,3361101139,2005,366,7FU1,92pf,6751,5019gBHkz6,2014-05-22,2439jLkeh2
10938,3361101139,2005,279,4Dz1,41lA,68080,4127NIgNB4,1997-09-02,2882fsAuj3
10938,3361101139,2005,146,5eQ4,46EB,6019,4877aQOLa3,1990-09-09,4132vPzGj7
39550,8782227457,1972,603,9Nk5,16cw,45780,2948zZoJz6,1999-01-10,5616mTVJe5
34563,5514862898,1993,29,8bW5,22bD,70919,6138WXURx0,1985-12-03,7862RjTwd3
36547,1948637331,2020,667,4zo2,77fp,93367,4011esooO9,2020-01-10,9442ZVwjh4
68206,9029884317,1991,311,2LK2,88xG,95806,1655dobCY1,1974-03-24,5125pmkks4
70073,8506682329,2016,1,4FH0,78mJ,57053,0463VGmPO5,2003-11-03,9872BSFQB7
70073,8506682329,2016,618,6wa1,25rI,20220,6369wCZyv3,1996-01-30,7306meorR0
70073,8506682329,2016,916,3Qw7,49tt,52404,8655iPeRL3,1999-10-16,6628vcBty8
60381,3737019672,1972,472,1IA1,55XD,45119,1206hehHX7,2020-08-12,6692PCvlF8
60381,3737019672,1972,820,2DL0,67hF,58130,8591aAIDa5,1982-04-01,4910FelNj5
93247,3134710304,2021,382,5Fn0,23Vo,76165,1318hyaRD2,1970-07-05,0855OzGbz5
16238,9715762174,1970,845,7ii5,07BR,33303,4450ursxo2,2000-07-18,0196HkAci8
60442,3429790406,2024,62,0Wb3,00Ur,29392,7192UwDZT7,2023-09-18,1667znvhT8
60442,3429790406,2024,3,1WT5,82Pb,5424,7849qBVEM1,1972-12-29,0952ZEkng7
60442,3429790406,2024,247,4RT5,56oP,79742,8864PwBSn9,1992-12-10,3213CuLSP2
18405,9574648654,2005,195,0Im6,00lq,99515,5698EkmzT3,1981-03-14,6452tRzyA2
48405,7360323771,2010,141,1cq8,82ZW,74990,9920erlVf6,2022-05-01,4439EjOVM7
48405,7360323771,2010,306,0Of8,01oX,79853,6154qzpNN2,1996-02-22,8963fiLoz9
32271,4831033892,1983,616,2js9,93Px,46069,1213FBzIi8,1997-01-29,5778qPzRa2
32271,4831033892,1983,369,5ZS7,81bL,22117,6807TAIPb8,2006-12-22,8646uszaa3
32271,4831033892,1983,208,6CJ6,61Jf,10064,5967Jmskx6,2020-09-15,2924PrSqL6
63395,7869250289,2014,553,1jd9,86cS,74675,7527AVviK1,1991-01-09,9647ktkRK0
17571,2873630249,2002,673,0bC8,22Ul,34472,3257wpPts7,1991-10-25,8797LHMGX9
17571,2873630249,2002,175,3pD2,01Co,42231,3641NwAzk0,1988-08-24,3625urThI3
17571,2873630249,2002,51,0AZ9,46xK,3783,2364JbBKc5,1991-04-29,9199nQfVh1
29803,911308014,1996,56,1mU8,94WW,12896,8409jkByI0,2011-05-15,6430glzvi1
14380,3402159424,1991,349,4ng3,69bO,84894,7507qyGAY4,1974-09-03,0690kTIhq4
14380,3402159424,1991,721,0dV6,61Hx,64403,4876XQQCx8,1973-11-05,7659GTGoI4
82985,1978997668,1980,98,0Bj3,52xj,53594,0321xSJDh3,1996-10-25,1415tenek7
82985,1978997668,1980,680,0Ra8,85Cd,48395,8313BGUae1,2012-05-25,1503nyUIT9
6141,1507002660,1984,22,6jc6,86do,32140,8818fNHPn9,1976-09-15,1591BHMDH5
51322,6587033711,2008,921,3vM6,83FP,34312,9466ZnLcG4,1983-04-08,5857gxBrL3
51322,6587033711,2008,557,1Qx1,99ah,63442,7241Xcqpk5,1991-07-23,0619AhhZq6
51322,6587033711,2008,471,7hi0,57Yo,85474,2899FBtTk4,1995-05-24,8106Jvvel2
38073,6856152726,1972,140,5xi5,15aH,19024,8733FKHuZ5,2003-09-11,0233EnuRa7
82038,4508606568,2022,39,0kF8,57FZ,80613,3460eZOqs3,2022-03-28,2526xkGPK9
82038,4508606568,2022,682,6RG2,60EF,30436,8553hgRhv8,1983-10-15,5146ZgXUE5
23697,2336102057,2012,965,2dN0,17ZC,87586,1466cuZhj1,1972-09-25,7493cYlGK9
90729,305002038,1979,548,3QM8,15KY,78565,4347Avrwo4,2003-01-16,8889ONrcK0
70445,1088481735,1989,484,1Wj0,79bf,74847,1137BUwub2,1970-12-30,2808efePq1
70445,1088481735,1989,917,6Sk2,05az,49946,8854SWjzO0,1996-07-14,6578hCgUo1
80160,5747749931,2012,291,4bw8,29rV,1447,6308tNLan7,1982-01-26,3731OYTIS5
98657,6582898155,1995,660,7jT3,57XB,21461,7432MJWmz6,1987-08-04,8623xWPGE8
98657,6582898155,1995,23,8dl4,35Te,93155,9248LODsy5,1976-11-23,5823ZtCnA5
98657,6582898155,1995,629,3aY4,55ql,17242,5670ZOPju9,2003-08-20,0801wnDTp7
37045,1903542897,1989,165,9ke9,65aV,22958,4739KTKmH1,1975-11-12,6164yrKuv9
37444,3946121882,2022,95,7Om6,04JX,99623,0150UybGC1,1981-02-28,1861WvvRL8
37444,3946121882,2022,871,6CJ4,71tW,55901,5567ghTSO5,1983-02-12,5731ZfrNf2
34088,4769543123,2002,332,9vN1,16cs,11533,9145gnGsA0,1970-10-01,1029MaOVb9
34088,4769543123,2002,631,9Se2,22Qv,54736,7898cYqVz7,1971-06-25,9636gfvxx0
34088,4769543123,2002,648,6Tq8,33lm,57329,3796NVWni2,2000-06-11,8559irQDB6
93421,2256547294,2019,444,4TV4,83wW,94484,1810MrshG3,1999-07-14,7310jJvTP0
93421,2256547294,2019,974,5NK9,08tW,60566,0077waOcV2,1981-07-26,8908rYcXx7
93421,2256547294,2019,232,3FK2,51pg,33635,4721ryogO2,2018-09-23,0391oLjct8
79387,6436013263,1996,236,0cB5,34mF,18626,9138NHcBJ5,2002-10-08,3952lgbgW6
79387,6436013263,1996,385,2Cp3,35Hd,86927,8745bhKKH9,2003-04-22,3643aIJdz9
79387,6436013263,1996,332,7yc9,72yd,57790,4645AQUYQ9,1986-08-27,3506TEXrD3
77230,6361804358,1995,691,0ma1,15kR,27380,1023QHdcJ8,2008-02-16,4207UbtYL9
77230,6361804358,1995,351,2OU7,73ZY,59173,8152WXobB0,2006-10-18,2138OZsll5
77230,6361804358,1995,152,0wt3,49bT,11263,6161XGEHP5,2011-07-19,7614iFWvp4
50752,3002810970,2015,811,4eL9,34ou,69978,0447cSoSj7,2023-02-19,4078bmPoK4
50752,3002810970,2015,261,1ZU1,89Pw,34882,2644WyhfA7,2002-11-25,2608EkgOz5
11573,3225082757,1970,416,3Kc6,69hp,68916,1008thjas5,2008-07-18,0663hweBM7
11573,3225082757,1970,128,7tZ3,58ll,29072,0200TClEk3,1976-04-13,4654vOeop0
11573,3225082757,1970,710,2Zh3,80DK,59151,8049NPkcm3,1999-11-25,8125QfDKD8
86699,1341124819,1988,917,2bt0,59Xl,41001,9143btpHu1,2014-08-30,1014aAmAI9
86699,1341124819,1988,176,7Mo5,49kM,61865,5723IHUJo3,2016-01-20,4290WjWXO8
86699,1341124819,1988,811,3Ow5,90eF,81368,5290YgMgR2,2006-08-14,0650linJQ6
79132,1701724305,1981,863,4Qs8,84JR,2099,9590OxxfB2,2001-08-07,1668rOmxy2
59478,3426698439,1999,416,0Oy8,11Zb,26048,7099gdPkF3,1975-09-11,2802qCXRX0
59478,3426698439,1999,366,7Xn4,88Xa,70151,6660KDioJ3,2021-05-18,0652EdqXC8
59478,3426698439,1999,938,5kh2,25GB,8262,6566wSdYu0,1994-02-26,7473qhgbX3
88966,789568210,2020,232,3fO4,50cs,40397,9924ADyEt8,2010-05-07,5232hVUvL5
95659,2055687830,1971,429,4yA9,22XK,13203,5193IFGep0,1971-07-23,6883OVhFK5
9266,2836441164,1997,197,8Eq9,03ou,42578,4450oDKNx1,1971-12-27,2170hiHlC3
44857,8664653059,2011,707,5dx7,52xz,15968,0056yPCFi7,2021-09-02,4296vqoWP8
57178,2584957114,1987,615,3vq2,76lo,22342,5526qtBGb2,2005-05-24,3767qMXxK6
18216,669012178,1997,605,1zY9,86CI,76837,5839ZSAJy8,2019-04-22,8420CHDRL5
18216,669012178,1997,88,9dY0,51sN,44831,4753Uphzy8,1984-10-31,1565AzJyx0
18216,669012178,1997,663,8Tq5,90wO,81980,7622RLabu1,1999-12-28,0663hPkSF2
79188,9205610654,1998,502,9Ph5,69gf,82834,5032paIuu9,1973-10-27,1990Remli8
20395,6743233232,2010,19,0rx4,92oh,63564,9961rdmrq4,1986-02-17,5993RhQJE0
66784,9286073506,2007,962,1xP5,04tT,73713,8774LLpYY5,1974-04-13,3814WTlTP3
66784,9286073506,2007,377,0BX2,15ax,20345,0598DmNyZ3,2009-10-04,4202ERFVD7
66784,9286073506,2007,954,1aB8,93ob,18717,4526Teruj2,1994-03-29,2362SwqFR1
37054,8815397181,1987,672,5Pw4,06hY,37372,9673gWqkj9,1997-09-15,2524piKqs2
29332,9847709686,2024,57,9bi6,23ug,29893,1705NLYeP7,2015-06-26,0390WTlSf2
29332,9847709686,2024,481,2zp7,48Yo,77974,1635JwgNW9,2020-08-11,8461ZgUYC2
29332,9847709686,2024,209,9nr7,95fS,40276,3849qcODI1,2012-02-13,9964yeitz5
47553,8821949600,2000,695,4ru6,40Rh,41108,2803mxxSZ8,1989-08-26,2302DxTjx1
47553,8821949600,2000,474,7KV5,55Ja,42523,6662diqgl4,1980-09-22,2798JhPap9
41787,5585827922,2021,799,5Ht0,15Kq,533,2828KGUHE3,2015-10-02,4883UkEvW1
41787,5585827922,2021,388,5Qc1,21Oo,17860,6347ZeUiy5,2007-11-26,4341JfeIM5
80935,8933292673,2011,633,1AR1,94oV,30405,7922tnibP1,1972-03-07,8981JvrJz8
80935,8933292673,2011,160,9Jr7,27jF,46649,9339Hyuop9,1986-06-10,5679NFSeB5
80935,8933292673,2011,507,6OG4,69dv,63677,0443cxJWy9,2023-09-20,1712ucWjn7
12637,6188939682,2017,30,9Lk0,83ET,45125,3870pZetR6,1972-06-24,7777ibbCM9
12637,6188939682,2017,597,6VH2,52Gb,88641,9353pLubP5,1984-07-30,1725IKmlj0
12637,6188939682,2017,269,2CM4,85WA,13745,6434LrwLb5,1972-05-02,8963TZXJV3
97678,120904171,1974,918,7xl2,08CJ,44728,2811NtINx1,2022-10-29,3896PpHtm8
71519,5613546543,2018,560,9Ki5,89Te,23653,2673GFsFh5,2016-12-06,5021tUpCq4
71519,5613546543,2018,38,4US9,00XJ,84603,4721ZstAU3,1976-07-24,4615Pqzzd9
88446,2711794564,2010,20,1dM4,82Jg,13006,7306CVqfS3,1999-12-20,1705osDex5
4370,7147664326,2014,487,5CL5,82DF,98794,2024AymFt2,1979-12-05,1885pKkUX6
46983,3401739407,2004,381,4bO0,07nU,1895,5922RIPGv7,2016-01-05,2576SpRAF7
46983,3401739407,2004,417,8it3,28qF,62629,8126kTCXX7,1990-06-27,7889Fukcp2
46983,3401739407,2004,551,7Ro7,34DH,12299,5911RzGGf9,2014-03-20,7068mkhOe4
93615,5713963177,1988,418,9vb4,38gk,70123,5015JfmMp7,1997-01-10,4596UXaLW3
4271,7188837017,2020,922,5Pc1,87Vz,38253,7397QsUqy3,2018-05-07,1697ddHlM7
52521,4307735077,2021,522,3Ve2,05cy,94813,9965QDenk0,1971-12-03,0276nrXNX1
52521,4307735077,2021,533,3Uk8,70cR,78060,2582nmqbQ0,1977-02-02,6219tmDlS8
52521,4307735077,2021,764,0Cq2,51iP,76590,3878DFBvB0,2022-06-23,8523DBrzQ5
59757,9687602918,2016,26,3MK3,43Pt,62500,7106cFyKF9,2006-09-26,8737PWtYC7
86380,8862685906,1982,543,1ia6,94fJ,58287,3762DgUyH6,2001-05-13,2627MbUeV2
76511,364434131,2021,683,2oT1,09cP,70892,0855YDDfK8,1991-03-29,7978Gfcea5
76511,364434131,2021,982,3kq5,06xZ,22957,3927BDegq2,2006-09-26,7406CQFaI4
76511,364434131,2021,562,3dq5,88yx,15914,2684STJhg0,1982-10-16,5714wSikM5
39476,5939703635,2016,833,5JB7,21oo,8225,6727fvbXa7,2006-10-22,8284FJUAu2
11470,3002815829,1997,770,0er7,54mR,46175,2446pTJqY2,2012-05-23,6025QKUxB1
97938,86766528,2013,5,6So3,72MH,86596,9477TSxrx0,1986-05-12,8439VDXGs6
25662,9817169703,1970,879,2Mu9,62cU,84603,9384QoaGt5,2015-06-10,6381skivU0
78029,962886268,2005,54,9mz9,03XG,881,6412DjeYB4,1996-01-10,0024NeOJO8
34042,9320397250,2012,942,5ce9,64Ib,22957,1756cTHBo2,1995-05-02,9564zPusN3
34042,9320397250,2012,319,9MJ8,27ch,56905,6881QUMcn1,1982-11-16,1582uwJOM1
34042,9320397250,2012,167,8fe3,73GS,62566,9865FbRqh0,1988-08-20,1895BHLvK9
65534,2058476027,1998,223,4cc0,18LK,36618,0710lDwfT8,1994-02-15,1821DfxQN0
28180,3379218899,1973,141,6wT9,24Fh,78758,3214aytEm5,2016-05-12,8920ujrrZ3
28180,3379218899,1973,580,8rv5,71gW,2155,8300shKwQ7,1970-09-02,3537DTHhf1
8724,7250849981,1972,370,2vy3,98SC,31815,9006HlSQI4,1989-05-04,1741qWSJu7
8724,7250849981,1972,219,3Uf9,21uZ,82055,6843cfwwa4,1983-01-03,3830Kyygb5
