CompanyCode,DocumentNo,FiscalYear,LineItem
17137,3584198162,2010,856
8895,5925047840,1988,946
8895,5925047840,1988,350
7786,1931160787,2019,693
7786,1931160787,2019,35
7786,1931160787,2019,355
78167,1326632033,1973,502
20925,5625314623,1974,620
20925,5625314623,1974,969
20925,5625314623,1974,995
32247,9697604879,1975,486
32247,9697604879,1975,569
31389,529732501,2009,257
82295,539566548,2019,931
82295,539566548,2019,254
82295,539566548,2019,94
51285,3664194165,1995,360
51285,3664194165,1995,588
51285,3664194165,1995,665
42170,5112393166,1990,725
42170,5112393166,1990,89
42170,5112393166,1990,861
30223,5934441601,2003,580
30223,5934441601,2003,482
56997,1490826939,2024,801
56997,1490826939,2024,19
56997,1490826939,2024,107
73054,656064560,2022,82
73054,656064560,2022,721
73054,656064560,2022,684
30956,544613619,2004,638
30956,544613619,2004,893
55627,4129349866,2020,647
55627,4129349866,2020,290
88695,2191648237,2000,914
88695,2191648237,2000,468
88695,2191648237,2000,276
71439,8397443084,2001,859
71439,8397443084,2001,506
71439,8397443084,2001,389
64822,6334450131,2022,433
64822,6334450131,2022,710
71401,8851820591,2016,34
66855,1021886070,2012,913
66855,1021886070,2012,771
66855,1021886070,2012,81
56066,5661469760,1985,580
44574,9303175901,2018,811
44574,9303175901,2018,334
44574,9303175901,2018,242
39371,5151928332,2023,334
59305,8935376991,1987,166
65230,1068525447,2016,890
65230,1068525447,2016,151
65230,1068525447,2016,112
40093,6291043649,1983,33
40093,6291043649,1983,336
12044,6719391889,1979,740
12044,6719391889,1979,925
58987,9754409649,2010,388
58987,9754409649,2010,444
11684,3226161100,2003,739
11684,3226161100,2003,707
11684,3226161100,2003,859
99110,165361681,1981,217
99110,165361681,1981,105
45724,4828281613,1994,759
85250,6314230947,2014,981
85250,6314230947,2014,54
31389,6954667857,2019,811
31389,6954667857,2019,530
39891,1596130366,1983,899
39891,1596130366,1983,789
95078,9197561717,1979,270
16395,5290122707,2013,810
16395,5290122707,2013,510
23435,361516178,1987,614
23435,361516178,1987,271
23435,361516178,1987,672
51295,3868632790,1976,496
61353,7739711887,2012,431
61353,7739711887,2012,675
61353,7739711887,2012,225
65513,608576778,2009,53
65513,608576778,2009,549
24762,5643798325,2021,761
24762,5643798325,2021,615
24762,5643798325,2021,627
56692,6714853620,2010,533
56692,6714853620,2010,139
90211,7228554239,2024,56
90211,7228554239,2024,96
90211,7228554239,2024,935
79781,6372386194,1974,451
79781,6372386194,1974,936
79781,6372386194,1974,994
87595,8510778815,1975,500
87595,8510778815,1975,32
87595,8510778815,1975,267
95981,5951120310,2009,67
95981,5951120310,2009,254
95981,5951120310,2009,401
81116,4954366575,2023,374
81116,4954366575,2023,81
81116,4954366575,2023,358
6290,2832890225,1980,936
6290,2832890225,1980,656
12848,7339227317,2011,840
12848,7339227317,2011,383
12848,7339227317,2011,430
42767,124279655,2022,351
42767,124279655,2022,288
42767,124279655,2022,350
9154,7253485153,1975,243
62717,5820138837,2013,907
62717,5820138837,2013,360
62717,5820138837,2013,789
83346,4449537190,2011,113
83346,4449537190,2011,977
83346,4449537190,2011,135
4370,6599411056,2018,290
67043,5274889724,2023,217
2286,4840722214,1975,683
2286,4840722214,1975,763
2286,4840722214,1975,384
92651,3039134887,1977,689
30724,6135711262,1974,803
30724,6135711262,1974,915
30724,6135711262,1974,479
6735,8199763004,1995,469
6735,8199763004,1995,569
6735,8199763004,1995,103
58398,9677948454,2021,146
53702,6711006383,2022,939
53702,6711006383,2022,862
53702,6711006383,2022,855
97327,1337209571,1981,81
97327,1337209571,1981,482
97327,1337209571,1981,913
4748,5266891273,2006,424
4748,5266891273,2006,558
4748,5266891273,2006,478
23871,1444908645,2024,634
23871,1444908645,2024,272
23871,1444908645,2024,347
90228,3454234615,1971,997
63019,4119943400,2003,611
63019,4119943400,2003,400
15106,6501307321,1982,182
15106,6501307321,1982,556
74553,5243715745,2019,255
74553,5243715745,2019,795
93305,3706174296,1989,343
93305,3706174296,1989,612
93305,3706174296,1989,511
95937,6108654050,2013,690
30414,6892206045,2006,797
57952,9579189485,1996,206
57952,9579189485,1996,587
57952,9579189485,1996,962
22346,163016578,1982,20
22346,163016578,1982,464
96437,4934641800,1979,882
96437,4934641800,1979,663
37360,5253653988,2002,959
37360,5253653988,2002,188
59259,5480291648,2012,871
59259,5480291648,2012,482
59259,5480291648,2012,509
90357,7188687684,2015,892
90357,7188687684,2015,482
90357,7188687684,2015,999
74497,6923279296,2000,226
74497,6923279296,2000,518
74497,6923279296,2000,662
42517,6234216529,1975,810
42517,6234216529,1975,60
89745,127721245,1975,977
89745,127721245,1975,339
63359,1464138874,2002,137
63359,1464138874,2002,345
63359,1464138874,2002,359
3385,1267007809,1992,35
3385,1267007809,1992,298
3385,1267007809,1992,262
25822,3146304880,1972,93
21409,5753670149,1976,649
21409,5753670149,1976,666
21409,5753670149,1976,240
72946,5177702802,2024,76
72946,5177702802,2024,764
4090,1716835038,2018,63
16141,6362430821,1972,147
98912,937471775,1975,593
12218,9901443246,2009,368
12218,9901443246,2009,162
47856,3020502142,2015,119
47856,3020502142,2015,55
47856,3020502142,2015,852
11877,4483973987,1995,46
11877,4483973987,1995,98
60750,3408132863,2006,328
60750,3408132863,2006,387
60750,3408132863,2006,632
81293,1069357282,1995,653
81293,1069357282,1995,133
38406,2908474936,1975,194
38406,2908474936,1975,341
38406,2908474936,1975,522
59925,5303106563,1973,129
59925,5303106563,1973,726
59925,5303106563,1973,848
12666,7705855332,1972,364
12666,7705855332,1972,750
93328,5451553567,1996,641
93328,5451553567,1996,925
64225,522436183,1999,18
64225,522436183,1999,414
58467,7025435881,2021,868
58467,7025435881,2021,815
64205,5799696396,1970,676
64205,5799696396,1970,185
64205,5799696396,1970,605
91625,5875826051,2020,302
91625,5875826051,2020,286
93238,9847335430,2012,87
93238,9847335430,2012,663
10665,4720223545,1995,462
77516,3752294485,2003,676
25747,852966804,1991,111
25747,852966804,1991,439
25747,852966804,1991,563
26855,6062939575,1987,736
26855,6062939575,1987,143
32635,1611413878,1974,537
32635,1611413878,1974,346
91367,1800679712,2020,122
59122,5320508494,1979,978
16184,5820303915,1985,464
16184,5820303915,1985,855
56262,519903282,1987,448
56262,519903282,1987,832
56262,519903282,1987,999
97471,1325757653,2016,533
97471,1325757653,2016,264
17103,9422740242,1994,832
88195,7738274721,2002,197
35583,579763409,1988,894
35583,579763409,1988,621
35583,579763409,1988,886
1221,2654653102,1972,468
1221,2654653102,1972,378
1221,2654653102,1972,831
60736,370884162,2021,425
60736,370884162,2021,173
14077,1088220462,2013,680
14077,1088220462,2013,63
14077,1088220462,2013,263
58312,6927438843,2005,419
58312,6927438843,2005,710
53136,2991377984,2003,15
65961,2143731673,2019,84
65961,2143731673,2019,640
65961,2143731673,2019,631
69122,3789146992,1992,551
57345,3978005027,2005,947
57345,3978005027,2005,339
70106,3791175419,2007,687
75896,7272143943,1995,807
75896,7272143943,1995,837
75896,7272143943,1995,200
36325,3709785730,1987,874
36325,3709785730,1987,780
36325,3709785730,1987,610
95423,8282656154,2011,463
95423,8282656154,2011,649
32351,4699993911,1996,477
32351,4699993911,1996,599
32351,4699993911,1996,6
15567,3781793610,1971,908
15567,3781793610,1971,715
17998,8405530570,1990,353
17998,8405530570,1990,4
60002,9624393229,2020,291
27554,655308745,1983,60
27554,655308745,1983,613
89084,2335959378,2008,297
89084,2335959378,2008,331
89084,2335959378,2008,969
17425,8458427767,1974,906
17425,8458427767,1974,588
41765,9432187707,1973,917
41765,9432187707,1973,532
83857,6242235965,1986,802
59996,7466645095,2021,672
59996,7466645095,2021,834
59996,7466645095,2021,325
89167,3762003076,1976,3
89167,3762003076,1976,810
89167,3762003076,1976,824
87431,3476392041,1999,665
87431,3476392041,1999,58
68972,3788062832,2001,870
68972,3788062832,2001,795
68972,3788062832,2001,314
46079,854462468,2017,468
46079,854462468,2017,175
60725,4752914089,2012,588
60725,4752914089,2012,370
60725,4752914089,2012,360
86645,6523127261,1991,461
27109,7804431211,2018,800
27109,7804431211,2018,80
36123,6799321584,1991,683
36123,6799321584,1991,137
63731,8495819905,2010,4
63731,8495819905,2010,5
44387,6097827634,2006,637
32179,4800359432,1982,878
96104,1448764075,1985,50
96104,1448764075,1985,690
96104,1448764075,1985,934
6622,6694337472,2001,450
6622,6694337472,2001,859
69401,6506968562,2015,35
69401,6506968562,2015,774
69401,6506968562,2015,303
99572,6969601269,1976,357
99572,6969601269,1976,691
93290,607278802,1977,905
1547,497060206,2010,814
75980,3457905128,2008,916
75980,3457905128,2008,100
75980,3457905128,2008,678
57806,8310635806,1980,377
57806,8310635806,1980,213
59202,2324010359,1971,718
59202,2324010359,1971,386
53838,4498836721,1975,210
53838,4498836721,1975,291
53838,4498836721,1975,403
82096,8291705812,2013,370
82096,8291705812,2013,56
82292,3713593879,1978,997
82292,3713593879,1978,590
82292,3713593879,1978,153
46589,6246285155,2002,645
46589,6246285155,2002,63
194,3557413211,1972,953
194,3557413211,1972,878
194,3557413211,1972,391
11240,3769525799,1980,788
35959,7114907264,2001,346
96067,7537146104,2021,21
96067,7537146104,2021,551
96067,7537146104,2021,29
45345,9129456040,1985,343
92831,1167400891,2016,170
92831,1167400891,2016,233
92831,1167400891,2016,683
31730,6342284476,1976,956
31730,6342284476,1976,944
31730,6342284476,1976,607
47407,455522513,1998,542
89249,6733420891,2021,655
47803,8651378014,1985,556
47803,8651378014,1985,689
47803,8651378014,1985,639
51894,199843105,2001,929
51894,199843105,2001,456
51894,199843105,2001,288
49330,5407271015,1978,874
49330,5407271015,1978,19
49330,5407271015,1978,174
49151,6396959254,1978,83
29457,6563049709,2016,847
29457,6563049709,2016,592
87298,4417481329,2001,995
87298,4417481329,2001,837
8711,5410476683,1998,878
8711,5410476683,1998,461
8711,5410476683,1998,482
53716,2663699674,2000,748
53716,2663699674,2000,417
53716,2663699674,2000,13
38739,5720675227,2017,933
83827,3910970603,2017,909
83827,3910970603,2017,978
73057,880474329,1997,391
84381,6875728386,1993,814
77224,762891385,1982,63
5673,8303441059,1987,960
5673,8303441059,1987,433
69401,1370427046,2015,680
69401,1370427046,2015,496
69401,1370427046,2015,163
45457,6825754572,2006,498
45457,6825754572,2006,300
45457,6825754572,2006,927
27843,3844464887,1996,290
70578,434623729,1997,620
70578,434623729,1997,951
22282,2767046400,1993,763
92487,2216473680,2004,493
92487,2216473680,2004,666
70418,9513164254,2003,177
70418,9513164254,2003,195
70418,9513164254,2003,529
49398,9285610481,1973,347
25418,6871617568,1985,788
90595,3483532547,1999,324
90595,3483532547,1999,114
90595,3483532547,1999,224
3241,1378173935,1970,359
3241,1378173935,1970,480
66586,6303002099,1982,14
66586,6303002099,1982,893
66586,6303002099,1982,752
8043,6252894382,1977,822
8043,6252894382,1977,811
33863,5040751129,1980,145
33863,5040751129,1980,48
32301,8711119486,2008,892
32301,8711119486,2008,671
32301,8711119486,2008,849
83398,3981198342,1971,96
83398,3981198342,1971,434
83398,3981198342,1971,105
35117,8863602301,1987,534
35117,8863602301,1987,373
35117,8863602301,1987,839
57689,6019535032,2019,354
57689,6019535032,2019,107
19156,4508795242,1979,280
19156,4508795242,1979,713
39982,3391724658,1991,217
39982,3391724658,1991,563
15158,586491092,2016,421
15158,586491092,2016,654
54566,4224667725,2017,790
54566,4224667725,2017,894
57516,5578609635,1981,618
79845,7257044632,1986,626
79845,7257044632,1986,175
73099,6196578519,1986,204
10943,5707252410,1995,774
10943,5707252410,1995,997
53944,3950007731,1996,508
53944,3950007731,1996,604
72843,964459394,2019,544
72843,964459394,2019,147
75960,2605180823,1981,601
19222,4091988791,1983,746
51375,2529472616,1997,691
45470,8206013745,2003,666
45470,8206013745,2003,774
27842,1647356186,2023,312
27842,1647356186,2023,172
27842,1647356186,2023,244
63324,6925361203,1992,807
63324,6925361203,1992,404
63324,6925361203,1992,647
22916,4209925050,1992,270
55276,9693749862,2020,545
55276,9693749862,2020,40
55276,9693749862,2020,453
78259,8198593855,2001,290
22425,4703574918,2024,496
69050,5243250068,2008,870
69050,5243250068,2008,741
69050,5243250068,2008,858
71996,1949430840,2009,857
71996,1949430840,2009,169
32955,7810524981,2004,279
32955,7810524981,2004,532
32955,7810524981,2004,244
85983,9820993901,2004,110
83275,8212118500,2018,852
83275,8212118500,2018,188
93478,2871727522,1972,422
76511,7483688832,1995,427
76511,7483688832,1995,740
76511,7483688832,1995,822
5027,1990696883,1995,680
5027,1990696883,1995,606
99379,2874799932,1985,978
99379,2874799932,1985,205
99379,2874799932,1985,557
32371,933431540,2003,345
32371,933431540,2003,528
32371,933431540,2003,793
85827,4546503271,1998,94
85827,4546503271,1998,269
43852,6826513444,2002,552
43852,6826513444,2002,296
43852,6826513444,2002,619
63382,9239028963,1989,976
42518,9797685339,1974,932
42518,9797685339,1974,385
42518,9797685339,1974,410
84961,3251674606,1994,93
84961,3251674606,1994,251
84961,3251674606,1994,209
71498,534040618,2012,395
71498,534040618,2012,42
31272,6462781803,1977,302
31272,6462781803,1977,791
31272,6462781803,1977,267
81637,8730630579,1981,340
81637,8730630579,1981,534
17645,7711650768,2020,327
2139,315385831,1970,579
18919,2643576049,1991,187
18919,2643576049,1991,678
23286,5774469069,1994,757
23286,5774469069,1994,994
46259,4768607182,1981,799
46259,4768607182,1981,895
79639,292723550,2011,905
79639,292723550,2011,607
5199,3891536326,2024,731
5199,3891536326,2024,247
50859,7664026623,1978,540
50859,7664026623,1978,905
50859,7664026623,1978,383
58142,3834271345,2012,582
71101,3501617894,1991,234
82387,3565877350,2001,97
91299,7835088114,1989,427
80920,4162161148,2011,392
80920,4162161148,2011,301
80920,4162161148,2011,791
44634,6690652195,2021,573
68273,7084987811,1980,153
68273,7084987811,1980,471
18381,1957705631,2011,734
18381,1957705631,2011,247
18381,1957705631,2011,296
52942,9238908504,1992,266
52942,9238908504,1992,730
52942,9238908504,1992,779
88100,4015035823,1977,954
29919,496365314,1991,179
49763,3508049574,1980,418
30928,1514400068,1981,473
30928,1514400068,1981,514
66346,8805302995,1980,870
66346,8805302995,1980,149
66346,8805302995,1980,471
83055,4505606297,1976,902
83055,4505606297,1976,118
71721,805587609,1997,653
31254,2706256668,2004,716
31254,2706256668,2004,886
21052,7558171262,1977,594
21052,7558171262,1977,101
21052,7558171262,1977,210
18282,3795398526,1986,498
12789,3419089510,1993,507
12789,3419089510,1993,289
54259,8544432531,1977,529
54259,8544432531,1977,776
84590,5410341374,1976,662
84590,5410341374,1976,957
8453,773117281,2013,77
8453,773117281,2013,192
8453,773117281,2013,21
95183,2662488666,1981,690
95183,2662488666,1981,373
95183,2662488666,1981,336
97570,5372125964,2020,764
57147,5382766731,1970,476
42210,7332263193,1986,140
94342,1107861461,1981,814
84973,2255159050,1974,232
84973,2255159050,1974,938
57059,1700298433,1998,327
57059,1700298433,1998,626
57849,2023650004,2022,154
57849,2023650004,2022,38
57849,2023650004,2022,745
2379,3109579006,1994,760
2379,3109579006,1994,412
85617,4227020588,2007,330
85617,4227020588,2007,790
85617,4227020588,2007,475
43142,9966213690,2010,310
43142,9966213690,2010,715
43142,9966213690,2010,464
20974,3201999966,1999,753
55726,995680162,1993,298
44262,8550258274,1986,546
44262,8550258274,1986,941
13079,6731777631,1985,909
13079,6731777631,1985,359
13079,6731777631,1985,833
16043,6721183552,2006,168
16043,6721183552,2006,385
7574,6632211841,1979,746
7574,6632211841,1979,33
7574,6632211841,1979,909
91064,8503526184,2004,653
91064,8503526184,2004,546
53801,212835797,1984,290
53801,212835797,1984,709
11423,4865013097,1989,603
83060,3979496284,1978,889
50099,9318061956,1975,921
50099,9318061956,1975,992
50099,9318061956,1975,440
21221,9510508281,2000,35
21221,9510508281,2000,339
91397,719988255,1992,799
45250,1411768506,1998,978
36129,6967950507,1975,998
36129,6967950507,1975,438
100,2306480451,2017,567
100,2306480451,2017,327
46584,1201658988,2020,218
56514,930927652,2018,189
56514,930927652,2018,677
56514,930927652,2018,309
95958,6528340218,1994,186
95958,6528340218,1994,686
95958,6528340218,1994,853
90724,9938264466,2000,679
90724,9938264466,2000,835
90724,9938264466,2000,697
91809,1789716567,2006,291
91809,1789716567,2006,352
70743,4858360500,1986,121
70743,4858360500,1986,275
70743,4858360500,1986,719
50423,4629764357,2010,988
50423,4629764357,2010,733
50423,4629764357,2010,395
57246,7350025444,2012,339
57246,7350025444,2012,939
57246,7350025444,2012,638
80870,6253534127,1998,494
80870,6253534127,1998,709
6678,7753179495,2017,289
81122,585979597,1977,279
81122,585979597,1977,140
58150,9424276000,1989,96
58150,9424276000,1989,775
88046,3312985279,2000,434
88046,3312985279,2000,233
33020,4393313745,2006,765
33020,4393313745,2006,759
33020,4393313745,2006,114
87975,468801422,2000,819
87975,468801422,2000,493
87975,468801422,2000,184
64330,9547537923,1998,723
49436,9637173977,2016,87
55198,2281639390,1998,987
55198,2281639390,1998,390
55198,2281639390,1998,702
15917,8827036081,1981,331
28393,4486281985,2012,651
28393,4486281985,2012,940
15626,4381007081,2000,220
15626,4381007081,2000,440
14533,166105492,2010,931
14533,166105492,2010,641
14533,166105492,2010,534
21194,3479027832,2007,819
21194,3479027832,2007,415
21194,3479027832,2007,164
80635,4599686077,2001,97
80635,4599686077,2001,383
24943,1751463880,1989,921
84804,6131461191,2006,622
50741,8278634340,1990,32
50741,8278634340,1990,918
17533,7494803378,1989,674
17533,7494803378,1989,157
51953,8443163361,1980,885
51953,8443163361,1980,943
31577,900806804,1973,745
25894,396066560,2020,999
94800,6773314321,1974,304
9931,5243725628,2000,97
9931,5243725628,2000,540
51953,781203203,1974,358
87636,4774746572,1991,485
67647,6142519041,2007,464
67647,6142519041,2007,854
67647,6142519041,2007,891
92635,8544837072,2015,757
92635,8544837072,2015,302
92635,8544837072,2015,599
56002,3666025308,2001,20
38684,4219652857,1996,451
38684,4219652857,1996,210
38684,4219652857,1996,395
79041,8643824188,1987,654
79041,8643824188,1987,663
55149,5194738667,1972,138
55149,5194738667,1972,504
73485,2222379252,2021,435
38756,6341693688,1994,626
38756,6341693688,1994,637
84657,8252613195,1972,236
84657,8252613195,1972,960
88794,5447026501,2019,924
88794,5447026501,2019,384
88794,5447026501,2019,795
54382,5752583014,1980,908
54382,5752583014,1980,325
54382,5752583014,1980,651
76822,2787730772,1994,469
9974,1591064993,1978,793
9974,1591064993,1978,90
9974,1591064993,1978,617
46508,3836030178,1992,33
28227,6719016653,1984,582
8669,9752778281,1995,563
22897,8987643307,1970,276
22897,8987643307,1970,741
2575,8976022927,2001,797
24388,2701875371,1989,774
35597,7618405779,2008,493
35597,7618405779,2008,469
81754,2184156552,1975,652
13918,3500461239,1985,77
28047,3344079306,1974,146
28047,3344079306,1974,708
28047,3344079306,1974,352
66616,1832207998,1971,543
39821,3992915975,2007,292
39821,3992915975,2007,222
39821,3992915975,2007,493
34745,3391001312,2013,493
34745,3391001312,2013,341
34745,3391001312,2013,833
28748,5279109449,1975,532
28748,5279109449,1975,568
28748,5279109449,1975,350
59323,4672375540,1981,886
59323,4672375540,1981,444
74652,9363612854,2018,316
38268,9096079629,1992,871
38268,9096079629,1992,802
38268,9096079629,1992,717
13088,4535150,2023,984
13088,4535150,2023,696
17835,4365600835,1972,308
17835,4365600835,1972,609
17835,4365600835,1972,492
77287,470148018,1976,968
80429,7040888498,2023,286
80429,7040888498,2023,219
98967,8197462829,2001,482
98967,8197462829,2001,618
9581,1108584727,1992,465
9581,1108584727,1992,668
9581,1108584727,1992,313
83505,9593026794,1977,866
83505,9593026794,1977,906
39905,3142766243,1980,772
39905,3142766243,1980,708
39905,3142766243,1980,242
33642,7926602140,2018,59
33642,7926602140,2018,82
33642,7926602140,2018,461
100,1297673077,2022,625
100,1297673077,2022,346
17400,8873012853,2004,673
95525,7597294038,2014,384
95525,7597294038,2014,195
40203,429834626,2003,131
40203,429834626,2003,152
97062,5618122085,1990,695
97062,5618122085,1990,127
15324,297218556,1976,846
15324,297218556,1976,553
15324,297218556,1976,565
97835,8986854673,1993,561
7347,9341485608,1983,387
7347,9341485608,1983,73
28080,4319109075,2020,983
28080,4319109075,2020,607
97189,6590148407,2014,719
97189,6590148407,2014,895
97189,6590148407,2014,134
50999,3024804108,2005,591
50999,3024804108,2005,59
50999,3024804108,2005,741
92571,3201739809,1992,485
92571,3201739809,1992,761
29156,4320279695,2006,288
29156,4320279695,2006,971
29156,4320279695,2006,433
37166,1755182168,2019,977
91774,8021852756,1979,6
91774,8021852756,1979,332
42789,7512226576,2024,750
28657,3307692721,2020,353
38572,6739633411,1988,702
38572,6739633411,1988,721
42196,3877673227,1997,383
76191,4101490330,2013,429
76191,4101490330,2013,515
4919,5519278383,2007,933
4919,5519278383,2007,706
4919,5519278383,2007,606
43645,7418353887,1992,984
43645,7418353887,1992,45
41388,2948598001,1991,944
41388,2948598001,1991,206
41388,2948598001,1991,590
38888,970928732,1985,25
10997,9183716220,2006,640
50885,7457841504,2017,212
52651,2712509739,1976,263
52651,2712509739,1976,196
94882,1821842134,1985,622
94882,1821842134,1985,658
94882,1821842134,1985,973
19781,4543531816,2009,736
19781,4543531816,2009,956
19781,4543531816,2009,783
60824,973807965,1984,484
60824,973807965,1984,476
27472,8108598218,1975,258
27472,8108598218,1975,605
47295,1118223018,2020,97
47295,1118223018,2020,280
47295,1118223018,2020,403
11676,6516800257,2002,987
57157,995677482,2019,679
57157,995677482,2019,902
92366,3754477654,1994,286
92366,3754477654,1994,363
74961,9974050093,2015,193
74961,9974050093,2015,371
74961,9974050093,2015,276
46239,5126933576,1992,951
46239,5126933576,1992,916
46239,5126933576,1992,947
26303,4995953866,1977,690
3024,7030951959,2013,948
91051,511605273,2020,740
91051,511605273,2020,446
91051,511605273,2020,126
13355,4341891362,1983,940
13355,4341891362,1983,480
13355,4341891362,1983,469
10575,1039823105,1970,739
10575,1039823105,1970,968
10575,1039823105,1970,618
9952,9013338425,1980,19
72054,7179095938,2024,231
72054,7179095938,2024,4
72054,7179095938,2024,962
3739,5521869432,2023,746
3739,5521869432,2023,902
3739,5521869432,2023,826
38949,1819395079,1982,715
43882,6938766428,2016,778
24469,6646135105,1982,875
24469,6646135105,1982,991
97303,8071015949,1977,994
97303,8071015949,1977,709
90904,9610585000,1971,264
90904,9610585000,1971,476
90904,9610585000,1971,582
84020,8753090447,2012,33
84020,8753090447,2012,748
14190,4515304493,2024,973
14190,4515304493,2024,558
14190,4515304493,2024,858
33791,4763279522,1998,344
71004,6798671428,2020,346
61623,5648608394,2024,553
2675,9518903707,2021,886
94622,6768960632,2006,780
94622,6768960632,2006,705
94622,6768960632,2006,984
66687,4084068741,2022,599
66687,4084068741,2022,7
12946,1698878453,1999,189
11783,8767951162,2004,121
19802,5672704771,1993,691
55235,261072427,1988,799
55235,261072427,1988,60
62448,6807706229,2018,348
54057,3965539738,1981,105
54057,3965539738,1981,287
55962,1879963328,1971,437
55962,1879963328,1971,176
30590,7316158419,2003,413
24030,4912303415,2006,757
24030,4912303415,2006,679
24030,4912303415,2006,184
20003,5476043853,2023,689
20003,5476043853,2023,436
26703,1286237742,1975,295
26703,1286237742,1975,18
58565,7821725476,1982,35
14823,684238130,2007,815
14823,684238130,2007,787
89792,8703489759,1979,639
81890,4859953305,2021,145
81890,4859953305,2021,987
19469,8195253110,2019,960
19020,4573713221,2017,597
19020,4573713221,2017,331
19020,4573713221,2017,196
89419,9412230530,1989,644
30141,1031241882,2015,937
30141,1031241882,2015,69
2675,3635008452,1986,727
99551,2082806554,1999,847
29332,8225410454,2014,313
14575,8498706854,2007,369
14575,8498706854,2007,831
14575,8498706854,2007,467
13897,4944981133,1990,633
13897,4944981133,1990,636
58118,5777287079,1992,44
58118,5777287079,1992,233
41579,4929370494,2015,96
41579,4929370494,2015,438
74770,3534119283,2018,799
74770,3534119283,2018,326
74770,3534119283,2018,13
93190,2763710509,2002,595
95067,4040677930,1998,297
95067,4040677930,1998,870
95067,4040677930,1998,367
66717,833717560,2000,737
66717,833717560,2000,999
66717,833717560,2000,506
74944,1303652359,1973,136
74944,1303652359,1973,542
74944,1303652359,1973,468
23582,9759475567,1984,194
23582,9759475567,1984,824
5578,7050345952,1979,278
47103,673648844,1979,244
89714,7014871486,1990,346
89714,7014871486,1990,496
55631,7534510907,1979,242
55631,7534510907,1979,529
55631,7534510907,1979,582
37049,5445973402,2002,613
37049,5445973402,2002,534
37049,5445973402,2002,257
26337,1495108857,1976,268
26337,1495108857,1976,184
13111,670858787,2017,371
65337,3150697774,2008,63
65337,3150697774,2008,330
14394,6006502942,2005,849
52282,3605750080,2016,727
97332,5328893064,2000,691
97332,5328893064,2000,368
2379,2867514343,1993,786
2379,2867514343,1993,16
2455,4198008038,2013,840
2455,4198008038,2013,732
79132,6131034565,2018,492
79132,6131034565,2018,843
99266,47982731,2015,561
35421,7746581623,1985,527
35421,7746581623,1985,275
35421,7746581623,1985,898
85408,5891300345,1988,685
85408,5891300345,1988,91
94871,8416101712,2016,264
94871,8416101712,2016,876
94871,8416101712,2016,858
13382,7867141058,1996,513
81616,6772854513,1973,913
73433,2330847950,1979,206
73433,2330847950,1979,110
39468,821562299,2015,100
39468,821562299,2015,830
86229,7658541296,2008,678
51528,752416612,2011,732
51528,752416612,2011,228
1337,2639690515,1984,207
1337,2639690515,1984,85
7545,5293507799,2023,603
51524,9557562115,2005,97
51524,9557562115,2005,5
51524,9557562115,2005,528
56674,6161966217,2008,19
56674,6161966217,2008,716
56674,6161966217,2008,831
60706,8903367724,1975,109
60706,8903367724,1975,200
60706,8903367724,1975,905
23675,8718555178,1986,374
23675,8718555178,1986,314
26363,330536736,2011,974
65829,8335527710,2016,412
65829,8335527710,2016,326
65829,8335527710,2016,711
92461,5449062109,1995,878
4651,8878935541,2019,542
10987,5121109360,2003,350
10987,5121109360,2003,596
44132,5743523877,1997,404
44132,5743523877,1997,31
44132,5743523877,1997,307
34691,2794490050,2020,228
34691,2794490050,2020,375
90463,202561311,1993,912
42678,7941837675,1978,186
42678,7941837675,1978,684
66178,4130092314,2004,76
66178,4130092314,2004,498
66178,4130092314,2004,181
2656,5512602822,1978,123
85108,408483488,2004,412
85108,408483488,2004,478
85108,408483488,2004,421
40006,4091931568,2023,922
13489,3215767735,2014,19
13489,3215767735,2014,770
75480,3522235830,2000,173
90716,4978535068,1996,259
90716,4978535068,1996,689
90716,4978535068,1996,731
20510,7718047886,2024,391
20510,7718047886,2024,744
20510,7718047886,2024,633
17343,2989454682,2006,90
87204,3851235667,1981,82
87204,3851235667,1981,822
29231,8785556012,1987,666
29231,8785556012,1987,588
29231,8785556012,1987,673
34582,8032791793,1976,309
34582,8032791793,1976,504
34582,8032791793,1976,177
54677,9081770006,2013,790
10669,8065590105,1995,932
10669,8065590105,1995,505
10669,8065590105,1995,967
65222,9929603718,2007,885
12642,4168691085,2004,738
66730,4657484124,2000,447
66730,4657484124,2000,774
66730,4657484124,2000,495
59322,4510388048,2005,735
59322,4510388048,2005,500
87197,5626275628,2021,63
87197,5626275628,2021,388
87197,5626275628,2021,203
73313,9077308638,1974,287
73313,9077308638,1974,96
73313,9077308638,1974,86
35842,8024503226,1972,31
35842,8024503226,1972,68
35842,8024503226,1972,412
6335,6480969522,1973,16
6335,6480969522,1973,257
6335,6480969522,1973,800
31577,9376634516,2003,852
64888,3781154626,2011,949
97105,4059035751,1996,120
97105,4059035751,1996,484
97105,4059035751,1996,7
9585,5929269768,2000,122
9585,5929269768,2000,536
9585,5929269768,2000,992
74226,8899139586,1972,33
74226,8899139586,1972,656
74226,8899139586,1972,569
34349,1103485182,2024,101
34349,1103485182,2024,564
34349,1103485182,2024,752
26675,1521345005,1973,374
26675,1521345005,1973,942
26675,1521345005,1973,640
42530,4601951995,1991,172
42530,4601951995,1991,574
42530,4601951995,1991,936
45729,1737361286,1990,543
