CustomerNo,CompanyCode,FiscalYear
21235,72576,1973
21521,48149,2000
59656,97811,1970
79706,78003,1972
69093,69511,1980
54769,12946,1988
25667,50387,1981
36043,85206,1971
19215,95124,2004
86475,15037,1984
87031,3486,1996
73131,42347,1983
85067,42544,2016
25938,88192,1997
53562,26504,2013
99633,99132,2019
77038,1925,2009
4082,12532,2019
5460,35881,1986
24074,58777,1993
96995,61377,1979
39844,92700,1983
4912,55701,2017
70897,55564,2017
10169,90425,2024
53989,94770,1992
10255,77990,2012
74938,14896,1971
72480,69549,1984
97746,62166,1995
52427,59930,1981
26583,60630,2024
24341,73046,2022
44577,42347,1983
25584,13300,2013
19436,83131,1970
65762,69057,1987
52578,3132,2008
56540,20180,2017
92823,76519,1970
12088,12570,1972
84516,74,1983
36767,60818,1983
2881,93923,2018
81014,33225,1983
57460,30892,2022
857,79598,1990
72228,16035,1975
91577,34748,1971
55122,19038,1971
15561,59678,2022
71059,55060,1988
42897,82875,2009
87958,23286,2013
15148,79014,1997
80992,15220,1989
80662,78003,2020
54254,630,2001
11775,86242,2011
82472,7673,1970
57487,97686,2010
47203,89509,2022
91296,40768,1983
85747,6280,1972
10568,37965,1973
16834,33467,1985
65394,37671,1995
29943,27843,1982
95198,4960,2022
13399,68206,1996
21551,52646,1971
38275,64357,1973
6264,54566,1999
16867,88254,1993
28417,9431,2011
2194,75645,2006
46547,23389,2007
42971,14833,1976
42517,76646,2009
82855,88873,1990
12117,98269,1980
1566,32794,2023
57071,40471,1982
16405,83492,1973
2255,50519,1998
46628,81567,1987
26828,38154,1971
34358,64765,2014
40903,83334,1994
76329,54957,2012
51364,35071,1987
19186,25809,1975
59264,49181,1983
39770,26739,1973
42281,96781,2007
36782,23337,1972
56339,63655,2008
81274,82988,1980
90297,91127,1972
31500,95093,2007
45181,75249,1997
31407,98636,1981
75583,2285,2020
21241,25750,2020
93080,46496,1987
51402,24902,2010
62814,62033,2016
40994,33399,1979
46885,6842,1972
19985,86039,2009
95936,81226,2012
59231,62851,1979
8518,88649,2015
52973,38497,1980
69562,11003,1986
65622,74961,2014
36561,3328,1971
46449,93439,2009
27654,9423,1983
65909,25280,1979
41492,82020,1991
52789,14394,2020
23551,51081,2013
70054,52965,1984
21579,67972,2005
18118,58312,1982
96900,89998,1980
93551,66830,2020
82207,93539,1994
41342,10020,2010
47493,67321,1994
25407,14026,1986
33275,27844,2015
8849,84283,2020
27009,6695,1989
99409,63733,1984
9183,1244,2011
27810,99141,1979
85798,40433,1976
41975,13208,2019
63076,89545,1986
96555,31027,1984
73488,68850,1970
94627,11994,1990
34010,35959,2016
84404,14953,1989
58724,35500,1991
2733,1326,2017
43540,93394,1994
1928,77734,1972
93554,8612,2003
98370,38927,2005
98133,50899,1998
17207,57784,1970
64076,7973,1990
40529,8542,2021
91613,81170,1994
21637,6710,1987
19571,68221,2004
97225,54057,1996
41664,44394,2015
25102,50596,2023
25631,62493,1997
88732,58301,1980
50616,72541,1975
35705,86215,2019
51402,18651,2001
67666,4352,1984
66645,99572,1982
49498,13208,2015
51616,21809,1973
74284,64853,1982
22274,44990,1984
87248,1190,1998
40670,94463,1987
62522,55298,1986
73442,49484,1987
21235,30226,2005
33013,67949,1981
82478,61440,2013
19761,83976,1986
99612,2085,2019
29932,42533,2000
74534,8801,1985
74413,40498,2003
17698,79745,1981
12445,24726,2019
9932,66692,2024
14118,29298,1999
95099,52970,1984
36782,59259,1981
45741,30016,2024
28672,10454,2005
45621,18672,1989
91662,78723,1997
63405,92635,1972
61011,33495,1998
537,47115,1979
63316,79483,1996
66297,28342,2014
44777,90425,2011
33483,7577,1988
40164,46601,2002
25508,75137,1972
6550,8716,1989
42897,82549,2010
9269,53656,1972
40164,61377,2007
43909,91213,2015
46843,16107,2011
43453,14625,1972
78854,12708,2011
56240,54610,1971
88181,41732,1979
40810,94904,1999
32977,9266,1973
95112,36084,2019
6732,840,1971
71279,35249,1996
87112,59124,1978
54776,79162,1988
31414,37178,1982
67260,45243,2004
54903,66178,2005
22306,53289,1990
73715,97541,1980
934,99871,2013
7781,4300,1987
6255,18722,1988
31718,58467,1973
49691,58142,1975
93412,80935,2023
18363,39744,1986
17868,69735,1984
25479,57462,1978
26585,56952,2015
72431,86037,2000
67237,55466,2000
33156,59815,1972
87459,52672,1995
33582,44382,1997
72503,4289,2017
992,91422,1999
89192,32332,2010
23710,13085,1995
44784,13688,2004
97666,53267,1998
14371,15592,1985
79035,19469,1999
60405,51116,1981
56019,49254,2006
88527,20957,1998
58182,63721,1999
35772,62295,2014
30767,32830,1982
64403,15288,2003
11106,38112,1982
60566,21959,1990
89283,12789,1989
15405,9511,2003
61354,20786,1977
2881,48459,2015
23800,75851,2010
73195,11864,2023
2839,19608,2004
18744,86578,1994
83912,80923,1982
28309,74348,2004
3977,72795,2013
50184,77180,2023
8418,15200,1990
46147,10943,2004
1839,61410,2020
25125,75585,2001
12949,70385,2017
84858,74400,2014
75445,3024,1982
65670,83790,1977
11963,51673,1997
22209,64946,1976
39801,72458,2022
58013,9067,1997
13444,77621,1986
30097,68191,2019
11106,81205,2021
22180,96691,2022
3547,62259,2005
28077,63971,2011
67871,52898,1971
99209,99203,1991
28143,21268,1987
5654,46460,2015
68594,45,1992
13820,91912,2005
8355,22583,2005
47151,43116,2019
42081,5465,1972
30553,92479,1990
28928,79422,1990
5830,85712,2022
42437,51866,1989
97253,77993,2001
86849,17280,1993
11927,81578,2012
74553,16250,2011
11123,70151,1987
34808,36173,1975
49007,55075,2015
56878,90289,2019
57377,17602,2014
21252,34443,1993
94800,87866,1981
72675,27691,2012
83899,99377,1976
95572,89822,2010
3986,18061,1986
79533,97517,1984
33350,75417,1986
44701,34690,2022
18596,6990,2020
12750,31931,2003
49007,10363,2003
24419,75137,2017
199,17960,1978
65979,97895,2013
39690,59048,1976
86667,81919,1998
20024,71424,2021
15800,3241,2006
77436,14648,2016
18018,35366,1977
16197,53202,1998
84761,64752,1992
26921,21144,2004
26741,15741,2002
12210,25581,2016
73534,14657,2016
71764,64311,2014
39910,59999,2022
82336,98227,1999
65151,68699,1972
60797,84656,1972
5328,16440,2006
99036,99558,1973
66240,33399,2017
95594,86512,1996
74769,68273,1973
80115,20123,1999
17293,35180,1983
29252,13249,1980
64518,32050,2021
76603,38592,1986
89460,79380,1972
74101,13379,1980
27856,18498,1980
19774,55017,2005
98284,21236,1972
28580,86452,1990
15702,28373,2011
42974,91064,2016
49465,43516,2012
92153,4355,2018
28480,7266,1987
35934,66645,1979
43385,21801,1992
79564,78584,1973
47455,57532,1979
42990,81331,2006
79337,68183,1980
36802,51696,1998
91981,39210,1991
54578,3567,2021
97881,66893,2002
77253,64481,1997
97956,10166,1985
1791,11706,2021
61185,47002,2017
5388,46639,2015
32678,86759,1987
16463,20254,1979
64368,13560,2005
14193,46184,1975
86216,80333,1974
11955,4960,2020
48671,73485,2015
42517,35024,1998
97868,79563,1980
84417,37790,1995
95996,32972,2019
10179,23623,1978
88705,69447,1992
71677,95932,1989
90968,45933,1984
66515,33628,1993
65574,22128,1988
80010,17586,2006
58576,14620,1984
88351,72256,1986
17360,1065,1982
21125,22754,1980
19270,12044,2003
17092,47868,1985
50458,98308,1978
66290,70073,2022
63184,32228,2018
89731,31555,1990
7352,52856,1990
44083,26750,2001
16968,75795,2023
69622,79825,1981
35779,72054,2020
67512,20865,1979
16177,73046,2016
51402,85567,2002
17370,19684,1977
33350,74459,1982
85286,60284,1971
41220,40847,2010
38648,86132,1979
27286,88607,1988
95357,73054,1977
38084,99748,2021
44337,18571,1974
16215,98274,1975
21414,60944,2023
24607,29700,2017
24119,13688,2011
36601,19402,1973
26873,36193,2010
83428,28286,2022
47264,98865,2008
24445,46560,1983
62029,63300,1972
36862,60643,2002
70107,86313,2022
37060,33297,1970
12276,59873,2005
77192,91131,1988
74079,45020,2007
1780,93850,2015
90865,89141,1989
39367,76376,1972
30916,64667,1986
22650,76569,1989
68372,9633,1971
99295,24023,1981
29796,654,1974
48775,20870,1978
34143,8484,2011
80765,6572,1975
48751,99095,1998
34920,50387,2018
44571,16231,2019
96149,49776,2015
98136,31922,2023
76581,80131,1970
56908,79132,2006
94263,22841,2009
29075,30522,2019
23579,13463,2012
65289,92053,2011
14009,85567,1974
82585,87607,1993
4828,79483,2005
72922,96733,2003
33204,24632,1992
38760,29154,1999
239,78003,1983
7672,93814,2019
16807,2285,1990
97703,44578,2003
8866,5189,2020
79155,33467,2022
14228,53199,1993
79957,41596,1996
30436,99871,1988
57869,56408,1972
86240,53138,1975
47160,49455,2001
13061,75340,1999
6666,50402,2002
5811,40200,2019
76930,39446,2024
63983,90124,1977
55837,89754,1970
33594,62448,2007
69033,72350,2022
53036,5076,1988
48760,8374,1980
9964,51180,2001
91646,67200,2019
10685,71566,1984
87243,93631,2019
44374,77846,2011
94942,16207,2002
44117,91458,2024
83553,57903,1990
21966,76246,2017
23322,98634,1982
64835,67451,2013
20263,25658,1975
6076,14753,1986
22699,58118,1995
30055,58919,2014
436,47791,1980
5615,96787,1999
61695,34306,1975
76108,88047,1984
13744,29085,2001
46610,98242,2024
52691,80915,2020
37118,83337,1993
88494,62616,2021
48519,82038,1979
63580,93493,2023
42834,8612,1991
25466,22709,2014
64969,5823,2002
35063,74979,1997
67034,4963,2013
39014,50738,1982
38062,32627,2006
97703,46228,2018
36524,49785,1997
9474,92924,2018
5210,54965,1989
5085,51787,1978
4489,70480,2012
53642,99030,1977
26333,81625,2017
16232,76633,2011
42598,50897,1978
77944,3622,1977
15409,59202,2016
41492,68423,1991
43110,7838,1975
46063,11089,1984
1083,80915,1994
79443,55851,1984
65015,3271,2014
28089,83382,2006
57920,57344,1999
22572,36659,1975
21774,36999,1970
56027,3361,1996
56617,60955,2009
38144,23979,1981
33844,9944,1996
62729,99090,2015
55449,97720,1977
43804,53344,1979
27428,24747,1990
97729,75327,2011
97094,30510,1986
9311,64545,2023
70249,1057,1988
33181,20136,1974
68820,89419,2012
83405,43814,2003
26099,94859,2018
76872,19867,1993
28629,36098,2001
4609,9423,2001
44307,38477,2011
88456,95698,1983
49313,32622,2018
39339,57298,2022
39118,36574,1975
43374,48673,2000
47180,39761,2010
28518,23169,1972
16333,44297,2001
31450,10020,2020
59560,39194,1984
73570,66618,1979
85747,30824,2019
24279,58467,2010
73660,47991,1990
53723,41329,2003
7686,43799,1997
47913,91377,2005
25882,61555,1993
92228,59639,2002
63137,81155,1987
342,36693,1974
97483,69042,1993
15162,77846,1983
31815,85227,1980
95691,98732,1998
46649,27268,2017
63333,71809,1972
35340,67327,2003
56615,95791,1987
30405,40907,2008
60255,11783,1975
81382,94688,2004
7211,27418,1985
29897,68280,1975
96598,45919,2012
94370,52355,2011
33574,39446,2010
87884,83082,1984
16215,96972,2015
5679,89732,1976
96838,95907,1975
21027,78418,2019
98346,85201,1973
9334,41980,2024
59437,34115,2017
13449,30394,1994
77940,6059,1970
58691,33725,2003
51204,54723,1980
88816,16931,2019
22272,12745,1994
61556,35477,2024
94643,74992,1984
54574,94471,1979
36775,41404,2009
10589,93805,2006
41396,10194,1986
69424,72470,2023
9284,88368,2002
4078,57898,2023
35063,26509,2014
42974,19461,1976
51258,77306,1987
88060,79937,2010
90422,33636,1982
49748,18723,2013
19972,72237,2018
50965,75712,1992
78985,90916,1979
62129,80905,1997
71302,90357,1998
5113,63527,2024
25244,15119,1974
28532,15237,2011
32894,15968,1975
89020,81376,1994
93944,55567,1978
76872,31944,2005
62626,62594,1972
67325,26572,1975
29502,34164,1970
23792,58357,2006
48628,91100,1984
53192,58419,2012
35105,85953,1980
55277,65937,1981
69042,39286,2002
78749,56424,2014
47516,26627,1977
22342,75061,1996
11960,37910,2016
92258,20615,2017
57974,33946,1994
96795,89732,1985
81470,37993,1983
99578,87640,2006
63859,19500,2023
68473,89074,1976
98206,80372,1976
7672,12160,1988
58826,66616,2003
86865,72401,2020
64037,70128,1980
7643,57390,2002
66592,32226,1984
99197,77592,2007
54637,55176,1975
52196,47891,2009
51659,59455,1971
55246,76292,2008
51204,14193,2003
58146,82925,2010
45871,69447,2022
20460,19661,1970
78879,31825,1993
41658,21080,1991
52445,26504,2019
40634,32295,2009
52249,58181,2005
69000,51762,1989
5654,38233,2019
59089,58760,2009
18107,83620,2013
66010,20571,2000
56105,85227,2024
84451,68146,1988
46050,34981,2015
20249,67006,2016
6903,64161,1975
12604,39695,1988
70600,30138,1980
84421,10708,1996
22709,2816,1980
24880,92315,2005
23571,1665,2006
77269,45287,1977
40849,32841,2020
10498,22709,2006
46681,9000,1974
70239,98094,1997
93630,11854,1999
89574,3974,1972
75623,72074,1987
17801,7674,1983
71785,47804,1970
88630,13375,1999
68461,55720,1988
12217,15891,1989
61695,74716,2016
21619,21288,1995
81430,61345,2006
29491,60824,1981
90833,67552,2001
28615,5781,2002
12544,60750,2017
9676,55153,2015
39709,53596,2006
51002,94112,2000
62224,591,1997
59020,54675,2022
4211,66859,2005
44650,66374,1990
9625,75952,2011
47326,4011,1998
53730,72117,2004
85157,45919,1996
26446,84867,2009
26299,27293,2004
92567,53129,2018
14956,48929,2007
97809,30394,2013
16514,93566,1997
9183,69297,2024
91707,77337,1984
23521,88103,2020
24337,37527,1999
34808,18409,1990
5010,57832,1972
3734,34981,2019
3794,94375,1984
98614,31222,2022
53003,34446,2018
13916,60827,2006
38264,36532,1977
93767,41725,1983
48403,66909,2002
49069,99699,1997
76532,26509,2008
99150,72515,1989
4235,64779,1971
78421,62344,2020
6903,48754,1997
81386,87491,2009
47264,87973,2019
55651,72237,1995
65536,84819,1976
54208,20619,1995
53909,96408,1979
21738,80247,1993
41242,34890,1980
55793,67857,1985
87113,44327,1988
38022,78716,1985
31840,52646,2014
43306,68143,1999
59274,98757,1974
66120,31730,1973
43677,12107,2004
23521,24632,2003
39749,26595,2016
87620,93501,2007
65519,18476,1999
22934,59243,2024
33362,59609,2023
73845,80770,2011
73778,64078,2004
75533,64352,1995
17302,97416,1972
43611,66178,1982
30897,80143,1989
64382,37390,1979
8676,1848,2003
56622,17079,2015
44144,21987,2012
60148,21718,2001
54659,86618,2005
65869,36964,2018
7352,46937,1980
66908,16141,2024
37632,45351,2023
17046,13489,1974
68473,62526,2016
63120,78157,2006
61855,22256,2012
30232,75960,1994
90257,37360,2003
78339,96904,2022
91448,84679,1971
22875,24424,1990
95118,34055,1985
81014,16091,1983
54574,60310,2008
1366,14165,2020
28552,74553,1973
66515,47443,1999
63504,90213,1970
39775,27667,2016
29114,36343,1998
98702,51928,2012
29478,61353,1996
26299,79887,2007
4957,83774,1975
61813,15936,2014
75869,77682,1977
4194,73820,1972
35983,3648,1979
68852,23337,1998
48642,56099,1994
64774,93190,1993
43200,95700,1983
18532,98269,1985
84404,29274,1977
35175,87193,2020
87925,91987,2001
92484,15968,2000
37422,97541,2015
902,31479,1971
23842,80931,1992
24445,91422,2001
24742,47803,1993
52150,51144,1973
37210,88715,1978
32693,41470,2023
13313,43448,2022
78386,59701,2006
33565,90481,2007
75019,12681,2009
9973,46284,2008
67986,14997,1971
8774,47937,1971
93650,80849,1990
54511,25464,1976
1216,5352,1986
10626,85596,2019
82649,15790,1981
63324,72912,1983
69926,79014,2015
96468,13463,2022
63266,81689,2018
88454,28631,2006
68264,53802,1988
23125,1642,2023
52691,15962,1991
66098,30201,1998
15621,99039,2019
20574,40129,1994
2321,59441,1995
52625,91970,1977
20228,44382,1977
52997,91421,2020
5510,56369,1998
14820,66618,2018
83870,26606,1972
49403,10064,1982
68464,17202,2019
90689,34932,2008
51733,13487,2023
60771,96029,1983
75535,90812,2008
80143,10064,1977
1083,46783,2006
81381,63231,2008
22910,77621,2004
22604,20451,2022
3060,37853,2021
47079,6842,1981
23848,82678,2019
68836,9989,2014
17015,49666,2005
49115,53211,1989
24072,21944,1980
51030,37512,2006
28261,28635,2019
58580,50821,2020
91239,82493,2013
97729,49216,1976
29552,90575,2009
1797,48217,2016
88895,16777,2003
39505,22424,2022
26970,66203,2021
779,64932,2024
62374,30931,2000
30915,12074,1995
79734,75846,2000
23124,43829,1994
20686,74608,2020
65141,43904,2016
68333,55771,2014
82100,1135,2009
70117,66613,2020
4967,20289,2007
23486,2656,1984
33817,96253,2021
22097,63672,1984
64024,78447,2011
69373,57429,1981
80613,70151,1990
26333,3724,2019
80692,2081,1998
8989,55364,1980
60437,59106,1990
5210,1861,1976
2000,25992,2019
72481,16120,2008
95983,48181,2021
5241,60725,1985
20157,85050,2010
67612,71131,2011
23499,12160,1990
99240,93286,2002
95335,58243,1994
56667,82109,2016
95449,7137,1999
84421,41310,2009
8856,11305,2019
63606,66669,1976
88527,31143,2015
1693,12855,1997
73425,67289,1971
85757,46370,1998
72570,13587,1979
50337,99119,1983
8557,51619,2001
53937,28064,2018
91863,23448,2001
28505,624,1971
43537,62462,1973
75366,2736,2019
90191,84420,1970
89306,85175,1987
970,66591,1972
85636,55120,2019
30843,17878,2015
83357,2387,2005
10064,91585,2013
62374,65231,1987
85978,52031,2024
9077,14816,1987
93414,61333,2008
17868,50,1984
52523,59701,1996
68686,5683,1970
32591,69781,2024
94149,2323,2011
24659,24506,1999
59314,7829,2003
41320,22868,1988
81649,4650,2001
44846,25965,1987
2099,78345,1995
71065,96467,1972
34302,62775,1996
75162,28091,1981
4543,59999,1974
29643,13336,1992
87112,7654,1999
13598,61474,2009
58112,52952,1998
90418,74152,1994
22614,86529,1973
19893,83766,2005
94127,11573,1972
80482,98554,1975
11988,54360,2017
28653,1233,2023
78339,8880,1996
35787,64078,1971
32533,28525,2018
88442,53211,2020
94370,24345,2009
94775,82020,1973
63197,64170,2016
9042,47983,1992
15759,33511,1999
41368,70754,1997
95806,97432,1994
96175,86726,2021
21874,57183,2000
72018,5256,2000
59576,37559,1992
94331,41851,1982
24921,13652,2022
39831,37527,2004
36348,26308,1977
6903,87632,2006
52932,95432,2011
67496,24242,1984
33726,42446,2006
42791,82549,2003
74854,83846,1991
47151,7275,2006
17252,26398,1988
59852,526,1985
65297,90722,1990
40647,14959,1995
62345,66586,1988
81842,183,1988
30269,20865,1988
94333,30538,1986
10087,60632,2024
57974,12034,1978
21344,76376,1998
97785,47844,1991
14553,81178,1986
39024,1538,1999
602,11154,2020
96566,19073,2018
91736,38123,2014
94422,48755,1972
99873,19684,2001
12871,78802,1980
85636,43481,2021
36901,61859,2015
96949,68146,2003
1422,59900,1981
70265,2323,1984
30478,23594,1992
12136,25403,2008
60524,62967,1973
30783,81389,2016
67034,95804,2011
34030,77692,1989
46574,40200,2011
82033,81493,1972
82905,12577,1998
41220,62557,1986
17813,91023,2014
69824,18779,1994
99254,12615,1987
79366,64067,2024
61460,40938,1987
79036,95525,1970
1192,41466,2015
34139,97244,1982
10748,58312,2023
36483,3622,1998
48366,29392,1970
94167,39752,2021
934,56759,2011
71486,22922,1973
20359,30728,2019
21125,35712,2008
50377,46900,2023
8430,78480,1991
58810,23248,2014
62527,56957,1998
16750,39291,1970
59818,27960,1996
34920,31605,2010
218,76646,2001
46175,39237,1986
15148,55092,1993
33303,84512,1978
59983,31199,2022
94060,16148,2006
7868,46184,1974
73453,28509,2024
80535,11564,1985
42787,54955,1974
5554,69093,2013
24770,44320,1976
1667,77180,2016
44714,98461,2004
29001,1250,2022
11791,13451,1995
73225,87323,2019
4521,65359,1990
67294,66696,2018
21001,32050,2011
82325,10937,2007
29311,3974,2015
16049,89791,1973
29007,91719,2022
22475,77692,1999
33924,31493,1980
20220,15968,1992
9357,84867,2011
69753,28709,1986
70303,47975,2014
95082,58370,1994
16232,50950,2015
58389,52776,2024
88181,13030,2013
34554,29108,1994
79578,30201,1991
43405,2379,2002
71213,87097,2006
33124,9768,1991
1701,38072,1990
76169,63546,1988
45166,62271,2003
96970,4253,2016
95082,18476,2021
96241,94707,1982
19932,20288,1988
14413,57429,2021
96995,1382,1998
41589,55202,1982
45871,587,2008
47516,47481,1999
47955,94541,1979
50052,479,2022
46013,12093,2010
6177,27053,2008
17585,22057,2016
18080,53,2009
75162,70128,2002
66423,35792,2017
96515,20430,2013
86120,25886,1987
2175,45933,2012
78875,62799,2008
80179,75327,2024
6562,53546,2018
51903,96039,1988
920,36911,1978
43009,4033,2008
11994,21678,1974
86711,80683,1983
72536,33098,1983
61847,2611,1992
17027,27591,1979
67033,66941,1995
96631,13929,2021
77314,95795,1972
84200,74400,1977
98844,31816,1988
88780,75072,1976
22271,34582,1996
60025,91798,1995
30296,64241,2018
79552,22012,1979
87852,39206,1999
12548,67608,1991
58097,56684,1980
96581,8890,2012
45448,80160,2000
33085,63602,2024
39128,5256,2011
2498,61682,1999
49660,42609,1976
70265,80456,1989
34961,86128,1971
61587,2085,2001
28552,13255,2024
27957,77049,2009
55572,59339,2010
55991,77646,1993
9197,11992,1974
3392,98057,2004
42904,12946,2016
58746,29549,2011
45588,99502,2015
57252,32219,1999
22524,39210,2011
86159,33953,1983
61430,68702,1979
69053,3241,1988
58146,37941,2003
63405,39593,1974
59384,4328,2002
58883,74406,1978
14080,81534,1978
18276,8700,2008
16345,68651,1987
20954,98148,2007
9973,40979,2004
24936,43685,2002
84714,85250,1995
82865,57298,2005
76950,61397,1981
6141,35239,2018
61899,25601,2010
65148,15324,1979
90764,44680,1984
2463,80202,1970
53989,14409,1981
92049,14409,1999
43710,6027,2013
316,89994,1997
19788,65107,2016
79953,56345,2011
38886,19402,2006
79325,4952,1993
76137,93320,1995
62301,53546,2019
63383,47628,2011
71135,15220,2004
36402,91017,2016
44453,45624,2014
35934,27321,1977
69486,1836,1976
51456,6011,1980
86140,72332,1973
27692,19788,1991
19061,69155,2020
40264,3118,1988
444,55310,2023
89921,55287,2012
71970,74589,2005
65457,45441,1980
97703,4127,1972
20263,95772,1996
40251,58461,1995
89577,69449,1970
23682,77850,2008
85631,23296,2013
11697,88929,1970
25960,75481,1972
49867,96968,2008
62458,3132,2015
43486,13191,1970
55362,13393,2007
51794,64700,2023
16840,34151,1993
390,52226,2014
44113,75768,2022
77165,40469,2017
77784,82612,2022
67019,28393,2019
8206,64067,1973
92412,24545,1984
33995,96330,2002
26079,94946,2002
25029,8733,1982
53521,99130,2004
24721,89778,1991
45559,21718,1998
75751,43773,2022
61373,82210,2011
30474,53196,1981
95780,29156,1979
21001,88326,2004
52761,30622,1981
46279,18186,2006
37749,83732,1990
78641,31902,1980
93314,91041,1984
8920,63685,1997
54096,86203,1972
59961,15020,2020
14671,4285,1998
39695,624,1997
57620,88109,2024
62727,16035,1971
76825,71942,2010
1312,7783,1997
46055,30538,2019
81821,11960,2007
39077,55686,2017
28313,32283,2009
46843,44094,1996
65914,69612,2008
68863,38297,1991
84175,92365,2003
47039,79561,2015
22140,28744,1989
68966,2575,2002
10126,85215,1989
4556,91826,2011
23989,43116,2019
40397,25134,1972
88456,66969,1981
43537,85104,1978
97104,12532,1995
73575,83208,1975
85737,55331,2014
68402,80423,1987
79535,90355,2016
36225,43693,1970
60350,34084,1970
36725,92881,1970
39548,5332,2017
94024,21462,1975
6511,21080,2010
2950,93505,2010
29703,47979,1974
96486,99291,1986
87815,94297,1971
4494,72052,2000
54610,5199,2000
90980,91304,1987
89374,84720,1982
41838,13382,1998
66228,99866,1982
28814,52844,1990
51345,78093,2015
67459,30956,2017
24742,30973,2024
90647,7729,1982
84817,52287,1995
40444,75667,2010
48408,98757,1976
53232,45551,2013
82197,57175,1975
5291,77876,2000
32507,24847,2012
10568,94862,2012
87925,15845,1999
29541,69643,2002
70818,36269,1977
74406,10455,1990
62160,86328,2011
32118,10397,1982
60649,28484,1983
58544,88737,2005
12661,23472,1995
33903,41401,1977
28580,69986,1985
6839,1542,2005
26873,9947,1989
41657,45178,1997
17916,99551,1970
93806,44840,2022
84719,61859,2007
99315,864,1985
83945,5234,2014
32975,89130,1985
54256,90987,1978
76108,6209,1997
25765,53906,1991
65426,97429,1984
29263,87858,2000
60792,51619,1983
33656,69374,2001
67895,88288,1999
50990,40368,2003
68568,38859,1975
70992,80258,2000
81199,63572,1990
1261,20214,2011
38122,13658,1972
90988,46681,2021
69079,35350,1995
38192,51240,1988
92575,80708,2014
61773,50080,1982
48092,17137,1986
79640,60618,2001
4950,21426,1992
79220,23169,1971
64645,71977,2013
28494,38293,1989
80026,52698,2020
82863,42487,1991
48851,88356,1992
11775,88249,2012
9404,14787,1980
65352,79468,2004
11192,61573,2003
34244,29152,2021
17147,13035,1986
63477,52581,1984
21387,67867,1984
9394,40522,1987
39507,28908,1990
69824,35536,2015
92581,14013,2014
60930,11579,1982
75211,34016,1985
7466,18908,1983
12407,49244,1980
46649,73172,1986
16905,11913,2000
70791,43927,2005
53353,51397,2016
35661,20083,2010
84786,20269,2018
152,61007,2024
60148,89303,1975
56343,67870,2024
74478,80029,2023
93182,48742,1971
44552,54348,1996
17909,38769,1983
52973,41063,1982
12783,28484,1982
2485,12759,2004
70647,71829,2000
41217,29659,1998
51074,55889,1977
8916,75712,1983
52967,82217,1998
71795,13755,2005
72675,29346,1995
45538,25088,1985
4678,67296,2006
18548,36139,1975
9229,97830,2022
86366,50555,1999
28755,13191,1987
15689,50038,1970
69406,85990,1988
94497,8801,1972
75385,41544,1971
70962,53300,2012
93366,20553,1980
14340,83521,2010
15358,34837,1977
18301,11551,1996
36563,1190,2017
59151,99057,2013
59408,78205,1981
39921,87031,1989
27303,25391,2014
9457,8513,1994
91544,34229,1984
49616,19841,2011
78420,24388,1991
51999,12093,1974
25784,6617,1970
97701,5980,1972
12986,77230,2007
16543,96360,1972
3443,10259,2003
94716,14953,1999
21783,80708,1980
40376,89197,2006
618,77592,2003
9676,76617,2019
73884,75572,2005
30707,8879,2019
47510,84286,1974
43423,33629,1975
15329,48343,1983
72936,2804,2022
2191,96438,1987
65365,21575,1981
76600,63283,2017
76515,50193,1999
20628,26540,1977
46148,9318,2005
11790,74129,1999
6255,37344,1984
92946,47384,2021
98952,86129,1987
20024,96051,1985
95476,51619,2019
76400,37390,2011
45687,50235,1994
74000,75667,1996
38275,14141,2015
36697,61365,1976
75123,99291,2008
44460,16895,2015
45547,2611,2016
34630,25977,1971
84450,1458,1998
67132,51673,2017
73087,67816,2014
98246,98118,1988
99295,19145,1984
45699,77814,2008
4972,50841,1981
5352,18675,2003
95051,94483,1987
62814,88345,1975
35217,80033,2014
26212,66157,1985
63414,85084,2020
93641,90489,1993
43533,44913,2002
38217,61209,2007
60727,632,2009
41054,45861,2002
56255,53330,1977
39660,36316,2001
70046,43994,2003
23064,81461,2009
57838,74457,1975
13814,33792,2001
20798,49216,1975
29115,90585,1979
8757,87237,1988
31321,16287,2005
99693,83846,2017
60458,5292,1975
23163,87130,2001
53713,12263,2005
68282,18550,2009
81539,62072,1987
41977,66302,1970
50425,76569,2004
6616,95400,1973
34302,27296,1973
32419,81754,2018
40240,47914,1989
45628,81904,2014
80998,76055,2019
30328,17779,1981
37751,76675,2002
25241,73843,2017
92599,27976,1971
85014,22728,1991
57167,73158,2007
26636,18024,2011
1771,72771,1977
37548,73395,2018
90974,89433,2020
93579,78907,2019
68776,18672,2016
68372,87028,1995
51103,50921,1973
53023,57905,1988
74316,52355,1998
30910,61377,1987
42748,28047,1987
7528,18839,1982
80945,91036,1972
3343,26518,2009
65826,66900,1991
92557,89419,1991
91151,28248,1990
90895,7607,1979
1928,82868,1971
96412,83740,2001
34062,99699,1970
56380,6573,1996
77221,95340,1971
92157,25894,1980
19419,31307,1983
73939,9318,2022
53264,86120,2005
88954,62967,1974
11672,92542,1998
85310,94316,1996
81274,54950,1996
50669,96499,1976
17210,56942,2009
8538,8495,1980
58444,95542,2002
27780,31572,2014
34213,75529,1997
95088,42342,1997
2041,49671,1992
38065,40614,1978
60392,62063,1993
19802,52707,2017
53223,51450,1982
72942,28826,2020
73442,40266,1986
54987,11783,1994
