CompanyCode,DocumentNo,FiscalYear,LineItem,GLAccount,ClearingDoc,ClearingDate,AllocationNo
68699,8374255862,1988,528,0vF9,1131tQAgQ4,1972-05-03,2939gpUTK3
68699,8374255862,1988,565,2lX7,9748ZXmfa9,2006-10-29,6397WhlDr7
15098,6748281466,1992,168,2tk8,4968LgLsP9,1998-09-24,8194UuaZQ5
15098,6748281466,1992,796,3du3,5550mszbN5,1998-01-03,5220rdLdH4
96751,999072528,1996,6,7Qq3,9160obCAc8,1982-07-31,7246whvWm3
96751,999072528,1996,900,2mg4,5417olKEq1,2017-02-05,8692kvBHd5
5508,2267229494,1988,534,4TK6,2021VvZec4,1995-09-23,7532otVqb4
5508,2267229494,1988,152,4XI6,9076foGVJ6,1973-03-09,8805gpuoc1
65312,794300382,2018,347,6Kp3,0296PpcsL6,2017-04-05,1243FHoyz3
65312,794300382,2018,241,2fP3,7381cPolt1,1997-12-08,4663RYfrL1
65312,794300382,2018,750,1XP3,5456sbvRQ8,2000-05-26,3728vyaXE6
85702,3243234146,1976,257,3Nu3,8663edolT1,1990-10-19,3162kepZt1
85702,3243234146,1976,221,1DV7,7977iWlqn7,2019-10-16,5934FioRu9
85702,3243234146,1976,713,0EN3,9971phMRu9,1992-01-21,1280ZBkzB0
59935,1008572201,2014,249,9DW3,7288RDykE4,1972-07-28,6746TTDrU4
59935,1008572201,2014,901,7XV4,8984nPeXf9,1990-05-04,9686mekCR0
99799,7726995769,1975,196,6nf1,7126WwrdB3,2010-01-01,4235vxtqX8
82980,17582562,1984,949,4wF2,1968yHarx8,2001-03-19,2489dcFSk3
82980,17582562,1984,164,9Ua4,9389DbZyK7,2014-03-19,9963IlYeD3
75223,2243999844,1988,774,7ac1,2833CKSZW1,1974-01-25,5068FMOhr5
75223,2243999844,1988,261,6WT5,3799BPBAL4,1974-12-31,4476poyAU6
75223,2243999844,1988,375,0GV4,0801VvkqI6,1997-12-14,7830VjLuE2
13528,5424364107,1977,943,9GE9,9349yucqz2,1970-08-19,2525ZZFvl1
16981,1472797391,2023,668,2ny3,9220bbTHy1,2012-10-25,8761unqKY6
16981,1472797391,2023,557,2fg9,8700fztIq5,1981-05-26,3416ZyjGL7
16981,1472797391,2023,381,0MK7,4314llYJx5,1994-04-06,8013PmwiX0
3554,4308696962,1986,799,7HR7,5534NewAw6,1971-02-12,0961YDFSr5
3554,4308696962,1986,11,6xQ1,0865OEDJy4,2010-06-26,5107dOwIc3
3554,4308696962,1986,186,7TC3,4746EYsqd2,1979-10-26,2473EICmj8
42669,1635226046,2018,639,9Av9,7015hTrfH0,1996-11-20,7490BYdaH1
42669,1635226046,2018,775,2DU1,9704BGYlr6,1999-05-14,9861PLaoR1
17316,6466569976,2014,274,5sy5,6021MKHmi1,1975-02-16,0006epeve3
37622,6708495958,1972,558,1mo2,5034PQBMf6,1988-09-16,1982fdoUh8
37622,6708495958,1972,728,0JU8,3771OhlOk1,2001-01-16,7470BvdrT7
37622,6708495958,1972,182,1kW6,0204XBnQf5,2002-01-02,4072sKqJw3
77814,3616470489,1987,317,6Hn8,6308qtwrn8,2009-03-21,3983VhLhX5
77814,3616470489,1987,445,1se9,6092unVEK3,2004-08-27,4000gaeUK4
77814,3616470489,1987,725,5KW0,4405UniVT3,2018-05-28,2722qjBhL8
41470,3409631615,1973,80,1XW8,7496lVsvn6,1981-01-18,6472iHAJj6
80456,189895419,1990,907,8zO9,0869nFDCk3,2003-06-19,8349FNWqT9
80456,189895419,1990,187,1aw0,6903mDxGd2,1995-06-14,8728WVQsV3
52366,3792965257,2005,587,9xr0,8899CrOOu7,1999-01-07,9088OBvzk9
52366,3792965257,2005,30,0Mn7,9875uwQNl4,1975-10-07,2123UUAAM8
51378,2230336932,2019,337,0nL8,6556YsAcd2,2022-03-08,9027jHZlX5
51378,2230336932,2019,386,8rw5,0671AXUZc5,2023-01-07,2254FwdwB1
51378,2230336932,2019,213,5yU6,4153Bmpuz1,1994-07-19,6903QjhZp5
7838,7639718410,1989,394,2tw0,5734OsEdY6,2019-05-06,8387njziy3
7838,7639718410,1989,491,3zh4,5136EgZmC3,2000-02-09,0589rKBZA6
51479,5424408015,2020,52,1ZW6,0082CUTgC6,2005-01-28,4738jgHqh1
51479,5424408015,2020,724,9QV9,7631poODv2,1979-01-02,7278rVDmo5
82156,9206726012,1977,84,6oT9,2392rSVVK8,2013-12-21,6600Cfmdh1
82156,9206726012,1977,42,7iC0,2965dhlWY0,1996-12-18,1784GlrcZ7
46363,2894235489,2020,128,9Zs5,2668oehat3,1974-07-15,5395rrGLi4
46363,2894235489,2020,479,2qr3,6084jXVIJ0,2004-08-09,9685fMqfu4
66014,2090032659,2015,656,4Wi2,3008iYgKX9,1981-12-31,4291GDZLw5
66014,2090032659,2015,521,0LD4,9378uZKae6,2022-05-14,3363cjXjg8
66014,2090032659,2015,29,9Oh3,7854IwVLd4,1973-12-08,6637SVhJF3
52746,283041743,2021,207,3vn6,4616uRKeD2,2007-10-11,8060bpwls1
52746,283041743,2021,293,5Ad6,5483Fdkwy4,1996-06-24,7104IHtti8
80967,3894368727,1971,889,1jo4,6197pvSuB1,1972-10-28,1182cAqmq7
55300,7494667835,2006,830,9xu2,5993vZjhw0,2018-03-10,4501YrIeN6
24942,4800805561,1978,704,4wF4,8627ObVCD9,2004-11-29,6839FpFkC1
24942,4800805561,1978,244,7Hp3,9861Kmojn2,2011-10-12,5785miFUh0
93746,4991352994,1997,672,5lx4,8161cApIf4,2012-01-23,6812uibei8
93746,4991352994,1997,455,4WD1,8291DNHZG9,1987-11-10,6453GIQwA7
93746,4991352994,1997,116,3Er5,8080sZfMH9,1990-09-17,5693DbeBp1
49575,1217993031,1988,640,3nW0,1082QsUvi6,2013-02-07,4711ENWJD1
49575,1217993031,1988,231,7yu8,5622TETtR3,1983-02-06,7877AFnLn6
38910,1739666307,2020,514,1gx3,3275jZcPg5,1974-04-10,7629IAwQc7
5131,2821058481,1981,619,9mF0,7735yxENC3,1985-10-13,9875umZSN6
5131,2821058481,1981,777,0ap3,7169EixxZ7,2009-03-03,5833BaVZQ1
5131,2821058481,1981,331,9zX7,9545PCPQs4,1970-07-18,7947XkiCS3
39593,9709578058,1978,704,0TD1,6352uESIf6,2006-08-14,7047FJeLi9
39593,9709578058,1978,833,2GE1,9782ijEPH5,2003-03-27,6030smhMg6
29457,3404485067,2016,947,2Ps0,5376JcghW8,2014-05-21,7180gXLyS7
29457,3404485067,2016,52,7Qv9,2275zuOlA5,1971-11-29,8676McUpJ9
29457,3404485067,2016,796,8Uq5,3134SDQrZ5,1984-04-24,3806PJaJU4
60259,7799735777,2009,240,0XB5,9561AgTny2,2009-07-15,0224OZHSR8
60259,7799735777,2009,687,7tE4,7399UgRJk3,2001-02-17,0004WPrQI3
60259,7799735777,2009,841,5OL2,0608IWBxw9,1997-08-02,0106uAdeC6
93005,9479722573,2024,221,6tz7,6116FqrOn4,2010-10-27,1517NYSVf9
93005,9479722573,2024,763,6Lm7,5435HyICX9,1972-08-12,2580FlKmr9
93005,9479722573,2024,630,1nb6,9782MxJQu0,1970-12-02,1925ZcGsx0
89395,4361381222,2015,985,0HG3,7782uxara1,1970-06-01,4453ecCiN4
89395,4361381222,2015,827,4dR5,6200Srhbr1,2021-11-25,8085irjRa7
37605,4131402581,2000,819,6BU7,8809raJSI5,2009-11-29,1741oOwlU3
37605,4131402581,2000,154,9bF9,4498lYbpD1,1986-08-11,9597koCOz3
33671,9929961362,2012,791,7eR8,9728NVKsU1,2016-09-30,3154TwmRW6
33671,9929961362,2012,946,8Up6,3920YlrHa7,1984-03-22,4331ADeHp6
27960,1527491934,1991,999,4zB5,4875yxtrT2,1978-07-28,9335wdAwb9
27960,1527491934,1991,257,0cy5,0100LqxAb1,1976-10-15,7818JwAPQ9
70350,7391017505,1974,894,0iX4,0312kbVuV1,1987-11-18,3724egdnh1
7718,5402704978,1971,832,4Yx9,9350YEHlZ9,2013-02-26,1348KhuvY0
7718,5402704978,1971,751,0QX7,1366MSlGZ3,2001-08-24,2170xsFUy9
7718,5402704978,1971,886,0JB8,5558dxMDz5,1972-01-14,8313tihSd5
68423,641017824,1997,769,6aG9,6187EzfHZ1,1990-06-09,6569yZakQ6
68423,641017824,1997,474,0XU8,4784EfAfq3,2021-10-31,2131SQFMU6
68423,641017824,1997,169,4BT5,5871rvMDT2,2020-03-07,3094QjOwb1
25112,1626783202,2001,60,8ax5,2775HRkNj6,1976-09-06,9577qMCJT2
87071,9157708020,1989,533,1Ek5,3838nNiou9,1995-05-15,8069MdpCH3
42922,2381214804,1997,995,3dV8,0809zqyYZ5,1996-01-05,5748JhAnK0
30298,3975840534,2024,761,4yv2,5543dubGc5,1989-08-23,8631sUIyE6
30298,3975840534,2024,267,6VC9,8428jtiBU5,1979-03-27,4702ZCoML1
21876,6642687084,2019,156,1xd9,2832isORM6,2017-05-27,1509OnIXs0
21876,6642687084,2019,35,4LS3,1307jJtOE6,1998-09-29,7740XjNWA0
69986,1663107573,1987,96,0xZ8,0420uruEg0,2011-10-06,4118ssZxL7
69986,1663107573,1987,670,1ku7,3105HZAgW2,2023-06-09,4412IbsLf9
50690,8017307689,2021,159,6UO8,1303UFhSL6,1981-07-30,9483GOiwt2
50690,8017307689,2021,507,0dg6,4543KtxFm3,2000-09-12,6164eRWSC4
44139,2039925432,2001,779,7wc1,3385KpZkt0,1982-12-08,7087lwmXm6
44139,2039925432,2001,365,8Xj9,1670XykYg7,2007-01-20,7795vHEly1
9067,2976118660,2008,858,3Ky0,2566iyEXq3,1978-12-19,2974dtiOa6
9067,2976118660,2008,172,1GM7,9067sirbP8,2020-03-23,5077pSyER7
22256,894563958,1978,485,1Ee7,6401OWird4,2018-05-29,3469MCcFS4
22256,894563958,1978,811,8NT9,4879YoPzo0,1983-11-12,6158BGCUa0
37637,9414912013,1981,4,7nT7,3315SziUX8,2016-12-11,1260iYxRj1
25527,5926315530,1983,769,1WD7,3563YenDv0,1987-11-23,5708qsehJ2
25527,5926315530,1983,430,9Sy0,6334QOFOm7,1997-03-14,6668vhDdR1
83382,2302180457,2007,936,5Mz4,2805RPUQC7,2017-05-24,3407oQOPX6
83382,2302180457,2007,520,9PB7,8071mBdAW8,2024-03-23,3714lYPSA9
83382,2302180457,2007,627,7Ir5,0390xZmdx4,2016-10-04,9707DLdBC8
4736,8155040016,2000,510,2uo6,0574aytfd9,1979-11-10,4287eGsfU4
4736,8155040016,2000,821,4gh1,4028luJHg6,2006-12-06,0194nlMEw1
54051,9797860321,1987,49,5La2,8658VqPui4,1997-12-12,0337wFbMV6
54051,9797860321,1987,41,7El0,8479LYQFB2,2012-01-17,7868aTTex5
91407,9616919278,1985,480,2TI6,8382sRzcH6,2002-01-21,4273CSUkv9
91407,9616919278,1985,980,8ZZ4,5382ewizh7,2017-08-11,2386nGJTN1
70536,8568642001,1997,58,4SM9,1064BXMIw0,2003-09-01,3119YeZPr8
70536,8568642001,1997,21,4cE1,3830Inhvg4,2020-05-02,0137yNcpc0
70536,8568642001,1997,138,8zH9,5671VcEWv5,1978-11-16,1923RYcFd8
79351,9641837798,1991,462,6Td7,5664gxbdE8,1974-12-26,1840Ogjpf5
79351,9641837798,1991,593,2bo2,9328sGqDi6,2000-09-07,1838AIzvo1
79351,9641837798,1991,828,7eR9,8894qgXAV8,1993-10-26,2516qAHfo4
36364,2915992159,2019,17,8vx7,2368epnky1,2007-07-22,8689DkVpW6
36364,2915992159,2019,904,3EG2,0295gERsE9,1979-06-30,4719LLjCq3
44791,5659087734,2012,333,8ee5,8642gEJia3,1995-06-11,1778AGFrH7
73315,99352662,1996,559,5Ml5,8959GFORH1,1978-02-01,9800oCuqE8
73315,99352662,1996,563,8nZ3,3387sLXPE6,1995-02-17,6327QzeCF4
73315,99352662,1996,315,8mf3,2414MvUft6,1983-02-12,9085TBvuq7
52202,9867793204,1982,350,3xc6,4711yIZjy0,1984-09-17,3065hXDjh5
14015,8586059534,1976,8,3RI1,9592zCOZh0,1990-02-21,3266lPBoV6
14015,8586059534,1976,285,6Wf4,4601xDUvt1,1976-09-18,7856HnEuY2
63733,2972995393,1984,686,2Fc1,2539DlrSd8,1998-01-24,8111CtXLn4
42940,3970806596,1987,604,5gP1,7962fEfbo6,1984-06-02,1654VLaya0
42940,3970806596,1987,749,3XS5,7049ICxzz9,2015-08-07,5572ahdJa6
90081,2857343723,2021,946,2Be5,3927IBQDQ5,1980-12-06,3683QBgvk4
90081,2857343723,2021,864,3wN4,2894sSreE0,1992-08-18,3709dGVZN6
6469,5877493602,1987,264,4bO0,0039TLSeb5,2003-06-02,7853cgKAX2
27805,668692239,1980,937,5jP2,3251AyIQJ7,2003-12-09,6766CRHRv0
27805,668692239,1980,935,5zI1,4408exoWV3,1970-02-06,4322SkCQp4
27805,668692239,1980,394,7Pb5,9853wJwAY9,2016-09-14,5819WUJvf6
44370,8378515500,2024,576,4lC9,7038vUQYK4,1994-01-31,6555WzgiH6
16608,6688837220,1985,499,3PH2,3734YNeRr6,1992-10-08,2478TercP8
16608,6688837220,1985,603,6QH0,9008AOsBi2,2005-09-24,0952uwiSy9
84324,2088929229,1998,745,1qG9,5921qoNYZ9,2001-07-24,1159buImy1
80357,6783096640,2011,844,3eq6,7419OLzoQ5,2016-11-28,1049mRQbx1
80357,6783096640,2011,552,0zn4,5856wpjPb8,2020-02-15,8489ylsxV2
80357,6783096640,2011,633,5bd2,4266zRESq7,1987-10-29,4376ZyRgt1
9024,5527892617,2008,163,7Yl9,9037Txnlb7,1981-11-01,5445vyJig2
9024,5527892617,2008,987,9iR3,6905yLLRI0,1978-07-17,0663VEnUC4
93022,8249948268,1974,342,8aB3,4672VlarB2,2004-09-07,8069LAOVr3
93022,8249948268,1974,186,4bx9,2883UxuNK8,1994-10-01,4998Xtwxy3
27418,9777222417,1971,314,3Xh3,0330GSnaf0,2018-12-16,6830dNHYd9
27418,9777222417,1971,101,4SE2,1335FMpEs2,2010-07-05,6126tBQGH8
27418,9777222417,1971,484,8ps0,5707umclD8,1980-03-05,8858vUNPG1
53202,5227750872,1991,64,7Pv8,0033SwWjV6,1996-03-31,5823Lbmxy0
53202,5227750872,1991,693,1qD3,3243unMqe9,1981-02-17,1955nIAbI8
2713,2230496674,2019,308,0GP6,7007PmZpE9,1994-05-26,2584SRHfb7
2713,2230496674,2019,512,5YZ3,7989Tdyyq9,2023-11-17,6930HkOoc8
2713,2230496674,2019,247,4OD7,5171rtiJU9,1994-07-26,9734zhrbV8
4908,3061170812,1996,93,4HE0,7343trkya6,1972-05-22,9093qhqqV2
4908,3061170812,1996,423,1Qw1,2173uDYvi9,1986-12-25,4796ZlfTT5
4908,3061170812,1996,954,3Zp1,4572gUygq8,1973-11-11,0798plhxa2
80870,823601524,1980,730,1mo2,1198JaWjA2,2017-02-19,7034VhZac8
80870,823601524,1980,420,4dp3,9942BMYsU5,2020-07-16,7520vuuXV0
65158,8134760158,1989,444,2Mq0,6469PZGrQ2,1973-02-17,6170FzXkK5
65158,8134760158,1989,879,1MP6,8877FRyfT1,2015-04-18,1741zfgZM1
93777,5914477796,2008,500,2Af0,9825cabGD3,1972-05-22,1569MGryb1
93777,5914477796,2008,486,3IM8,0736YUJjT1,2016-05-01,5084GMZbT7
64205,9545831579,2018,148,6iK0,3501ATOdj9,1986-11-15,4467QMGfw9
64205,9545831579,2018,618,5rm4,8267nnDBh5,1985-12-13,2992IgOsa7
64205,9545831579,2018,423,9Vi4,5259SiETp3,1983-08-08,9468WGUin9
98732,4181905014,1993,362,5FN7,8778hawGT6,2008-07-13,2513SqpHx7
98732,4181905014,1993,547,9Rx2,1993pkDsA3,2019-04-07,1894ZYvPe7
87400,7282302917,2001,453,9hK1,4897DvSiI2,1979-01-18,6102JtEoK0
87400,7282302917,2001,451,7ws2,4646VBlYj2,1978-10-17,6294YSzgc8
87400,7282302917,2001,775,3wZ3,9538JbgBS7,2006-12-18,8800tVeUR4
89773,6654223210,2012,701,2ob7,8746vtUce3,2001-05-17,0344tbxPj7
89773,6654223210,2012,582,1mv6,4757UXRBz9,1974-12-03,8034XOwMh7
92489,4507940251,1973,14,3CM0,7971nRcaC5,1984-05-01,4823ScUBw9
92489,4507940251,1973,828,2UL2,8743NIedW4,2011-10-05,0307bHSNY8
92489,4507940251,1973,633,7dd3,4603JQftg4,1986-04-04,6185wphxY7
88046,3752726888,1998,746,8XU7,6828AZsNr8,1981-05-03,2057ZPlxs6
86168,8534248070,1995,413,5xc3,1267tkFhh2,2007-05-03,6384kCXUI3
86168,8534248070,1995,247,2mO0,3727YYnuu8,1987-05-21,0530kaLsR4
32199,9328508646,2006,534,9Ah4,9296XDhOl7,1994-12-20,3051dlDjK4
32199,9328508646,2006,419,8Kg5,5194Kdipc8,2010-11-07,7071vPmgt4
14147,8954273459,2010,777,0gu8,4566PMkBE6,1995-02-07,3623LgKCY9
14147,8954273459,2010,277,3ib0,5196AGKCX4,2000-10-03,7315oPqvF6
14147,8954273459,2010,321,9zS1,3215WgCRK2,1979-01-01,2361QBqCY0
71540,4038121192,1993,621,6yW8,3315uqqjM1,2006-05-06,5420zvjtN1
71540,4038121192,1993,711,4lR2,0223dwleL6,2002-07-28,5402UXbAI2
73432,717358263,2016,948,2DS2,9253EsSeu0,2018-05-24,4071wHGYK7
73432,717358263,2016,118,4Of8,3909swCGl9,1985-08-02,0881WGvGj7
73432,717358263,2016,598,4FB7,3065wLrFv2,2001-08-05,2862tNDbQ6
49021,4899588314,1996,45,2RS2,2701TAdbA8,1970-12-05,5055zXgLj0
82417,240129086,1987,713,3qc5,2802imSkz5,2022-02-18,9085NHulm1
96733,4576472002,2003,375,9KL7,7776eZCJt1,2014-07-15,6754jFQyZ7
96733,4576472002,2003,613,0Oq9,4921NJIWq5,2022-02-12,7331HbYuc6
96733,4576472002,2003,678,8PP2,0273cxXre9,1985-05-15,8872lbTCf3
29387,7956675437,2005,519,1AR5,4853VXMXc7,1980-03-12,1026NzPMA0
94342,2364583302,2024,210,9iN6,6114JgfxQ3,1990-04-03,5964Swnhn5
94342,2364583302,2024,634,7lv1,9082aBfUh5,1974-10-18,2731aDZEp6
96731,882991946,2015,554,2hE5,3795jdrbN6,2012-02-20,3152RHnZw2
96731,882991946,2015,62,3De2,2481Fejrc9,1996-05-27,6077IpxBl7
96731,882991946,2015,517,1AA8,3739FjEbW8,2014-02-04,4028weNKT0
9441,8009557528,1990,220,5YS3,4841BQYGm5,1989-12-12,8707itfxn3
9441,8009557528,1990,817,5YW2,8920RcFBY4,2005-08-30,4860cgsdU5
6709,3851870492,2002,113,1rY2,5726jlnjv4,1974-02-04,3405mkgpU4
6709,3851870492,2002,857,3VW8,0174gIhlT1,1976-06-02,6447WgOHz6
6709,3851870492,2002,898,4Um4,0609ieZZt0,1991-06-07,3102LLxNF6
2857,3620210896,1970,960,6qq7,7505CxXOR6,1990-03-31,7322EUJZq8
94932,831329055,1987,356,0XK1,1224MWTqM3,2013-12-23,3680vPPyY5
94932,831329055,1987,743,8dl3,8069aYwxQ2,2005-11-17,4873zdibO2
94932,831329055,1987,947,2jo3,1579SKkhz4,2007-05-10,1839KZvbl5
55201,3416600568,1991,102,7WM1,9115bJNvz5,2019-09-23,9229nhDik7
55201,3416600568,1991,889,6Eg7,5528JlRjt1,1972-03-18,3362wgTdT4
66781,5304695474,2005,461,5db4,2683kwNxM7,2020-10-26,2991iXYeD3
66781,5304695474,2005,410,4uK8,4114KBAVl7,1988-08-25,1935VhyLV4
3654,8009195289,1974,420,3aF6,3018iqGml6,1982-12-19,8073TEFTx7
3654,8009195289,1974,762,2GY9,3545xTqth3,1991-09-20,0760geiEH7
3654,8009195289,1974,636,6EC3,5047yMRbW6,1992-12-22,3153WOLFd6
27555,5533179754,2012,509,3Le6,2745POeab0,1971-10-30,0438Xdosm3
49046,4549265563,2016,959,9hF9,9872Jotkd9,2022-04-19,4698kTxfG3
82009,2255927974,2011,288,6Ih5,9586BqqrF6,2017-03-13,3610atZKX3
81783,7477738093,1987,802,4RD2,6790aWBhC2,2006-08-31,1540MgJSv5
27339,9732639072,2023,333,0Ek9,2757SaqRM7,1976-08-06,9003VcTvo3
42845,8151430136,2011,111,0Xl9,0841JdTyR9,1983-07-12,4540MnkUS1
42845,8151430136,2011,105,4AN6,3232cEXam3,2001-02-09,9249eqTYS0
42845,8151430136,2011,185,2YG0,4915bibHB4,1980-08-13,2544VMfQF0
28075,1408210707,2021,841,5Ss3,1464LzGGh6,2001-08-11,3334rewrf1
42622,5041990637,1972,823,2Sw7,4245kyaWR0,2022-07-30,2856tydyV9
42622,5041990637,1972,410,1MG3,6344LItgN0,2014-08-16,0805nhmQf5
4352,1310834872,2006,270,1Wa8,6495MPyFE8,1981-10-14,5277hhvOs6
32199,4235786298,1987,196,7ND9,6920qpCGL9,1990-05-29,0993MxUGJ5
32199,4235786298,1987,82,3EM3,6124BzDlc0,1993-06-09,9100lcWha0
32199,4235786298,1987,371,3eY1,4570RMltJ4,2021-08-05,5170cNGlS3
68773,9102664525,2011,590,4Gx5,8580EsQln8,1983-02-26,7187gdfob2
22894,3558316691,1983,32,3cU6,0210GrUDk2,2004-10-21,7497SwHUG6
31652,3551617597,2011,841,5jG0,7139cVAgp9,1990-11-19,1972NVPFY6
51792,312297771,1994,107,2SI3,2744xlHqM3,1970-09-29,8683UMbBO5
51792,312297771,1994,684,3IY8,3956mdaTi2,1978-02-22,1689DRLef3
51792,312297771,1994,228,3PK2,9589YhQqC0,1971-02-12,9320UIyNj0
54455,4334810363,1989,490,0Fj1,1264xNXeJ3,2018-03-31,2697ELqbC1
54455,4334810363,1989,451,7KP9,9710zpPuH6,1988-04-04,7216chLlE8
74343,7905669817,1982,60,8ru6,7700tbDII1,2010-10-02,7476wfurY9
13035,1863162467,1989,644,3kI0,4233ydpvi1,2002-02-24,5992GsTnq8
4014,3046565452,1999,436,5Ey4,6585Zywzr3,2019-05-05,9614ikmiF4
4014,3046565452,1999,30,4He5,8179ZTQKp8,2016-03-29,0581hdDBG4
41230,9299715377,1989,903,9yC7,0977bbxzb6,1988-03-06,1911JWkgm6
45345,7799078738,2003,937,7am9,7281weiDS3,1970-06-07,6372Uivvh0
45345,7799078738,2003,271,9jj4,7614wPOcJ9,2000-11-14,1925VouOK2
99991,6568328133,1993,716,9Iz6,1965Httgy8,1979-03-23,1963Ddavg1
99991,6568328133,1993,655,4nj9,6413tnuEc4,1983-06-15,1483UUgAg2
89891,5512479135,2005,173,7IN9,5638aMzZp7,2019-04-07,2633mvFbj0
89891,5512479135,2005,486,9me3,4019QtLWz5,1992-09-29,1290RDrEG8
89891,5512479135,2005,336,4oo1,7234aBein5,1992-09-30,8391Yfwyg6
91793,4617777102,2012,162,6vG5,8671xnigU6,2008-06-09,5112PNRgh8
69574,4852413421,1998,499,4jW7,7294KLitx1,2008-11-16,6853QCAFz0
69574,4852413421,1998,295,0rC4,8043iKFPX9,1996-12-14,1921EKVnT2
78562,9563175194,2019,71,1yN0,2973vNWQH7,2023-12-13,5136yBEVz3
48171,1000134716,1990,401,6Sm9,5354NaMFe2,2010-05-01,9354dDufA1
48171,1000134716,1990,127,6sZ3,9222obbiQ0,2003-10-04,9891TvdDo6
48171,1000134716,1990,418,0px1,3413keVmy2,2006-07-20,5919baUXl7
78471,9830064289,2002,284,8yb8,3554XrWYV1,1990-11-20,8127NjPud4
78471,9830064289,2002,927,3No6,6611PQhiX7,1997-08-08,8978MpHpR7
78471,9830064289,2002,740,8oh5,6420dFaQf7,1970-03-29,2900kvmem9
64193,8640822706,1977,774,2UG5,8254zuFUE0,2002-03-15,7326cRnhU4
64193,8640822706,1977,455,0RI2,4461MXQKP2,2019-10-19,8316bIpdO9
64193,8640822706,1977,918,7sp7,7738uQDMj7,2016-03-28,5415rseie0
88345,3065069903,1971,143,8Hv7,5904tnCRo5,2007-01-30,1662zIwSh0
88345,3065069903,1971,403,0YB3,5390PcfGu9,1980-06-04,7325NlWLa2
88345,3065069903,1971,766,7hq2,1359OiTXx4,2005-08-04,4107wLTLR0
56914,935912359,1996,12,5He0,0310OOTBb9,1988-01-15,2414eOnQQ6
56914,935912359,1996,921,3nw3,6089ubBLj5,1987-07-25,1858qtnbO7
96526,1680168083,2021,401,9LD2,3161xbpTz2,2018-11-12,6875DiufL2
86460,7767938723,1995,891,2ib5,9020CzETI7,2017-09-25,7196BjQbg9
99906,4007865325,2004,845,2BC7,3629KZrKJ0,2014-07-25,7586UhBtZ2
96260,176917334,2009,64,4Jm4,1095QKrxV2,2009-07-05,3579fUDHI6
96260,176917334,2009,238,5kK4,5500JBIRU1,1997-12-09,6847xNbaZ4
8110,5816051061,1991,830,2mw9,4505CkZpO2,1999-03-06,9015MGdtg3
8110,5816051061,1991,103,8iI3,0996yCLSI1,1989-10-29,6193cOAug4
8110,5816051061,1991,123,2ty3,4370QZDxu9,2004-05-09,1631UEVrw7
3412,7192135506,2008,794,4Zm3,4593SkWLQ3,2003-03-27,2788bWKgR7
3412,7192135506,2008,57,0Qb0,2653FRjKS8,2003-08-28,0301NpCdK1
80940,1673898545,1987,639,9Yo5,6270iYEHG6,1995-12-22,9499KrMYU6
89554,2266976521,2014,853,7QU8,4548jNsCk2,1973-08-06,0173OPGsW2
89554,2266976521,2014,852,5gm6,7977jiBMk1,1999-09-08,7962NCOBr4
20323,1337114706,1998,809,9FV9,5627Rwjuj1,2006-09-01,9337KEvGH1
20323,1337114706,1998,254,4Ei5,4556NEFaE1,2016-04-02,1358cVNKq7
1402,3194166510,2010,463,2zO3,3894yKkCj6,1985-02-05,2983AcmhC4
42614,1914985287,2002,481,0YR6,4664EoqSZ2,2005-06-10,3816VNZbg9
42614,1914985287,2002,632,4wp4,3178jNEMd3,1983-02-12,4860Pmqvd5
73099,7376711569,1996,372,8yh5,6045IsTXf3,2007-05-08,6552QRGqi7
73099,7376711569,1996,842,3hq4,9583BqhSI7,2020-12-23,8341TZNRj7
73099,7376711569,1996,744,0KX7,8889YaDTm6,2023-12-04,7344gKbOt2
46265,3427037911,1981,164,2SD1,0301OMJsz4,2024-03-24,7410ATbEt5
86696,1559526807,2000,579,3fm8,0362NfwLl0,1976-12-25,3808mARoX1
86696,1559526807,2000,957,4Mh3,0690InViO4,1996-07-05,2550kynlC2
86696,1559526807,2000,956,4rc9,1951gIRCK0,2013-02-16,0178ggxYz0
28748,1784297426,2022,8,0el3,7636qNRVv1,1991-12-12,5873CXccE0
28748,1784297426,2022,57,8LY2,7591TldDO4,1986-07-09,3022Udqnp2
28748,1784297426,2022,595,8oz1,7737GyiFO0,1981-01-09,1661bMlnx7
98350,7538661044,2004,837,5ew7,1744VjQYv1,2022-08-06,6263CpoUP3
16510,7589150125,2004,507,7Fq1,9247QzYuX0,1989-09-24,3845kNsCY4
16510,7589150125,2004,919,6Lb5,6067fLyUM9,2009-03-04,0765ZZDbp3
53138,7944189026,1981,693,5Nt7,9400sdnJB6,1988-10-15,4398GDtQh5
53138,7944189026,1981,864,2nM6,2970BavNn0,1971-01-05,8307ytVpI3
81426,5899156521,2021,460,3ud6,1381EzJhq1,1984-03-12,7237aDrtx0
81426,5899156521,2021,141,3Up0,5648jHFIS0,2020-11-30,9321RWgRH5
8956,7984521016,2015,225,6pG4,4666rXKpG5,2003-07-28,0604hkQjo6
8956,7984521016,2015,658,5FP0,0747PmtZd7,2021-10-18,7087XkFgs1
8956,7984521016,2015,940,0wI1,2911HJPin6,2017-05-14,6247TEXQz7
93758,3761624752,2009,355,6VT2,6007MjIxg3,1989-07-16,9138qSJMB8
86132,8531238585,1977,928,0bj8,5127AtFIA1,1988-12-15,0495eXsnK8
86132,8531238585,1977,156,3wL9,1532sqKFq2,1984-08-11,1096RUaDn7
