CompanyCode,DocumentNo,FiscalYear,LineItem,GLAccount,ClearingDoc,ClearingDate,AllocationNo
83382,2302180457,2007,936,4zl6,1734YpGbU9,1994-03-16,6830wuRic7
83382,2302180457,2007,520,5HV0,6207TewQm9,1998-02-21,2544MELUg6
83382,2302180457,2007,627,9cv1,2450bksRL2,2006-12-20,8738QNxSa6
4736,8155040016,2000,510,9OZ8,1820SgzFq9,1999-06-24,2758VXwrj5
4736,8155040016,2000,821,8Ld9,2902FFcXa2,1975-09-17,1643qDdit1
54051,9797860321,1987,49,2uE9,3500CIrIT8,2004-07-01,6659jXyDa2
54051,9797860321,1987,41,6Mq5,9988ehSAU1,1997-10-22,0276NZoVY7
91407,9616919278,1985,480,2aU6,9874DyrPT0,1978-01-04,5859dCUir2
91407,9616919278,1985,980,0Ud2,2110wxmAc9,2007-04-08,9873uAGxa9
70536,8568642001,1997,58,4px7,6747hIFed7,1972-03-30,3864BFAds2
70536,8568642001,1997,21,5RC5,1217MFSgX6,2021-05-19,4100PlnUd6
70536,8568642001,1997,138,6Hl7,9829SXeZj8,1979-07-13,5154BWQGW7
79351,9641837798,1991,462,6tU0,2990dFNnt9,1992-07-27,7019XuRxy2
79351,9641837798,1991,593,4Vm9,6065UUOUj4,1980-09-18,6307jhoVu5
79351,9641837798,1991,828,1ck9,8071GcmsD9,2002-12-18,5088mEHVW9
36364,2915992159,2019,17,8yL0,7138NOZzK3,1971-12-12,7722nXQzg4
36364,2915992159,2019,904,2QH8,2815uYRSh1,1971-04-23,0248RZrgF6
44791,5659087734,2012,333,4mW0,1434VXrJj2,2010-03-26,8185CyGNV1
73315,99352662,1996,559,5oU2,5930ddgLj2,1992-11-30,4870sVpJt3
73315,99352662,1996,563,0ar5,3684runkz9,1992-11-02,1550ovPCs7
73315,99352662,1996,315,8vr8,2507JfiKF4,1975-03-25,7872gYmjD7
52202,9867793204,1982,350,3VO6,7930hFqpX6,1990-09-23,2548JRRQx5
14015,8586059534,1976,8,1Hl7,8335Aaplm4,1978-07-01,9011GfoVL9
14015,8586059534,1976,285,9AY1,8934pbLaa0,1995-05-28,2838sWvpX2
63733,2972995393,1984,686,9yr4,9451stvgq5,2020-09-25,3326woPBK6
42940,3970806596,1987,604,9pq4,9113jmGoZ2,2008-02-13,2989VusvT6
42940,3970806596,1987,749,1Vh0,8014etZoC3,1988-01-21,2586OFdPL4
90081,2857343723,2021,946,6mo6,8271IsInq9,1972-08-26,4717jjrTW3
90081,2857343723,2021,864,2WP6,2825zeBZp5,2018-09-08,7871vdBfX7
6469,5877493602,1987,264,4yY0,2679FjHOM2,2000-08-15,5727aLnZi6
27805,668692239,1980,937,4Iq1,3537SzVLI6,2009-11-16,0982sYAOk4
27805,668692239,1980,935,6gz2,6410XRMgs8,2009-02-23,0767baxug0
27805,668692239,1980,394,7UR2,5166OMPPD9,2015-05-21,5014lWkMp8
44370,8378515500,2024,576,5nE8,4991PqmTl1,1976-11-11,6710NdBRI6
16608,6688837220,1985,499,8Wk5,4395FMZuU1,2006-05-23,3013VCBnK8
16608,6688837220,1985,603,0tE8,7350WEcPH0,2016-07-22,4351QNhrn4
84324,2088929229,1998,745,9qO3,9714pudfJ8,1999-03-04,3420XGpDX2
80357,6783096640,2011,844,0BK5,9772snaMv1,1980-05-02,4089ZZUhl0
80357,6783096640,2011,552,5qg4,0497fAbRz3,2019-08-03,0075FHNfv3
80357,6783096640,2011,633,0wS1,5895YZADA8,1986-08-11,8752vLGVd2
9024,5527892617,2008,163,1Fb2,2198EvfaD0,1987-09-12,8847QJVUx8
9024,5527892617,2008,987,7pI0,3376fGeps7,1987-11-26,0158aERle1
93022,8249948268,1974,342,7St4,4607axxcd4,1977-10-28,2229hyxYh6
93022,8249948268,1974,186,2ji1,8462VXHFF4,1982-01-07,8556BUIGe6
27418,9777222417,1971,314,8fK1,4991FmVfn5,2019-01-21,4918DfHfi8
27418,9777222417,1971,101,9ds3,2063AUiih2,2000-06-28,8154JPQBN9
27418,9777222417,1971,484,7SE1,6690qbdxk8,1981-06-23,5117jEizd6
53202,5227750872,1991,64,5VE8,7226dWeVB0,2013-09-19,4304rPtAe5
53202,5227750872,1991,693,4ud8,5037UhuPb2,2021-02-27,3624qovzS7
2713,2230496674,2019,308,8Uv8,0198xkCEU9,1979-05-25,4866LDZDj5
2713,2230496674,2019,512,9Gs0,3452lwffz6,1986-06-15,0678EZkDO0
2713,2230496674,2019,247,9FW9,2323YYeFD2,1995-02-11,6446ZtjrZ3
4908,3061170812,1996,93,0EN4,0577DKnte3,2019-05-27,2252jmvjM3
4908,3061170812,1996,423,2qX6,1671USEhC8,1985-10-26,2175sdVfw9
4908,3061170812,1996,954,6Ph3,6040aQxPH3,2003-12-24,6477zXSgo6
80870,823601524,1980,730,6FS0,2366egWEL5,1987-07-12,4472OZVBJ0
80870,823601524,1980,420,4uV0,1870doilJ9,1984-07-11,6276oWbXA4
65158,8134760158,1989,444,4Om1,8484mbKvK1,1986-07-23,0805Lyeev9
65158,8134760158,1989,879,3YD6,9915waAYx7,1993-01-14,2022siVtL4
93777,5914477796,2008,500,0VT4,3448ZUWzZ2,1971-11-06,9293WuzLF1
93777,5914477796,2008,486,0dB4,3858wgLoX9,1981-03-27,8669vHCDU3
64205,9545831579,2018,148,4RF3,5593qosMm6,2008-06-11,3034jVnOs5
64205,9545831579,2018,618,2kv6,7439nucJd8,2014-03-29,8981jPPdI9
64205,9545831579,2018,423,4Ez2,4339dVkzl7,1978-12-08,0865wKADq8
98732,4181905014,1993,362,3aH6,8253nOzGt8,1994-11-26,2176JjDbu8
98732,4181905014,1993,547,4AD6,3709lUdGR6,2009-05-25,1282sVJEn8
87400,7282302917,2001,453,3yk8,4811YsvZJ5,1990-01-29,2754cpIIw7
87400,7282302917,2001,451,6gU7,5965sWVgh5,1997-05-22,9955fTzBU5
87400,7282302917,2001,775,8xz1,7605opwXY9,2011-02-28,9109ueLPZ3
89773,6654223210,2012,701,1dr4,0941Pxfyp5,1996-07-06,9433WSUuq0
89773,6654223210,2012,582,3GR3,0573hFsgZ1,1998-04-27,7281kXOlx1
92489,4507940251,1973,14,5Yu1,9843wLvDZ2,1998-03-20,3459fJBWb4
92489,4507940251,1973,828,6mj7,6084FdTHa9,1972-09-17,7296JRZla0
92489,4507940251,1973,633,7vb1,8659dJvFz7,2005-06-21,5942wHYww0
88046,3752726888,1998,746,0IZ6,6880vJRqU6,1981-06-17,0904AMJAa2
86168,8534248070,1995,413,7nD9,9912sMJIK7,2010-02-25,7626SqdgI0
86168,8534248070,1995,247,1nO9,2847fiJPr7,1981-06-01,5928glfei7
32199,9328508646,2006,534,7uT5,3716RnXkw8,1983-08-03,5713behPp9
32199,9328508646,2006,419,3AL8,8182FQHtY8,2008-07-14,0530VypTE5
14147,8954273459,2010,777,8Mc1,5590pUHuC8,1985-09-03,8225uiPno4
14147,8954273459,2010,277,4Wj2,8464eFIxv1,1994-12-05,0723PaEyY1
14147,8954273459,2010,321,6rF4,8825SkAyx7,1984-06-05,9515OHiBr1
71540,4038121192,1993,621,2ip7,0068dtzUA8,1994-08-17,7598JDXsJ0
71540,4038121192,1993,711,8oD0,5617KLmeK8,1990-08-28,5112tmYyh0
73432,717358263,2016,948,6sp5,8120NDwTN3,2001-04-21,4174GwVqV9
73432,717358263,2016,118,4Rp2,8453oXcTi1,2019-07-08,4226rgRLE5
73432,717358263,2016,598,0SM0,5669OPeCI8,2014-07-27,3498jxNjT7
49021,4899588314,1996,45,2Vz4,4389ZfsSv3,1976-02-12,4203HLElG4
82417,240129086,1987,713,3QT7,5780leQVQ1,1999-06-04,4840rDHIS1
96733,4576472002,2003,375,8HN8,0959yvten9,1984-03-07,2518RZPyY6
96733,4576472002,2003,613,4gg5,4164sFFPW9,1981-04-20,5414lHesJ3
96733,4576472002,2003,678,9uA7,8846NGQMa8,2022-02-22,0911JsGnt9
29387,7956675437,2005,519,2fK5,9202WOAcN3,2014-10-10,6461BziBE3
94342,2364583302,2024,210,5aC5,6170RgZxz0,2021-03-22,7483CETte4
94342,2364583302,2024,634,6dF9,7368vhpYt2,2012-10-31,2735VLXxG0
96731,882991946,2015,554,2Vy3,8451hYapK9,1971-08-01,5014zpnwb7
96731,882991946,2015,62,0CP3,1053MiiHi5,1992-05-03,0112FVinr0
96731,882991946,2015,517,4dR8,7436LiUYr6,1973-08-06,8182kCPuw4
9441,8009557528,1990,220,3OZ0,8429DELrp1,1986-10-09,0786NXBPw8
9441,8009557528,1990,817,7WA9,9876FjwbD2,1974-06-12,7669cqjmB7
6709,3851870492,2002,113,9iG9,4268gMxal5,1973-02-21,7530fkWyT5
6709,3851870492,2002,857,6iE5,1148uYEgd1,1999-09-18,8039OwEGR9
6709,3851870492,2002,898,0iS5,1885PENtA3,1986-04-28,8661OfToD1
2857,3620210896,1970,960,3uC5,8638pyfbk6,2002-02-12,4107mtomo7
94932,831329055,1987,356,4Mg0,7769JZCMR1,2017-06-09,4297JbXmH1
94932,831329055,1987,743,8Fr5,3100sWIqo6,1988-07-04,4636pqYpr8
94932,831329055,1987,947,0HM9,9745zhQtl4,2007-12-10,0192GHtcP4
55201,3416600568,1991,102,1Lw6,8827TukpJ8,1982-07-17,8479RLDsi6
55201,3416600568,1991,889,0UL5,7538FzMBh7,2013-05-11,7938PUAiE1
66781,5304695474,2005,461,6zN4,3817cXbyC3,2012-02-03,9560syOoG6
66781,5304695474,2005,410,5En9,7128Uazag9,1992-03-01,8569DlgxY5
3654,8009195289,1974,420,9pL4,2745BNuQj6,2008-04-26,0907DnJUk9
3654,8009195289,1974,762,0kj7,4455EsnLY2,2005-11-14,4299bSozG6
3654,8009195289,1974,636,0lB0,5955ZZwns7,1986-03-22,9827iKOrM3
27555,5533179754,2012,509,8kb4,1831IweXX2,1982-09-05,5722vyutR0
49046,4549265563,2016,959,4gC3,1037laYMm3,1992-11-08,6355yZQpg3
82009,2255927974,2011,288,8Ei3,2213AMcph3,1974-09-23,1642wZLZs2
81783,7477738093,1987,802,5xQ1,7239pcXhn0,1982-09-12,4939atjjz4
27339,9732639072,2023,333,3lg3,3137KWlzb5,1995-08-06,0408bQXch6
42845,8151430136,2011,111,2kl6,3770XxCon4,2004-05-18,1099DjQgh4
42845,8151430136,2011,105,3bW0,2079PLyYd5,2010-07-29,5148vrkgk3
42845,8151430136,2011,185,5PJ7,0466vjqle2,2006-11-05,7692RGGXw8
28075,1408210707,2021,841,7RK8,2884bTQTL0,1978-11-06,5047chIAS5
42622,5041990637,1972,823,8oJ2,2546wjdZp5,2011-06-11,3934aWJZm4
42622,5041990637,1972,410,6Et3,0918EGiAN6,1973-09-02,3975KtKNp7
4352,1310834872,2006,270,5tS7,4817OXZcb0,1997-10-07,2886VqbjH3
32199,4235786298,1987,196,8BS8,2416ICKiC5,2006-08-05,0180uxCLl1
32199,4235786298,1987,82,3hd1,7077XYmYZ5,1972-04-18,5604LZiBp9
32199,4235786298,1987,371,6rS8,5253KOovF8,2013-12-05,1039OsnCc1
68773,9102664525,2011,590,8Wd9,4105ddpjE3,2002-11-11,2125zmOAE6
22894,3558316691,1983,32,4oY9,8383hyLLf6,1973-07-21,2584ETLIR9
31652,3551617597,2011,841,2cM6,6418VfNFO9,2011-07-18,8262wTRxP3
51792,312297771,1994,107,1sC1,6060kVEqm9,1974-07-21,2639MxNvc1
51792,312297771,1994,684,5mF2,3726osLkJ6,1974-09-07,8439CDyIL4
51792,312297771,1994,228,4Tz8,0376dcaIm8,2003-03-29,5398DOAnt5
54455,4334810363,1989,490,8aE4,7199gZdJk1,1982-03-01,6851vYwAb9
54455,4334810363,1989,451,9RU8,1342fIxuh9,2012-06-02,3922gJoBk9
74343,7905669817,1982,60,6mY0,6623UkPYI6,1980-10-16,4362BrgLC2
13035,1863162467,1989,644,0xA1,6273hhdOw0,2007-06-08,8200UFZXg1
4014,3046565452,1999,436,5Ko3,8819pghws2,1979-05-10,2438cwHkj6
4014,3046565452,1999,30,7In5,4163tFuGs0,1989-08-21,7254dNrVO6
41230,9299715377,1989,903,6gT9,9090iSDGM2,2012-12-13,1052YKLuU9
45345,7799078738,2003,937,1DI0,5045iiktw2,1976-01-12,1776mjnwU4
45345,7799078738,2003,271,3Hq0,4986viSWb5,2006-06-02,3927lFtcY7
99991,6568328133,1993,716,1PW3,0425CmcXZ2,1974-07-13,5635cnVMw1
99991,6568328133,1993,655,1ap8,0795hxvzm8,1983-01-30,4268nkwwx6
89891,5512479135,2005,173,4Yo6,3456WULls6,1976-08-21,8318puuTb0
89891,5512479135,2005,486,7nY8,8798wxuAc8,2006-11-26,4655voBaI9
89891,5512479135,2005,336,5mI3,5173hwJBz3,1999-04-01,9141ISMqq4
91793,4617777102,2012,162,0tZ9,5448CPCUu3,1989-04-06,9551cOxDw0
69574,4852413421,1998,499,7gB6,8458CLolA7,1984-07-08,0815hnpNB8
69574,4852413421,1998,295,2qX9,6380htAoK8,2005-10-23,8909lBltz0
78562,9563175194,2019,71,9PW9,3948iyodJ0,1984-01-09,2180DxZyR0
48171,1000134716,1990,401,5Xv7,6328vdiEj9,1983-01-03,4027MbDPq8
48171,1000134716,1990,127,6zy2,4196llisK6,2022-11-17,0321NOzYb2
48171,1000134716,1990,418,9Bm3,5542GxRzr0,2016-01-07,7474gZRdW5
78471,9830064289,2002,284,3cY6,2730HfICz5,2007-04-17,1852OFxZz3
78471,9830064289,2002,927,4VJ8,2177ZwqTp6,1987-06-27,0461yarfn7
78471,9830064289,2002,740,9ie9,5735ibAoV3,1993-04-15,7852fNrGq0
64193,8640822706,1977,774,7ra0,4080cXexC0,2004-04-16,2092tcWpK5
64193,8640822706,1977,455,3wQ1,8036ggLEg7,1970-11-24,0654HwHsw2
64193,8640822706,1977,918,9Rn3,9367OToGE5,2008-01-20,9910hmFBn3
88345,3065069903,1971,143,1qm8,3287JIfqc3,1997-11-07,3551AjOPk9
88345,3065069903,1971,403,6eF0,0681OqJYO2,2018-03-23,6102RUKuj5
88345,3065069903,1971,766,8sH1,7469gstii1,1991-08-24,6209OiCot3
56914,935912359,1996,12,1NU7,3532qUrQB6,1981-08-30,8069WVLee8
56914,935912359,1996,921,2XC1,0691AGTuF2,1995-11-09,1398IiYrW4
96526,1680168083,2021,401,0nW2,6049IzQjF0,2021-03-16,2713bJxfy3
86460,7767938723,1995,891,0uM8,8288MtOPe2,1995-04-04,4514OVGfH8
99906,4007865325,2004,845,1wG6,0823sSpXm3,2016-03-29,2078uHwjG8
96260,176917334,2009,64,2tp5,5059LCuMV1,1997-03-19,5067gUlyC0
96260,176917334,2009,238,6GO8,3786zmcra6,2000-06-15,5922JkRRc8
8110,5816051061,1991,830,2JK0,8361kWHzu3,1980-11-23,6211oVfsm4
8110,5816051061,1991,103,5dM9,8668sbWUO7,1990-09-26,0246kxZjN2
8110,5816051061,1991,123,4GE2,5244CLePb3,1984-12-04,5187wVXvL5
3412,7192135506,2008,794,5Zz4,4317LZaPt6,2018-06-29,6726vdiCf3
3412,7192135506,2008,57,7HE3,7954LIjWJ8,2001-11-17,8491FbLIP0
80940,1673898545,1987,639,5ZG8,6186qNvlO0,2022-03-05,4664wtdFE3
89554,2266976521,2014,853,5ZO8,3875wvRlr3,1973-01-23,1076Dreoq5
89554,2266976521,2014,852,0Qb3,4934YanuI1,1972-10-13,6401sZImt3
20323,1337114706,1998,809,0ds3,9607jmqbc8,2022-01-01,3614aIRtD2
20323,1337114706,1998,254,2UT2,2609hHujU2,1998-07-22,1849HyLDf6
1402,3194166510,2010,463,0wE6,2073mHAZB6,1985-09-05,3992cnzlQ1
42614,1914985287,2002,481,6OC5,2703pianl7,2021-04-20,8479FAXyS7
42614,1914985287,2002,632,0hk7,4760YFTmt9,1981-03-03,5223bHOmQ1
73099,7376711569,1996,372,2Ah4,0966ZWtiq1,1980-10-03,7073AysoZ8
73099,7376711569,1996,842,1PT5,0163OhEmR6,2012-12-13,5408bPrih4
73099,7376711569,1996,744,8li5,8232OvRoD6,1970-02-25,3000VHKHg5
46265,3427037911,1981,164,2ip6,3655KkwtY3,2005-05-26,2608xhadU7
86696,1559526807,2000,579,9sd1,9629FTjFB9,1984-02-15,1470QLEnU5
86696,1559526807,2000,957,6Nq5,7217yaHGs4,2011-02-06,9238dkwyT3
86696,1559526807,2000,956,9XZ0,3312btGwi2,2010-04-16,0421kfIIm7
28748,1784297426,2022,8,5SJ9,1142vaesk2,2003-02-12,8700TYhvI3
28748,1784297426,2022,57,7Qd8,5989AXfQI4,1986-09-28,2404AGgdR2
28748,1784297426,2022,595,5Jj0,3429rjjqX2,1985-10-23,8378VMDWX7
98350,7538661044,2004,837,4CZ7,2136JQHEf5,2011-08-19,7215ahAey7
16510,7589150125,2004,507,7xo9,7566DnKSz8,1970-09-12,1074oKFSG0
16510,7589150125,2004,919,3Mw4,7420TfyPD7,2019-01-22,4364Hotzq5
53138,7944189026,1981,693,2Kv9,0678uWGWt0,1970-12-03,3191AiIVu1
53138,7944189026,1981,864,5jW7,6185NpstI3,1987-12-10,2802arpIm1
81426,5899156521,2021,460,0Ps8,0541rzrBj4,2023-01-14,0827kkcNx4
81426,5899156521,2021,141,2oe9,7827esQyh1,1987-05-20,1267pwjyg2
8956,7984521016,2015,225,4no8,4315SOCXc7,1987-01-29,8198WKMmG7
8956,7984521016,2015,658,4bK1,3959tZrKE1,1997-04-03,7735StvBW5
8956,7984521016,2015,940,1Qu6,2177rcpZJ0,2000-09-14,7008XbKvB0
93758,3761624752,2009,355,0DO1,9597cxbaq2,1986-10-03,2198qtBlZ3
86132,8531238585,1977,928,3qQ7,8379enDUQ5,2011-01-31,1200uWyVd3
86132,8531238585,1977,156,7fr4,7311CMMGM4,2020-05-10,2277xCKUy1
26539,5692760393,2011,836,0vI1,2545IjEjy9,1974-01-29,0930CuJtT3
26539,5692760393,2011,374,0Gw0,3996tdPnq7,1974-07-03,5612bClAJ2
46920,3577132724,1980,92,3UX9,0109QzugO4,1991-03-25,6536UgcCM6
46920,3577132724,1980,362,3IB2,4978LCegz7,2010-08-11,8277jIUIc5
41939,5802166294,2011,304,3rr7,5699nzGCC5,2012-12-23,8095JsOzQ1
41939,5802166294,2011,478,8gq2,6285jobaA4,2015-11-13,2606hzyeK9
22329,7217920640,1979,950,8pG5,3128RFzLu0,2005-02-10,2428YBEoo2
49660,2422631122,2005,494,5xC1,4869cFBit3,2010-03-15,0571GknpG4
98570,3872899716,1980,230,5xe9,0169xOsPS4,2012-08-19,4481JrDJE1
98570,3872899716,1980,679,1fW7,1833PGIog1,2013-01-20,2916rlkYj3
43760,2814911211,2017,163,5te9,1959OLLxm1,2000-12-10,3820FYTNG7
13489,3208342561,2016,454,9NC2,8183eElsv8,2012-04-09,0320UalZq7
47818,2592501645,2017,551,0Dh1,9115hOrYb5,2021-03-20,7168BQMoO6
47818,2592501645,2017,330,6Jz6,4033mUhPb5,2023-01-16,2621grrYH0
47818,2592501645,2017,890,1aS3,8883WiGnr8,2014-07-28,7669RKemN2
70084,480037544,2016,528,6Pl1,8433LEnhe2,2005-11-29,9048xDcna8
70084,480037544,2016,301,3JL9,0667ZXJjs4,1993-01-23,3049DjBPs0
70084,480037544,2016,174,1MV1,5572rNvJH0,1995-12-20,5859udgtl8
67356,5793033064,2008,467,1vg4,5504hcNPw1,2010-02-16,9356WxxiQ4
81563,8392005539,1994,797,5tB7,0480KjwIx8,1972-01-26,9061uBQpK9
27831,9687243708,2021,566,3hi4,9825RHajj4,2017-12-05,5638MuWgL2
17998,3478896602,1976,831,2xy3,6990aALoE5,1988-05-07,4256rvAho1
17998,3478896602,1976,563,2bZ8,4232Dvjfx0,1997-11-01,5469cikkF7
17998,3478896602,1976,957,9iL6,1402WmrBb4,1993-08-31,3422bQRJE4
77676,5947279370,1992,320,7VX3,2969JxzNU2,1982-12-12,5465LoYAP2
77676,5947279370,1992,435,2MA7,5504CdPdM9,1973-11-20,0571LEdoj1
77676,5947279370,1992,368,3Rr9,8303bQmWu0,1996-06-13,8306lUfxq5
88621,8733472026,1997,214,8GW4,5684tqCIb7,1987-03-13,5378LJAlT3
88621,8733472026,1997,322,9WW7,0120FNtRJ5,1990-01-14,9548WsVxA5
62616,5970841202,2015,971,1eb4,6981lDsNd8,1988-07-09,3012UEgUI8
62616,5970841202,2015,673,8Nv8,7806lSNAE1,1977-03-02,5788GrPFA7
62616,5970841202,2015,889,6SJ3,5983kfUUL6,1983-10-19,6396rPNMe2
3539,5226324774,1975,561,4yZ7,4635TygbK1,1971-03-29,9974xEpzD6
3539,5226324774,1975,726,3yG8,9024JgMNe9,1998-04-14,4639HKHRN3
18966,3493404430,2019,238,6TH8,7986Rijvx6,1998-10-12,1539QhpJP5
24832,2266582729,1993,278,5XP9,8395PXCKy4,2003-03-23,3615ZqvDq1
24832,2266582729,1993,539,5Ox9,0400cYlrp7,2021-07-21,3844Bupkf4
96684,5284199520,2017,685,5Ma0,7278iLMJP2,1981-12-20,3524mrRJM0
96684,5284199520,2017,911,1co4,3488fDqmj3,2011-02-11,8241yFYHK6
84275,7426669254,2016,348,5ie1,7340gXtVg8,1992-08-09,5065aKlgF7
84275,7426669254,2016,602,2nM2,7026Sfsko7,1970-06-29,0078qPbkj5
96029,2246877398,1995,121,4ks2,0152SvxaG9,1970-07-08,5239KTTXM7
96029,2246877398,1995,326,7As3,2555aHuMe6,2000-11-13,6543nnwBm0
11918,3358626027,1993,290,4Bi0,1208iFUMW8,2007-03-06,1232iehra5
11918,3358626027,1993,723,5Io3,1349lnmrR1,2019-03-28,8471SZzQj0
45462,5844548307,1994,596,8kH7,7238DZOrx8,2014-06-25,9167iVgpS6
45462,5844548307,1994,274,9eG7,9913kCmIh4,1983-06-20,5800sskNC8
7517,9597691430,1973,69,8Ie3,5736LCUqy1,1974-11-06,2567qFisj8
36677,2446800826,1970,690,1CN2,3773LsIml9,2013-07-22,6857eVwZC1
36677,2446800826,1970,828,2Kn9,2515sbHnR0,2014-12-01,0871nYruV4
36677,2446800826,1970,673,7Wf0,6586nfaPm7,2017-06-24,8374uQGzs6
96039,393498317,1992,866,7MS2,3173IFZGg5,1981-09-08,5076jXLhr4
96039,393498317,1992,384,8LW7,7673dCVpY0,2019-09-25,5479gkpnN4
72899,3246613581,1978,432,8Jf7,8542Beetq3,2016-08-11,4558DJWYQ8
27102,531270711,2001,667,6pq9,7791kZEkj7,1987-08-02,8703QjSZa6
99385,3962252200,1991,69,8KI1,2015ZheRz0,1992-01-15,4927KPFIA5
87862,9567221742,1977,701,8uo4,4891QCycc9,2009-09-23,2376rIXGJ7
87862,9567221742,1977,263,1bi2,3977zaveu2,2000-07-28,3155oZCxR3
53227,2231981038,1976,505,0WS3,4573ttnQO6,2022-06-23,0770sEUvq6
53227,2231981038,1976,588,8Dq9,4289xUYmD0,1982-07-05,5387PNfIw5
53227,2231981038,1976,546,8Sy3,0165rQgtX1,1982-03-11,7014dgWkF2
35700,4469079751,2024,200,8vi1,9711WMblL2,1997-06-20,7187GsMML5
35700,4469079751,2024,487,2wJ2,9288pwRFk0,2021-12-05,8768fFlaA2
35700,4469079751,2024,423,8yV6,8874gJDtu5,1978-04-30,3322YEtkc7
38592,2764292,2012,244,0SA5,7449vtBSb1,2015-05-24,3076vHxnr7
58465,5547420532,1982,76,1BU0,1455pmGEm7,1996-09-25,4013fZrxY6
58465,5547420532,1982,951,3uq7,5987wzIVe6,1999-07-01,3876QRcqo2
29227,9929431585,1985,174,4Za6,1677bxNLc5,2017-01-31,7391rYPht1
88587,4033428244,2021,666,8tg6,9645SPETG7,2009-01-14,4997vxrBd1
88587,4033428244,2021,456,0wJ0,1943IKDTd1,2004-12-01,0590CLnaF7
6640,6944650343,1994,104,2Pk9,5099sOQmA3,1993-07-09,5482HguOo9
6640,6944650343,1994,396,1kY9,6221LrMMz7,1993-06-11,6360HXzNd0
6640,6944650343,1994,572,4Ar0,5296nLDzX6,1973-01-22,1589OAVfk4
33310,3881837290,1972,276,6Fd1,6643FFmZH1,1970-05-23,7854eiagI4
68669,7625708385,2005,9,9qJ5,2804TmuEA9,1985-08-31,9592UhLkl6
68669,7625708385,2005,486,7VU1,8089wRrxA8,1971-07-16,6231LCoIW8
85702,474035266,1979,616,9Av5,4158pYcfN3,2011-12-18,1547ZCmmC8
34940,9038296795,2007,669,5Ab0,9342eBgSe1,1974-03-21,0947IHSgp5
71783,7743711531,2014,386,1DX5,3152IUtdx4,2002-06-06,7077GAhpT4
71783,7743711531,2014,354,8Zp5,8012wgXwm9,2011-08-06,5957IVvnD2
28180,4998868671,1978,600,3sh0,5656YqikQ1,2008-11-06,2041tRpcw6
28180,4998868671,1978,224,4fH3,3449PluPg3,2000-10-25,7079ZwDwm4
32469,1683732202,2003,555,4vq3,4071gsTij7,2024-01-31,2777DrfmU8
32469,1683732202,2003,422,3oy7,7452elqlv2,1980-06-29,8608ypkTC6
32469,1683732202,2003,800,0kG2,3564ZveTP5,1999-07-24,9179sSBbC6
95511,9785539725,2009,404,8QJ6,7764wEGfI4,2015-07-04,0958OAMXG3
54930,334495478,1977,961,0Ac9,3814PGybH8,2000-03-06,5381ntrpL5
44274,6337191317,2016,365,0PX8,2771rMHUY8,2010-09-21,5761euvbJ4
44274,6337191317,2016,245,8YD9,4592VgkKO2,1993-01-01,6549zPZdT8
44274,6337191317,2016,410,4LG4,6749pWPGo7,1972-03-06,8846SKsHE2
35117,6083363667,1973,888,6py4,5999MgsFC2,2023-10-18,7598MEzct2
35117,6083363667,1973,305,4LQ1,8041eEOOj9,2006-12-22,7533TWFOB5
32406,6649578919,2000,923,4ix7,5814FTqcF9,2017-09-03,8165ERGpz6
32406,6649578919,2000,673,2DP0,8836DqYmE6,1997-04-20,2608lNzpd2
32406,6649578919,2000,451,9Gy8,5884nrAdb2,1991-08-26,0461ZUEIk6
53827,1513758932,1989,651,2ai3,0400tGROi7,1999-09-13,6444QQKou8
53827,1513758932,1989,987,7zv9,7624VpPEV9,2001-10-31,6956llAcv7
25218,3386326001,1988,434,3Ri5,0790QhQgn5,2008-09-15,2670OIXsQ6
89779,2148530930,2013,975,1Lv5,4208WOMNR0,1976-05-21,1253mwnBc9
63992,8306649502,2012,632,5DQ6,6379LZGRv0,1986-09-15,6548gSwFd7
63992,8306649502,2012,137,9XG0,6366gybFx9,1987-11-17,1293vLgYJ5
63992,8306649502,2012,546,9ur6,8795mCipI7,1975-12-19,8538JBGEA9
63489,4546043636,1990,324,8bj3,4258JktZO5,1997-09-13,8657CqEUQ5
63489,4546043636,1990,909,9sN6,1066fhhbx4,2018-06-14,9250fazbv8
63489,4546043636,1990,31,3md2,7266wsaJa6,1976-10-29,9658YAdLH4
34030,8525896028,1972,881,7lK3,1442UejLP6,1984-01-14,5729KluzZ1
34030,8525896028,1972,486,5Ap1,9980ZOjmQ3,1997-06-24,1551wJFWq8
92409,1275569658,1978,617,4Vg4,3055dlgNP3,1989-03-14,0368KwyOB2
36129,2993883573,2015,356,8IS3,0156Cghpp0,2005-05-16,1195MKAxd2
36129,2993883573,2015,226,0hY7,0857QQoZf2,1976-07-31,9992SPxSc2
63762,9232177359,2021,737,6aY9,1902brXsv1,1998-07-09,0062ondVM9
99873,6136190596,1994,531,1vX2,6391nFFAd8,1987-05-25,0042IBQdD8
99873,6136190596,1994,389,9pY5,5525EPndv9,2002-07-03,1665htNxf4
37622,2785579923,2022,898,2MX6,4687SPotJ7,2010-01-17,2676TJikO8
37622,2785579923,2022,505,6JY5,0970ihylD6,2023-08-28,5141aTlCg1
43727,9653928466,2013,551,1mq8,6474ORpTa2,1998-05-02,2882JXhpu2
43727,9653928466,2013,2,1Vl1,4963Gnhbq2,2003-06-15,1599vtJHn4
92277,3605524898,2011,466,8ux3,9857OImHB7,2020-07-21,5890trjRq6
