CustomerNo,CompanyCode,DunningArea
97839,90337,fBf
46981,44607,Gwp
66830,55962,ssE
18530,22142,kyX
18530,22142,BZh
78572,4064,zOt
3708,74289,inI
3708,74289,jIe
40631,20510,wtM
40631,20510,wQA
34283,22055,aaG
34283,22055,Ubr
21631,87227,OyB
92529,96029,SlG
45415,89998,mho
91423,26320,QxB
69448,94470,wDN
75794,27139,Ywk
59873,59823,QAb
17791,31179,fqE
17791,31179,Vaw
62647,23949,Yhn
38925,20296,hAz
88820,16854,AYb
21770,13630,XnL
13786,64439,fTH
13786,64439,veb
28390,78010,SDX
28390,78010,NQf
20358,66618,Abg
20358,66618,mqZ
40286,41657,SqR
40286,41657,Syh
56103,75532,jcO
46585,81428,TJm
32693,77616,hJI
32693,77616,Kle
41446,13750,GGl
41446,13750,TgR
1031,55657,bEy
70249,12115,Nxm
70249,12115,bFp
73575,69032,MoH
60392,74652,zaT
60392,74652,EMD
2316,8834,DmL
2316,8834,gHm
81637,48139,qDr
45780,43516,Agu
45780,43516,vKh
64034,24003,MKQ
64034,24003,PcL
74188,85103,amX
18939,52970,Qrl
33275,59557,POn
21521,45729,jbX
21521,45729,YCl
26474,7850,gcM
26474,7850,rqB
88247,13587,ikD
88247,13587,FNo
22059,23296,CEq
22059,23296,wgg
733,13249,gpH
733,13249,kcY
595,12368,gij
83528,63385,ndR
22993,32181,nPB
40669,37346,EAW
84533,80248,KJb
84533,80248,lqP
11612,88052,QAQ
4000,55737,xrH
4000,55737,qVX
57085,65764,Mef
57085,65764,Ulh
33750,7621,rYI
36261,46937,Fbf
61588,24006,jEO
61588,24006,Azl
37976,39881,xaT
37976,39881,GAI
58496,44839,yzQ
58496,44839,GeK
81156,79937,dXy
81156,79937,tsP
80894,11305,uNU
40247,31546,jeW
40247,31546,DeW
1711,79422,Nwq
20421,96437,nui
20421,96437,rax
72449,89858,Zep
48920,14672,vmY
20460,43993,ZlN
20460,43993,xlP
77153,83640,lOA
77153,83640,aaZ
15409,94153,wWw
15409,94153,KWO
78293,13726,DBf
28279,12044,AMk
52676,86380,gPn
18558,58312,MNR
19648,78323,hRM
19648,78323,ksL
43903,65438,ZwW
34117,19539,IsZ
68966,78801,aeI
68966,78801,vTp
62339,58752,owA
62339,58752,igt
17644,99827,RJH
17644,99827,jvF
17002,55298,yyE
72034,31503,mVj
72034,31503,UCI
54117,40384,WoD
29541,7267,qLq
29541,7267,KaR
38773,87205,AeP
38773,87205,QUu
88742,21327,exW
88742,21327,IzL
87712,24671,VJT
87712,24671,mlc
63767,77876,gsb
63767,77876,VVm
85889,66999,Hca
82057,11003,crq
10581,51098,jXe
52474,65916,qLg
52474,65916,ewh
83814,13753,Caq
115,90489,eZT
17688,67492,yaH
17688,67492,vfN
63262,36855,jYV
73534,89991,LQY
4208,14603,sSa
4208,14603,gjp
61578,84024,MQk
37465,8043,UWI
37465,8043,GCR
73308,10016,kwe
73308,10016,Xcp
29750,57723,JYT
91781,28644,lws
91781,28644,FUL
12843,87156,tsS
12843,87156,CXR
91464,72835,ntG
39493,78662,eUf
39493,78662,LZb
26969,39711,Tlo
26969,39711,gQU
46228,61209,BkQ
46228,61209,Hai
7429,98030,Dwp
11081,13983,byA
52727,16666,npa
10657,91433,UYa
10657,91433,Njj
90754,9974,uug
27561,28503,wte
27561,28503,dJo
90467,4355,xhd
90467,4355,UDS
14671,46079,stU
14671,46079,pcO
50813,46508,IUy
50813,46508,sSz
20502,37897,PkS
23110,1160,BSJ
18802,99371,LFG
12618,95977,ZOl
12618,95977,rcV
66425,32477,QYq
69770,57903,wek
69770,57903,FnR
6076,21243,Rje
6076,21243,PqE
45925,47761,zYO
47498,34924,qKO
33013,21194,Sbs
33013,21194,mMx
22278,23629,CeQ
22278,23629,sex
63598,88994,aHL
62681,72946,AYA
95262,69261,IrE
62720,73536,xVz
62720,73536,vVa
76083,14959,drT
76083,14959,oBN
67020,16287,MHi
84709,24550,uIQ
84709,24550,gge
44625,38373,wGX
44625,38373,tfe
63631,97669,rpC
63631,97669,egU
64927,52776,vGT
85535,67231,xRd
21733,44769,ZnH
21733,44769,XVb
13595,98734,tRb
13595,98734,wnZ
9304,98565,dOv
13028,99816,sAL
75364,23463,vRb
99421,19175,ktN
99421,19175,mCF
25010,80831,SqZ
2950,76246,AMR
2950,76246,UKn
79021,22853,iLW
5615,69147,Bds
5615,69147,kFM
14912,16848,QzB
32297,9795,pNu
97025,59872,kqA
97025,59872,Bhu
35204,1233,ILq
35204,1233,xsm
47507,58181,Fnn
47507,58181,QFK
50293,93286,atc
50293,93286,Ugs
53898,33297,OZS
64068,6458,GAc
64068,6458,Xdg
5376,98921,VGX
5376,98921,vje
57281,82210,HoK
39935,85617,Lsi
39935,85617,HBj
97285,63747,Ngz
97285,63747,xki
6102,54360,PDH
20713,96671,zrT
20713,96671,MRi
70315,62429,lHk
3288,74302,eQz
3288,74302,LMo
96866,14425,DlC
61442,61949,knG
69724,94794,FPH
13811,4289,YLq
61553,11499,wtG
59585,72368,XYy
2462,45317,YcF
33483,6640,UiF
52849,97830,Xor
52849,97830,ixU
31840,92682,IeX
31840,92682,mzq
60567,60736,yhl
53850,79286,pUA
53850,79286,Wsl
91561,92489,OLt
91561,92489,xgT
86367,86182,Zbn
73403,85431,JPf
73403,85431,jsJ
6671,6475,MGX
6671,6475,pWU
24607,112,PyY
63290,1544,WOl
99416,82868,uKw
50306,82917,VCZ
50306,82917,Dyw
23848,14141,aUj
22875,68088,QxA
22875,68088,iDa
12037,11527,Kcs
12037,11527,ugI
31615,20693,ixr
31615,20693,IlW
60473,59106,VpY
60473,59106,Vpq
61347,98308,jWB
61347,98308,EkW
87631,91397,RhL
40689,91719,Tvz
12452,33517,QuK
94772,75281,gEs
74564,64784,jyT
74564,64784,FIt
4978,98356,rCY
10555,8630,bpC
10555,8630,nmh
76014,41591,MrL
76014,41591,OcI
68894,4643,XDj
68894,4643,yTB
54788,18532,fWX
26957,79637,pax
38296,13468,Hdx
30910,41124,iIz
30910,41124,ISX
51984,23,avQ
51984,23,FuF
74796,77265,MuT
67318,19022,WQd
67318,19022,wyr
97724,84804,qoY
28928,98077,cVL
28928,98077,qhb
38762,11913,yGR
38762,11913,rPn
21252,12733,spi
21252,12733,CnN
930,98636,tLp
60132,52646,FBu
4467,32512,BUH
4467,32512,Sar
96272,68786,ZfK
41181,42789,wnO
41181,42789,dyO
76837,25391,Bca
76837,25391,kUj
90579,15118,HYe
29943,89994,Uqh
29943,89994,Uju
78139,313,ohu
78139,313,cMN
79035,36999,zZK
62301,59815,wQK
62301,59815,PrS
69033,79167,Dhd
53624,76962,ceh
53624,76962,tnA
23262,51119,HlD
29544,98390,LWf
45858,95340,CNu
29734,22451,aTE
48286,31824,lIV
48286,31824,BCr
61847,62631,VyR
61847,62631,Seb
60751,79958,DcK
60751,79958,jVY
45640,36323,yYj
45640,36323,ZOa
32591,40383,Vjw
32591,40383,uDx
94070,42533,rqX
33231,7695,CrL
33231,7695,FaN
66550,49216,aQi
66550,49216,wOU
16834,68549,Vas
16834,68549,XcT
89703,92076,QaG
53387,68475,AyX
53387,68475,icq
16023,47685,AbT
38014,47663,cRF
38014,47663,fOP
55001,71686,RoP
55001,71686,jvR
41887,90185,iAv
13832,99179,fxE
13832,99179,Jwd
57024,21966,ucA
84969,94112,ZHK
12551,16238,CmK
12551,16238,zWU
79552,75162,Nri
79552,75162,AjK
95714,39647,Qfy
95714,39647,zUL
74261,50779,TKf
50902,42102,Azb
50902,42102,JzN
21767,59033,Qsr
21767,59033,YVx
11458,45144,Gsh
11458,45144,GaR
46610,19424,hXq
95476,31001,YaF
95476,31001,ghm
93323,26796,MMB
93323,26796,mGe
51500,75661,fSe
51500,75661,heD
32198,59908,Zrk
32198,59908,fTL
3202,53196,bHR
3202,53196,uUz
87491,3596,Aom
13513,42245,TOr
24893,66081,bEq
24893,66081,ePd
99150,12652,MAk
58065,92985,bFf
33428,83476,BPr
33428,83476,Avv
87258,24751,aEt
87258,24751,PBG
19370,12642,Cni
37631,12872,yfB
72570,43960,CjO
38627,97412,VKh
299,33854,UkR
299,33854,DSE
37206,47772,MZN
93705,38478,Aoq
414,26062,zot
414,26062,RGu
45070,16504,KbB
45070,16504,YMB
4421,23772,QXU
86813,45925,lgR
86813,45925,ePo
63626,57636,URu
63626,57636,ekz
70235,83398,Add
70235,83398,XHO
3230,64560,wBx
58008,10575,ott
58008,10575,RuL
46678,74885,VFC
46678,74885,DLQ
16339,85868,RHr
5424,50555,CAi
3560,61268,pvj
3560,61268,syM
54543,82255,bIH
54543,82255,FRi
69504,18405,Dmh
69504,18405,vBw
10255,26398,CsU
85044,41579,bRH
85044,41579,AHq
53440,38756,Llr
12775,82820,qno
12539,36415,Bmg
12539,36415,aED
87132,29565,wtf
97746,81534,qRd
84448,40005,lUZ
30624,36084,lqY
30015,52521,RIK
30015,52521,vCV
58180,8999,tRi
58180,8999,AIO
59077,40131,arp
59077,40131,ddL
17029,40051,JUw
17029,40051,Zju
84048,82217,wow
84048,82217,qKJ
14186,93290,xea
61933,83294,ajU
61933,83294,wXa
5848,83756,lpT
5848,83756,dPE
4892,45771,yXI
31414,30006,xTY
40849,94843,QTN
7568,77288,BOT
7568,77288,hIR
63466,50853,IIf
63466,50853,DFl
85870,42550,mEi
6818,15058,msG
6818,15058,hbR
78526,44152,wgr
78526,44152,jEF
9701,36404,Ofj
9701,36404,uck
73808,96878,Jlc
73808,96878,UoF
72896,77665,Mgf
72896,77665,CYP
67877,15494,XkH
95535,66985,vqE
5985,39761,iRC
5985,39761,hHy
94578,14136,jhW
9077,71554,eGE
60330,71490,BDu
60330,71490,aHp
4459,71203,yxu
67625,36162,bVN
52608,50387,OnZ
47379,71371,mBk
47379,71371,Ygx
23256,53231,gVi
13312,59999,YMS
99672,42718,Eti
99672,42718,Fiu
43547,89419,Fzn
43547,89419,jCx
26585,2082,Peh
26585,2082,Exl
45476,74668,bVs
45476,74668,QHP
76313,32179,SSK
43157,70066,AYs
43157,70066,AFO
25790,17479,BTJ
25790,17479,meR
99025,36776,Oho
99419,92904,vhA
99419,92904,oqo
75678,10179,FtV
20241,52105,pde
49372,8453,AHP
19312,44844,BJl
18746,79061,ZSE
85831,12263,OXb
85831,12263,baa
22009,31830,pMj
22009,31830,gxv
86311,6931,XjK
71927,71439,saj
71927,71439,byF
72559,30139,Eof
60645,55971,Jyu
60645,55971,WiK
40085,92684,jiR
40085,92684,DbY
703,32741,dwv
703,32741,rpW
77944,62266,SfY
66482,50710,sjk
66482,50710,NaH
27592,51511,qZw
40898,9816,egH
19511,84564,rcH
19511,84564,TKP
71998,33316,ZUF
71998,33316,bln
91026,26615,Kmj
91026,26615,Ibd
47510,20451,XWR
47510,20451,gPf
60665,99261,tZD
60665,99261,qnJ
36862,31989,ZHd
36862,31989,DBq
11467,64912,VuG
11467,64912,zEd
64719,81531,mqH
36529,14361,pjL
36529,14361,ANk
47197,57147,lhE
47197,57147,MMv
13820,85766,gUu
39526,32386,zjq
10584,56517,AiE
53066,97797,kah
63120,98227,KyU
63120,98227,Fpo
90159,1728,aGX
74829,97373,pef
74829,97373,VHb
26287,80905,zcq
34725,94540,ova
94124,38338,ZuB
99796,61333,Xsr
24074,89497,wAI
57053,43597,KwX
57053,43597,qWl
37113,43799,nRH
56347,92669,KpI
56347,92669,SUt
8786,56674,ALQ
75488,12996,CoO
28764,86039,Nbq
80272,84381,JNN
73099,73761,gmQ
68282,34748,ZdY
68282,34748,lHV
11089,40794,LyT
46602,23693,LBh
36225,83282,uNd
99924,43139,oQJ
99924,43139,yio
49943,56096,UlJ
49943,56096,ELh
64398,65895,gBu
64398,65895,eVg
57989,44937,Nqe
57989,44937,EVv
46728,57727,OYy
46728,57727,CCy
41508,75997,eQc
53036,35738,FKq
27598,57341,TEQ
27598,57341,HCn
21261,44151,Shy
21261,44151,Ukv
23391,95958,YVt
23391,95958,LWD
6163,79758,qXs
6163,79758,aLJ
21399,24042,Ylv
21399,24042,gEY
70853,91883,AEO
67612,30437,GNY
67612,30437,Yxm
90168,66820,wpH
78434,90301,pXN
85392,5541,mNa
11703,4359,jpe
29383,10710,SGB
29383,10710,rNW
17091,72793,mVW
96448,40710,huk
96448,40710,eYh
9397,12242,XGV
71807,36341,SaG
71807,36341,VHc
38100,61408,Bay
85768,15423,yhr
72692,86974,TxK
72692,86974,xua
34023,44499,xax
34023,44499,RAI
1780,3567,xPd
43187,65897,wIK
17596,73273,Edg
17596,73273,YTt
16812,61649,bKJ
16812,61649,GUi
31528,88567,UyQ
31528,88567,Tqd
60148,8495,FCo
60148,8495,egm
8245,58890,VHo
80464,20683,PCc
80464,20683,FVF
94297,31543,jPo
94297,31543,glS
96581,99490,Vtd
33671,72771,mSO
33671,72771,Rzq
47293,18564,soM
67406,47418,oNM
67406,47418,umU
25225,63551,gQc
78177,46289,iOz
78177,46289,OtS
36098,88288,NLs
54785,76177,hSd
54785,76177,Zaz
67294,624,CII
67294,624,qgp
69404,61339,rdb
67512,5737,gdL
76589,96633,IVn
76589,96633,IXG
69200,48616,TPN
69200,48616,PJl
66574,6878,NVn
97689,77850,QMe
42904,40777,RJP
13972,50467,fKV
13972,50467,VAV
41570,61253,hcM
41570,61253,XSF
23486,29108,VkN
27785,92242,voo
27785,92242,TlO
35114,51762,GAN
77728,27119,hzw
17472,83393,QTP
94582,95734,Ipw
49183,29502,uwO
45264,54723,lYl
45264,54723,aSd
97953,62953,GXD
37822,80429,uOm
37822,80429,TUN
97881,73626,LRE
65365,35805,FVO
42642,11147,IWc
42642,11147,SjJ
70341,75417,hge
98773,79192,vGX
93350,82017,EpX
5642,17673,veS
5642,17673,Ody
89006,60553,RZW
89006,60553,aGt
73939,24917,tbr
67445,63320,Jxh
67445,63320,ZCW
56207,65891,hCb
81202,64318,vZy
81202,64318,lde
1857,24701,DZQ
1857,24701,Nsi
76912,53702,Hmb
62752,23798,nPo
19586,71942,UoI
19061,87595,xfK
26486,40317,oCd
26486,40317,pOK
29905,43667,Hka
29905,43667,mtN
39819,64842,gaN
39819,64842,lus
65364,19867,uJK
65536,35734,WuW
80328,93211,ITC
62434,60573,daT
9872,98586,bJd
9872,98586,bBg
86619,69643,xvx
86619,69643,mBg
5352,9806,PIS
5352,9806,anl
5639,9164,unO
69536,89984,auW
69536,89984,HsT
97002,20473,mcr
48067,22652,XxN
48067,22652,AdM
83589,29790,Ixf
83589,29790,HgV
85089,59390,boi
85089,59390,MZb
69241,90973,jIo
24224,41111,qsd
24224,41111,ooA
80760,24706,LdF
80760,24706,ULV
93955,25499,Ori
93955,25499,JVr
97889,73140,Jcj
81658,86328,wpN
81658,86328,OUG
88673,67941,GZz
88673,67941,NcR
71764,89548,MAy
8394,89924,QkN
8394,89924,YUP
54307,77540,PPz
2345,37227,eKt
52699,77662,OHW
52699,77662,QVS
46885,4022,oHt
2518,26143,PUG
2518,26143,rjF
63069,43688,Gjr
63069,43688,LZQ
46049,43493,WTl
46049,43493,FrW
36755,75269,ltM
65762,62410,oKY
61198,65185,BKx
61198,65185,cYh
33213,53267,vFq
53410,49311,lRU
53410,49311,GXC
29079,29965,LOb
18324,85883,hMx
54763,37575,TUt
54763,37575,QDq
34978,46979,dpn
80777,25656,Xua
80777,25656,KaT
96597,89833,Zmx
96597,89833,yjL
58418,8548,lZx
19756,14515,gWC
80287,15020,oMu
80287,15020,jCh
44808,11551,LXU
44808,11551,iBh
53659,62671,YJM
43110,6695,UYo
43110,6695,YgG
93141,71478,FcR
93141,71478,Tvd
94006,31652,Wgm
94006,31652,CTu
99935,87373,maN
43154,95966,ffn
43154,95966,Uoz
29219,42444,Crb
7643,82808,HbG
7643,82808,YVx
95579,92721,OoU
33701,25809,QGD
33701,25809,JiS
834,11223,Cmv
834,11223,wjj
10743,41877,beY
10743,41877,VjP
77165,17835,uvH
27202,84522,NCy
27202,84522,FXo
20723,27109,Cai
20723,27109,xxC
43541,74025,WlS
23272,24080,qSm
56713,72716,neZ
56713,72716,jfW
24645,72756,kdM
72671,11216,sNh
54308,587,CUH
54308,587,DVq
59040,75067,QXs
10586,49774,lru
10586,49774,zgY
48300,60931,wRv
48300,60931,HKu
12098,14816,pOY
12098,14816,ayV
15434,94863,GEW
15434,94863,enX
43213,36781,PXk
43677,69580,pXc
10624,90644,yKL
35415,50821,YYj
35415,50821,BAI
74634,27544,heB
74634,27544,nFn
6252,82858,zGh
6252,82858,Khk
24589,64796,LbY
24589,64796,tih
52196,19287,pza
52196,19287,eiv
22566,19414,IQt
11760,21623,CUm
28653,7472,GzS
28653,7472,ATn
23935,90448,LMC
23935,90448,APM
59819,68674,zwG
59819,68674,nvv
61163,35482,ZDr
436,93040,rsy
15901,84090,reI
15901,84090,EwT
21333,21288,XyP
21333,21288,Wwz
16568,8,CUJ
16568,8,jOd
80168,25222,aSM
10087,14679,xNn
10087,14679,AjX
54256,36817,XHG
42335,44638,nxh
42335,44638,uth
9073,11864,ZjL
64862,3182,FlW
72942,84315,lgo
6794,29037,wgL
6794,29037,cTw
53909,39386,xeW
4172,24632,epQ
84730,22069,PIi
84730,22069,Dlt
94173,28075,wDC
94173,28075,qtq
93093,95954,mRK
23507,37390,RWm
93816,34670,uGi
93816,34670,nQy
15313,53160,HGW
15313,53160,sHT
70409,66948,dRc
73053,70617,ykc
79149,38480,LeJ
60255,96674,vJH
81381,12322,OlL
81381,12322,ByG
94333,63292,NVV
80586,57298,igh
19349,58987,iOP
19349,58987,CQL
20686,55369,kPN
20686,55369,ATM
38817,81171,sSG
38817,81171,dWS
48403,83382,BNN
3860,90340,Dqg
85668,69967,OaI
85668,69967,enk
53240,15564,aPA
53240,15564,kPi
7211,45919,mzj
7211,45919,zwC
32428,49715,Ibo
32428,49715,RPq
13320,75072,zfS
13320,75072,Svl
95571,10397,Zko
12269,11960,Zca
1422,96933,Evd
68234,28575,JyI
68234,28575,ACa
75936,76275,gcm
75936,76275,hiV
60287,84902,KLW
57339,34751,THr
41179,51528,Wqr
41179,51528,Aep
35674,96517,kyT
35674,96517,Csb
59752,89207,HUq
59752,89207,Ouu
11697,25288,SHn
63677,30918,zqa
63677,30918,PHV
7236,46137,pdW
7236,46137,cLk
98952,90987,CuN
98952,90987,yiH
96782,1973,cZK
96782,1973,Qth
52538,90078,kAA
57237,68009,mqA
15453,52577,AVy
15453,52577,drr
28489,1861,Thm
28489,1861,JNI
66251,2072,vWS
66251,2072,Wta
55868,86269,xVK
13795,40929,xtG
32854,14850,wUp
32854,14850,kfo
21160,56648,UuS
21160,56648,NUZ
93908,68699,LWc
18698,71105,udE
77604,76510,aaA
77604,76510,Qcg
52150,4827,WbH
52150,4827,fqC
42709,58856,xyU
42709,58856,Kqj
83859,36691,GGC
83859,36691,DWd
95936,6650,FAg
98789,25240,ZjM
98789,25240,RLU
98702,74867,Xvb
2932,52939,oSI
2932,52939,MGO
18328,48224,LNV
94648,92608,KOY
94648,92608,cpB
2176,58567,RuW
50017,39642,TsA
50017,39642,Bho
49104,17999,lxN
49104,17999,Myh
17273,93380,ahB
42213,66483,pMC
44405,72795,gyH
44405,72795,TpJ
38373,9333,srl
20646,36558,PTy
20646,36558,kLq
5303,44126,Ygs
28141,91294,kDn
28141,91294,VMs
41844,58774,ocK
41844,58774,NCL
6302,30478,Xqp
6302,30478,umM
82905,63923,CDK
44551,67971,JLO
30673,36704,vgj
30673,36704,rLc
59885,48051,Fxy
59885,48051,LuV
79599,97152,ksf
79599,97152,nHW
44329,92983,aSv
44329,92983,BXk
45798,75960,JlH
92865,51862,nQN
61259,59752,gmh
61259,59752,tnT
9413,87607,qjO
9413,87607,otg
72767,81855,hGh
94125,27458,rWo
94125,27458,CVG
33387,43481,UgI
68934,22800,hbS
32439,22480,efk
44117,72518,yBP
44117,72518,nNU
68707,78557,OWo
74854,67150,gBK
78463,99790,mkJ
55341,9032,gEl
55341,9032,VWc
52789,89178,Rsk
52789,89178,gXn
28435,48498,pmS
28435,48498,COa
41922,81176,npt
41922,81176,PLn
40490,64939,PqO
40490,64939,kgk
50418,98406,IYl
63164,93250,LPI
63164,93250,yWE
76484,56166,pWM
68461,16271,sWJ
36859,54642,DHB
36859,54642,ksp
88732,51375,QLp
71767,87432,cSB
71767,87432,mWe
40977,62292,upD
67591,24943,dtp
67591,24943,QHG
3751,67844,PhL
43496,91857,hmh
43496,91857,tPW
92722,5855,qjd
17064,14810,Ywi
6616,35032,gyn
87229,85175,aza
87229,85175,keZ
55572,76897,dws
46013,31659,AWJ
66295,61365,YMj
42815,79789,VCE
42815,79789,eXA
18370,30332,aVo
47863,72251,eoG
59026,59930,jOj
92498,23673,vIx
92498,23673,Qpw
72641,72052,XRy
85002,18052,fXa
53975,6735,DXU
89374,46639,oYa
89374,46639,tDC
41683,10409,cOd
81175,20634,SBv
81175,20634,IeN
46410,93439,RHC
46410,93439,Iwx
84756,48349,xzz
77970,12577,YXK
77970,12577,xDc
88392,48427,ocE
88392,48427,Sbd
85757,18521,LlB
85757,18521,ids
66322,51543,zwq
80319,64688,nWk
92984,92184,DDV
84417,75304,XyX
23734,53546,XvU
72075,43672,Lnd
72075,43672,aeq
2936,22998,gFQ
2936,22998,BNt
32361,13561,qZc
32361,13561,WOa
61460,94541,Mdo
37231,51787,jjZ
37231,51787,Ubh
43699,62181,Jvv
43699,62181,PXX
42517,13595,IMZ
24773,45093,vIP
98164,27390,TVY
93029,22768,yPe
85865,29346,ZjP
85865,29346,YuD
50629,21842,Ljl
50629,21842,NOR
58821,17860,EJi
58821,17860,HTg
18342,49435,xBs
16915,40834,amf
16915,40834,HoI
92266,66384,hDJ
42591,87973,GtL
42591,87973,mrA
34930,96563,zSF
46552,75256,MDJ
46552,75256,Gey
95021,45349,JsY
52453,26318,qex
251,7545,nin
251,7545,RRa
37197,64858,rWw
37197,64858,gEF
48124,80873,Aos
5698,65641,mKl
5698,65641,ZDZ
36381,43614,bps
36381,43614,VgH
86816,98598,pEW
98615,61549,Cjq
36574,94365,AUH
36574,94365,Ssa
49214,65231,nDa
38170,29030,Rzs
38170,29030,dQa
36935,85010,uew
60383,92788,Oft
60383,92788,GXB
99612,56221,Ham
99612,56221,tRU
22219,80947,ABi
9042,89003,tbQ
73845,99119,siE
73845,99119,Afk
27429,72912,QcO
27429,72912,RAu
19038,5292,Nma
19038,5292,JbE
47326,30114,FfV
89642,21629,oGP
89642,21629,Gea
6373,2192,XEr
6373,2192,YPc
38882,93307,fUL
38882,93307,pjw
15120,68191,LqN
34557,8484,xdC
44935,49591,SGI
67496,79228,wEF
68662,69041,ZsH
68662,69041,KXU
58338,74396,yuN
58338,74396,QxS
56816,59639,RyC
7819,85050,uRf
7819,85050,JWf
8061,7718,YaT
8061,7718,uKT
26138,73267,DLN
26138,73267,Pbp
16996,80779,Jeh
16996,80779,OZW
26594,67342,JNf
26594,67342,eDm
63627,54489,HNn
39341,69455,sru
39341,69455,jAM
59500,61584,BVq
7613,1033,dRW
87077,98859,bEO
72111,87097,AgB
72111,87097,eXX
96088,92948,CpR
83945,52856,QtH
84259,82199,sGp
86088,86677,mSB
40225,28180,coM
58885,2256,Dor
58885,2256,vti
12445,10064,bLR
85102,6539,YmF
33112,8272,TFS
35811,67469,zkw
35811,67469,nCf
19932,5355,Dyw
19932,5355,LiH
81238,93527,RsE
33861,92635,hWF
33861,92635,Xjt
57801,41596,vYb
57801,41596,OOU
25989,32301,wgr
51708,90211,ccj
51708,90211,bRw
84096,30201,Gpk
30043,93344,sTe
40574,2703,jIw
40574,2703,ULP
84877,45936,whj
84877,45936,XTo
10517,54951,DYN
84036,29080,iQN
84036,29080,zTl
17338,6718,dAe
17338,6718,XWF
21235,20395,zJI
21235,20395,QlF
15162,51347,epv
15162,51347,eVw
4462,20752,VAj
44591,33511,Xyf
55901,68921,GDV
8203,83492,nKa
45975,7857,Lmd
69921,80469,zLS
69921,80469,pxz
38253,87005,Zvf
50805,87632,gfU
50805,87632,TfF
57920,32841,irN
19065,15416,WUv
19065,15416,niP
73285,91100,rLs
18882,55670,Gwy
18882,55670,dFd
72380,92527,GON
72380,92527,Jwr
80482,75058,BIY
80118,91717,PXa
7464,39936,LOy
70931,58919,sXV
70931,58919,uqC
78641,48307,DID
29552,72000,FKL
29552,72000,ljU
54649,70636,QzY
54649,70636,MxS
40994,79041,mUi
40994,79041,Vog
3884,48052,mix
8710,2081,OFy
67471,79321,ZiU
67471,79321,LWT
33524,38144,ioC
33524,38144,KjM
49130,11106,ckq
84615,28265,XmM
84615,28265,xtK
25400,55358,zRt
25400,55358,JHm
44101,39695,coN
65640,24190,dQQ
65640,24190,ayb
2866,28770,fKA
2866,28770,gxd
32842,4300,ymL
52404,22609,xsB
52404,22609,tkU
97485,23758,bzX
97485,23758,tfq
85452,57129,Ksl
85452,57129,Zhp
80700,2713,dhC
67731,93369,Cod
67731,93369,One
65954,69526,kMJ
66381,83166,aWw
66381,83166,edN
56346,36536,MyO
93442,1539,kbs
88895,25139,BoS
88895,25139,Tdp
73934,98340,nYE
81470,28908,PCI
20083,35544,srL
20083,35544,lfq
84174,37655,vpI
84174,37655,sOb
37776,62212,zEc
2424,71227,kxL
2424,71227,FWZ
17609,16510,IBM
17609,16510,GIe
13889,13382,pGH
13889,13382,evT
16691,88057,FbB
79640,89932,vIe
7171,11920,sis
83160,28267,PDS
99871,62944,CbT
32018,13259,htg
49898,64569,AvT
57742,63265,bfq
57742,63265,GlO
31193,58570,VRe
10785,4826,aDq
10785,4826,nOC
61568,63390,fMZ
5513,11382,ayt
5513,11382,pwM
9320,14352,dud
9320,14352,SyZ
25866,90213,lxB
25866,90213,xas
70715,26170,LjB
70715,26170,Xaj
20044,36176,xyS
24950,36848,RYx
4828,24895,BMg
4828,24895,sGQ
77232,86455,qMq
77232,86455,iOx
99225,91769,JLW
41381,99972,nYI
41381,99972,ave
44872,14013,dvD
44872,14013,VQf
51258,65107,toD
51258,65107,TGm
27319,77572,uIZ
27319,77572,pwq
14349,78419,waJ
98656,79969,gYY
52484,25658,dgC
52484,25658,bas
6666,30522,wZy
6666,30522,VyS
52723,79768,FQw
52723,79768,QKH
4950,29014,qWQ
77342,11567,nZW
61790,55331,GSk
61790,55331,KDr
35637,73696,EON
35637,73696,rJz
19176,3850,cNN
75197,20615,xAk
56337,63019,fdG
56337,63019,glY
97701,654,DYw
56191,61007,HYC
56191,61007,TTa
50914,22424,vfw
50914,22424,qZV
11907,95423,Ere
82360,59873,Pgo
82360,59873,fXJ
81803,66390,bqp
81803,66390,JVB
28309,9761,YxS
54659,83626,TAl
39690,91609,fUj
39690,91609,wCC
76860,93511,luf
76860,93511,iwN
448,99083,XkB
45968,1770,stu
70427,56544,ZrT
70427,56544,wPy
64853,59789,DgZ
48621,40132,txY
90745,18966,Gxm
90745,18966,PZz
60302,45425,sie
60302,45425,NeZ
85242,47868,QrD
99228,12286,VBO
99228,12286,yKs
25016,50099,yEl
25016,50099,Qba
24523,58357,jJz
24523,58357,jJx
60350,65442,UkI
94907,56296,IKz
94907,56296,iYj
69978,34528,Jau
69978,34528,xxg
54172,95242,oyU
54172,95242,bYP
56341,37565,OyB
27060,33063,cNc
27060,33063,Dwh
12902,86934,nNd
23789,38018,GKy
45448,73099,QCa
45448,73099,JYt
6255,43448,oJt
6255,43448,QPl
77967,94717,tZJ
77967,94717,XXH
10612,34805,Rgf
10612,34805,DDC
54049,21324,Tls
53252,47289,aoF
17575,33636,pym
17575,33636,mHZ
88680,58020,Lia
88680,58020,zXF
96699,22047,jKQ
96699,22047,mni
27976,76055,aOq
11326,43877,wUg
11326,43877,IGP
27416,33807,jve
63139,30824,CrH
53526,52031,Zfh
53556,61757,xSJ
53556,61757,xvM
32593,72644,hDN
32593,72644,ETm
